Date,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD,SPY,NDAQ
2010-01-29,125.477,125.75835467168703,12532.953678474114,12465.257053064639,35.17367458866545,53.94523781891483,118.5753740544,-8682184926.708012,83.4351332479817,4.97515708519152
2010-02-01,124.66,124.83990738212876,11880.68715300695,12336.349857280322,31.357976400026118,47.19025762464621,113.82,-9229447933.04661,84.7326159979969,5.09407412502656
2010-02-02,124.0007142857143,123.94391973117827,11805.68715300695,12073.109328162673,33.78995433789957,44.62346339179341,114.04079999999999,-9791123153.795689,85.7581712255538,5.13832232589541
2010-02-03,123.28571428571429,123.29806376702116,11903.68715300695,11863.353819673617,31.92488262910794,44.807676808697494,114.13958399999999,-9221190891.407267,85.3308565474051,5.27106692850196
2010-02-04,122.4707142857143,122.316988598085,11587.68715300695,11765.687153006953,30.388449639051203,44.419404426309356,114.24899231999999,-9779453227.869762,82.6970442584521,5.07609829342358
2010-02-05,121.77428571428571,121.66005678500701,11732.68715300695,11741.353819673617,33.92680514342234,45.505689613707176,114.1,-9211780991.688957,82.8679701297116,5.19916360209008
2010-02-08,121.00428571428573,121.01604921367274,11676.68715300695,11665.687153006953,32.28139381985535,49.6060147544133,114.17099999999999,-9770765890.031925,82.2697295803034,4.99175016051734
2010-02-09,120.4507142857143,120.61790931851638,11796.68715300695,11735.353819673617,36.99227928835179,45.60317976919475,114.30757999999999,-9211913379.248766,83.3030541656448,5.03323284883188
2010-02-10,119.78928571428571,120.18352140938086,11729.68715300695,11734.353819673619,34.36866981769073,46.485639673966,114.40322839999999,-9771028591.947634,83.1398976521699,5.00281221073455
2010-02-11,119.69357142857143,120.17105188813008,12002.68715300695,11843.020486340283,47.533136966126655,50.909057770675204,114.48736383199999,-9204975042.050735,84.0100657240363,5.01940528606037
2010-02-12,119.64714285714285,120.1029116363794,11959.68715300695,11897.353819673619,48.77219493766527,55.46388164851717,114.60601855535998,-9777249157.521404,83.9401415039756,5.05812246182061
2010-02-16,119.50785714285713,119.75985675152882,11746.68715300695,11903.020486340283,46.48901692473892,51.30203963270041,114.71269818425279,-10342473973.594484,85.2609323273444,5.1300257882325
