Date,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD,MACD,MACD_Signal,MACD_Histo,VWAP,SPY,NDAQ
2015-05-27,47.535714285714285,47.3106377429992,4744.183970856102,4687.093674860757,60.40688575899844,38.83975016554682,4.9896664425023656e+16,-23126623298.442204,0.6761387980381244,0.9554966987125684,-0.279357900674444,29.092072268572235,183.701193060372,15.1313659458453
2015-05-28,47.589285714285715,47.32921937726597,4727.987108655617,4705.073202124934,56.117455138662336,45.11841352538988,5.089459771352413e+16,-23730745278.081657,0.6330108945079758,0.89099953787165,-0.2579886433636742,29.095045211530845,183.493913858047,15.2127486286121
2015-05-29,47.52571428571429,47.26665679363051,4668.987108655617,4713.719396055778,42.1516754850088,35.915966220392505,5.191248966779461e+16,-24318470705.312946,0.5449419000668811,0.8217880103106963,-0.2768461102438151,29.10048646577832,182.353878245261,15.041263689925
2015-06-01,47.51571428571429,47.261769221146444,4705.987108655617,4700.987108655617,48.76325088339222,42.83652102269503,5.29507394611505e+16,-23728989962.220787,0.4992474810595695,0.757279904460471,-0.2580324234009015,29.104828726799298,182.72525348276,14.9656940559273
2015-06-02,47.485,47.216199991660254,4674.987108655617,4683.320441988951,46.38655462184873,43.777488018727475,5.40097542503735e+16,-24314642236.299248,0.4330282356144082,0.6924295706912585,-0.25940133507685037,29.108021044492386,182.543884180725,14.9976658241571
2015-06-03,47.42964285714286,47.167373326105555,4667.987108655617,4682.987108655617,43.25500435161009,42.79007724787659,5.508994933538098e+16,-24874128563.19738,0.37062822011618834,0.6280693005762444,-0.2574410804600561,29.112217374696307,183.027535652817,15.0993941776155
2015-06-04,47.26107142857143,47.05972354929148,4618.987108655617,4653.987108655617,27.042801556420173,34.47170763155921,5.619174832208859e+16,-25415117882.095512,0.2784273165763693,0.5581409037762695,-0.27971358719990014,29.1162438018499,181.481578268811,14.9191896657749
2015-06-05,47.107142857142854,46.93709374271929,4594.73949579832,4627.237904369852,28.166160081053633,34.89149132403237,5.731558328853036e+16,-25953114484.993645,0.18546732301581415,0.4836061876241784,-0.29813886460836425,29.119847786100046,181.170659465323,14.6866677150128
2015-06-08,46.94428571428572,46.77614791035672,4553.565957446808,4589.097520633582,27.47035573122524,35.17570810947282,5.846189495430097e+16,-26472482343.470722,0.07781527879581773,0.4024480058585063,-0.3246327270626886,29.12293962358717,180.004713952246,14.5413414957864
2015-06-09,46.80642857142857,46.62599485564249,4547.2421875,4565.182546915043,29.511677282377875,35.6768687898027,5.9631132853386984e+16,-26986765606.739468,-0.01379604107791721,0.31919919647122164,-0.33299523754913884,29.126296719171606,180.030623852537,14.5733132640162
2015-06-10,46.73714285714285,46.62386220822349,4643.2421875,4581.350110815602,41.44620811287478,36.14775477956618,6.082375551045472e+16,-26455033059.69879,-0.008832875268701912,0.25359278212323694,-0.26242565739193885,29.130367481630206,182.198418843517,14.82618088547
