Date,adjusted_close,volume,direction,Symbol
2020-01-31,136.746804061699,8651722,0,JNJ
2020-01-30,138.1154662371,6470057,0,JNJ
2020-01-29,138.28080797641,6288524,1,JNJ
2020-01-28,137.325500149284,7336569,1,JNJ
2020-01-27,136.636576235492,7585884,1,JNJ
2020-01-24,136.241593191584,9051928,0,JNJ
2020-01-23,136.434491887446,8671208,1,JNJ
2020-01-22,136.177293626297,10304806,0,JNJ
2020-01-21,137.114230149055,9529978,1,JNJ
2020-01-17,137.022373627216,9083579,1,JNJ
2020-01-16,136.131365365378,6476010,1,JNJ
2020-01-15,135.038272755494,4960248,1,JNJ
2020-01-14,134.588175798483,7037472,1,JNJ
2020-01-13,133.834952319403,4593245,1,JNJ
2020-01-10,133.247070579633,5042624,0,JNJ
2020-01-09,133.550197101702,6112742,1,JNJ
2020-01-08,133.155214057794,6605760,0,JNJ
2020-01-07,133.173585362162,7385397,1,JNJ
2020-01-06,132.365247969979,7730593,0,JNJ
2020-01-03,132.530589709289,5752392,0,JNJ
2020-01-02,134.082964928368,5776962,1,JNJ
2019-12-31,133.991108406529,4434991,1,JNJ
2019-12-30,133.467526232047,2923349,0,JNJ
2019-12-27,133.880880580322,3432681,0,JNJ
2019-12-26,133.954365797794,3019298,0,JNJ
2019-12-24,134.046222319633,4238924,0,JNJ
2019-12-23,134.514690581011,6558748,1,JNJ
2019-12-20,134.165635798023,14482499,1,JNJ
2019-12-19,133.513454492967,9414733,1,JNJ
2019-12-18,131.529353621244,7141074,0,JNJ
2019-12-17,131.869222752049,10720002,1,JNJ
2019-12-16,130.243362315499,5352878,1,JNJ
2019-12-13,129.866750575959,4257188,1,JNJ
2019-12-12,129.830007967223,5011366,1,JNJ
2019-12-11,129.499324488603,6498780,1,JNJ
2019-12-10,128.589944922397,5310334,0,JNJ
2019-12-09,129.058413183776,4240984,1,JNJ
2019-12-06,128.948185357569,6640427,1,JNJ
2019-12-05,128.194961878489,5472944,1,JNJ
2019-12-04,128.029620139179,7257259,1,JNJ
2019-12-03,125.990405354354,6414079,0,JNJ
2019-12-02,126.174118398032,4717081,0,JNJ
2019-11-29,126.293531876422,3278854,0,JNJ
2019-11-27,126.532358833204,5522950,1,JNJ
2019-11-26,125.999591006537,10643924,0,JNJ
2019-11-25,126.008776658721,6111905,1,JNJ
2019-11-22,125.954041795914,9235789,1,JNJ
2019-11-21,124.467078022992,6424067,1,JNJ
2019-11-20,124.010954166268,7594445,1,JNJ
2019-11-19,122.989236727205,5191041,0,JNJ
2019-11-18,122.998359204339,9291804,0,JNJ
2019-11-15,123.098706452819,10495109,1,JNJ
2019-11-14,119.467960553291,4217462,0,JNJ
2019-11-13,119.750757344461,5921189,0,JNJ
2019-11-12,119.823737161537,5228727,0,JNJ
2019-11-11,120.398453221009,4368140,0,JNJ
2019-11-08,121.328945888728,5002928,1,JNJ
2019-11-07,119.896716978613,5873726,1,JNJ
2019-11-06,119.467960553291,5449972,1,JNJ
2019-11-05,118.975346788029,6251180,1,JNJ
2019-11-04,118.802019722474,6139403,0,JNJ
2019-11-01,119.686900004519,5540679,0,JNJ
2019-10-31,120.453188083816,7686593,0,JNJ
2019-10-30,121.182986254576,9625878,1,JNJ
2019-10-29,117.789424760545,4448464,0,JNJ
2019-10-28,117.844159623352,7875903,1,JNJ
2019-10-25,117.086994021189,6946727,1,JNJ
2019-10-24,116.311583464758,12144516,0,JNJ
