Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,gdpr1,gdpr2,cpi,bond20yr,bond30yr,fedfunds,cpir,wpir,unemp,employ,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD
2014-01-31,11.0,1.352,0.34,0.282,0.786,0.247,0.296,0.137,0.767,2.211,2.826,8.257,3.926,1.296,0.133,-0.044,16932.0518,16654.247,2.3529,3.35,3.61,0.07,1.6155,0.9371,6.6,137552.0,37.79333333333333,37.32505929758692,3776.0390804597705,3773.505005280223,81.4193548387096,63.9374095409768,27.44694061012624,5749712826.666039
2014-02-28,11.282,1.313,0.355,0.274,0.765,0.241,0.287,0.152,0.776,2.296,2.914,9.473,3.988,1.266,0.131,-0.038,16932.0518,16654.247,2.3555,3.31,3.59,0.06,1.6155,0.9371,6.7,137707.0,37.85333333333333,37.81752964879346,3823.03908045977,3778.2569058512818,55.5555555555555,62.60027446556909,27.655801797923715,9538024059.88642
2014-03-31,12.012,1.405,0.355,0.274,0.765,0.241,0.287,0.152,0.776,2.296,2.914,9.473,3.988,1.266,0.131,-0.038,16932.0518,16654.247,2.3603,3.31,3.56,0.06,1.6155,0.9371,6.7,137986.0,39.046666666666674,39.40376482439673,4093.9592430858806,3897.6791346684736,100.0,62.720380845425616,27.87188576196524,13906510253.031897
2014-04-30,11.84,1.385,0.355,0.274,0.765,0.241,0.287,0.152,0.776,2.296,2.914,9.473,3.988,1.266,0.131,-0.038,16932.0518,16868.109,2.3647,3.22,3.47,0.09,1.6155,0.9371,6.2,138298.0,39.900000000000006,39.90188241219836,4034.0217755443887,3983.6733663633454,84.2245989304812,100.0,28.144448046725937,9473144625.103811
2014-05-30,8.821784447374379,-9.624017434187962,0.8780449859378479,0.2577798382240994,0.7303155119627687,0.1544580079092323,0.2944965512857726,0.1504224547895402,0.970366525301472,1.9960035284564768,2.4881365081229125,13.285904181033166,3.3409866122661382,0.8883931626432089,0.1441037493935408,-0.0529392802089815,16932.0518,16868.109,2.3692,3.05,3.33,0.08,1.6155,0.9371,6.3,138501.0,40.77666666666667,40.42094120609918,4084.997599039616,4070.992872556628,84.51443569553798,72.64203748430833,28.41475908579142,14466864301.812382
2014-06-30,12.004,2.676,0.379,0.269,0.753,0.222,0.271,0.167,0.785,2.363,2.984,10.214,4.149,1.203,0.132,-0.043,16932.0518,16868.109,2.3723,3.08,3.34,0.09,1.6155,0.9371,6.1,138833.0,41.01333333333333,41.0604706030496,4159.812169312169,4092.943847965391,68.78306878306873,69.69752861107384,28.665863904075596,19746478885.92836
2014-07-31,12.426,2.77,0.379,0.269,0.753,0.222,0.271,0.167,0.785,2.363,2.984,10.214,4.149,1.203,0.132,-0.043,16932.0518,17064.616,2.375,3.07,3.32,0.08,1.6155,0.9371,6.2,139076.0,41.93333333333333,42.1102353015248,4310.6513888888885,4185.153719080225,100.0,70.32187688997593,28.93834662599408,24957013800.51644
2014-08-29,19.217406777928023,8.521678967604625,0.5507781979906681,0.274652915688767,0.7587719772679365,0.1526435954881353,0.2599707217885219,0.0672062415873038,0.4335153225916708,1.893274759460145,2.599431977016928,11.792630219635528,3.4823592664612977,1.4123884486856364,0.1375258972881596,-0.0700697716303641,16932.0518,17064.616,2.3746,2.83,3.09,0.07,1.6155,0.9371,6.1,139258.0,43.43,43.7701176507624,4536.186324786325,4335.549960995794,100.0,100.0,29.2737796934742,30668378620.626
2014-09-30,11.874,10.001,0.42,0.255,0.738,0.202,0.255,0.187,0.92,1.879,2.504,9.869,3.819,1.26,0.132,-0.065,16932.0518,17064.616,2.3748,2.98,3.21,0.07,1.6155,0.9371,5.9,139563.0,44.98333333333333,45.0650588253812,4629.703987730061,4492.180567135092,100.0,100.0,29.59770409960472,36555155417.6566
2014-10-31,12.007,10.129,0.42,0.255,0.738,0.202,0.255,0.187,0.92,1.879,2.504,9.869,3.819,1.26,0.132,-0.065,16932.0518,17141.235,2.3743,2.81,3.07,0.07,1.6155,0.9371,5.7,139805.0,46.24666666666667,46.0075294126906,4687.303473491774,4617.73126200272,100.0,61.75708688106294,29.957150017612623,43288220673.61329
2014-11-28,11.624842711465064,1.828537196700986,0.3628826560332834,0.1539924244616942,0.7939425050998616,0.2275804563658575,0.2398667920416438,0.228041799827621,1.5766071292252897,2.2314897058732583,1.917989140399416,11.009113618170304,3.6223710117827537,1.695572487060072,0.1361893741636755,-0.0687125165127762,16932.0518,17141.235,2.3698,2.62,2.89,0.08,1.6155,0.9371,5.8,140089.0,47.04,46.9087647063453,4775.701069855255,4697.56951035903,100.0,62.65252432790507,30.29740701726037,49839061339.162735
2014-12-31,11.789,7.312,0.434,0.235,0.731,0.217,0.242,0.186,0.849,2.198,2.802,10.529,4.143,1.281,0.128,-0.069,16932.0518,17141.235,2.3625,2.47,2.75,0.06,1.6155,0.9371,5.6,140366.0,47.07,46.679382353172656,4639.701069855255,4700.901871067428,51.601423487544544,27.03627958087438,30.69235887691516,43447936837.642136
2015-01-30,9.727350953418858,47.6285538065932,0.8403524372375715,0.2545982214461692,0.7278605423444824,0.2674804620939351,0.3947169378000635,-0.1648495008778126,0.6285098616174823,1.8341021019672448,2.123713758577169,7.900991588736741,3.564168849747259,0.894952257314621,0.1280863113545225,-0.0062056433678512,17390.2953,17280.647,2.3475,2.04,2.25,0.06,0.1211,-7.2393,5.7,140562.0,44.88666666666666,43.53969117658633,4035.838060856112,4483.746733522207,10.39903264812574,26.831050772396253,31.05971169937686,37963397738.78291
2015-02-27,4.447348561092838,-11.437615569847347,0.0990678885066599,0.1603237847979858,0.722019569325566,0.1539031844723293,0.2007390460594679,-0.0682040150020617,-0.2327771457753467,1.9703486228329712,2.313243763176616,9.59231491315072,3.894820781059375,0.6117577216508853,0.1348992321291922,-0.0688391755495644,17390.2953,17280.647,2.3534,2.38,2.6,0.06,0.1211,-7.2393,5.5,140829.0,43.56666666666666,43.69484558829316,4380.443941109853,4351.99435727374,31.76795580110499,0.0,31.39671746538932,43959272501.42347
2015-03-31,10.209,7.737,0.459,0.222,0.72,0.21,0.228,0.178,0.873,2.06,2.634,10.671,4.127,1.328,0.127,-0.07,17390.2953,17280.647,2.3598,2.31,2.54,0.06,0.1211,-7.2393,5.4,140924.0,41.635,42.17492279414658,4060.26171875,4158.847906905322,27.17605356439545,0.0,31.654783116081536,38735788660.097984
2015-04-30,12.179,9.257,0.459,0.222,0.72,0.21,0.228,0.178,0.873,2.06,2.634,10.671,4.127,1.328,0.127,-0.07,17390.2953,17380.875,2.3622,2.49,2.75,0.08,0.1211,-7.2393,5.4,141202.0,44.38166666666666,45.40746139707329,4859.740976645436,4433.48221216843,78.16131237183869,39.19379004280408,31.905487453759903,44666698979.544495
2015-05-29,7.826815230301634,40.34484613532362,0.6342443989998212,0.2844948815560683,0.7206399558126568,0.1632982187462244,0.4199878553924041,0.1661082066440835,0.6761304916380251,2.3868778955630106,2.812999127198156,12.136113576750876,3.1865558254930098,1.077300263647095,0.1371757729125927,-0.092408240663742,17390.2953,17380.875,2.37,2.63,2.88,0.08,0.1211,-7.2393,5.6,141540.0,45.385,46.133730698536645,4681.740976645436,4533.914557346957,61.612654320987644,67.09012633869509,32.258177704684705,39000208994.15345
2015-06-30,11.152,12.05590073461778,0.485,0.212,0.714,0.203,0.216,0.19,0.916,2.02,2.585,10.461,3.96,1.334,0.128,-0.069,17390.2953,17380.875,2.3766,2.83,3.11,0.08,0.1211,-7.2393,5.3,141695.0,46.55,45.14186534926832,4410.740976645436,4650.740976645436,64.00801603206412,69.99456698727158,32.59111415059101,33925664149.59792
2015-07-31,11.754,9.26408838354827,0.485,0.212,0.714,0.203,0.216,0.19,0.916,2.02,2.585,10.461,3.96,1.334,0.128,-0.069,17390.2953,17437.08,2.3803,2.61,2.92,0.08,0.1211,-7.2393,5.2,141989.0,45.903333333333336,45.92093267463416,4662.243509400179,4584.908487563684,36.221590909090935,67.71495863320592,32.89469186757919,39476735394.48679
2015-08-31,11.969,-1.895368368364772,0.825,0.13,0.705,0.193,0.139,0.258,1.201,1.936,2.501,9.938,3.976,1.25,0.129,-0.097,17390.2953,17437.08,2.3803,2.64,2.95,0.08,0.1211,-7.2393,5.1,142130.0,44.79,44.72046633731708,4347.429228998849,4473.471238348155,30.21327014218012,34.11597390694358,33.184798030227604,34023033811.215862
2015-09-30,12.155,28.310048069315314,0.825,0.13,0.705,0.193,0.139,0.258,1.201,1.936,2.501,9.938,3.976,1.25,0.129,-0.097,17390.2953,17437.08,2.375,2.51,2.87,0.07,0.1211,-7.2393,5.0,142265.0,44.80666666666667,44.46023316865854,4415.429228998849,4475.033989132626,50.39001560062405,34.41615749733202,33.48930206962305,39826183431.86404
2015-10-30,8.612409126530345,-14.16251361127406,0.6796794214783912,0.1473154532961846,0.7748828183522053,0.1652493368980762,0.1803842752712366,0.258771562924013,1.7470339283825118,1.8400096210222203,2.21320261817384,12.905719363110045,3.86353965739733,1.664891917761044,0.1356135345266359,-0.0475594102741445,17390.2953,17462.579,2.3773,2.57,2.93,0.07,0.1211,-7.2393,5.0,142585.0,46.78666666666667,48.55011658432928,5261.288737201366,4674.715731733021,74.14634146341463,40.48888470211814,33.719516028230586,46207345057.20147
2015-11-30,14.807,78.96,0.8,0.138,0.714,0.189,0.138,0.23,1.064,2.036,2.567,9.246,3.972,1.236,0.132,-0.096,17390.2953,17462.579,2.3802,2.63,2.98,0.08,0.1211,-7.2393,5.1,142810.0,50.39666666666667,51.45005829216464,5431.872372372372,5036.196779524195,100.0,72.93146950360935,34.13252570766598,52910351760.824615
2015-12-31,14.996,52.308,0.8,0.138,0.714,0.189,0.138,0.23,1.064,2.036,2.567,9.246,3.972,1.236,0.132,-0.096,17390.2953,17462.579,2.3776,2.67,3.01,0.2,0.1211,-7.2393,5.0,143083.0,54.156666666666666,53.46502914608232,5544.660305343511,5412.60713830575,100.0,100.0,34.549475193512656,59720935783.05975
2016-01-29,13.37434462711051,-31.44706926878703,0.0463431380286212,0.2747184718369822,0.7861438525433445,0.1430487910273482,0.1997911963045319,0.1571843582490684,0.5228860792880381,2.370841963980773,2.4406028543755838,12.096672467008966,3.713864359465554,0.5484165986768604,0.1380326670369104,-0.0239050012358127,17680.2738,17565.465,2.3765,2.36,2.75,0.29,1.2674,-2.6501,4.8,143198.0,54.973333333333336,54.27751457304116,5502.664516129033,5493.065731281639,87.92569659442741,61.73594758303679,34.9954856896424,52070950581.23003
2016-02-29,13.161,-17.987067683114454,0.886,0.133,0.708,0.177,0.134,0.276,1.176,2.157,2.697,8.645,3.925,1.137,0.136,-0.107,17680.2738,17565.465,2.3734,2.19,2.61,0.29,1.2674,-2.6501,4.9,143410.0,53.81666666666667,52.578757286520585,5082.435334872979,5376.586718781841,19.72076788830711,32.480832895414736,35.40337597584955,44600451116.44377
2016-03-31,14.215,0.561545128216375,0.886,0.133,0.708,0.177,0.134,0.276,1.176,2.157,2.697,8.645,3.925,1.137,0.136,-0.107,17680.2738,17565.465,2.3808,2.2,2.61,0.25,1.2674,-2.6501,5.0,143666.0,53.73333333333333,53.90437864326029,5516.531543624161,5367.210464875391,48.60335195530726,27.418828913535947,35.79710845633256,52607547174.90592
2016-04-29,10.578535454375446,-3.829270108876682,0.3643670952746248,0.1931225668185772,0.7224279034751535,0.2161841311643103,0.3658869368547143,0.0015102796694385,1.279715706707302,2.101631469293571,2.7636450004426387,11.846583744545756,3.7800052747555486,1.2321921232722886,0.1368788475874983,-0.0692817375956125,17680.2738,17618.581,2.3899,2.26,2.66,0.3,1.2674,-2.6501,5.1,143856.0,51.99333333333333,51.88718932163015,4981.38344988345,5193.4501094601965,31.24999999999997,30.58510626778792,36.19396628720591,45201500116.87504
2016-05-31,13.152,-20.43442395188232,1.019,0.121,0.7,0.168,0.125,0.307,1.3,2.169,2.698,8.783,3.871,1.099,0.137,-0.119,17680.2738,17618.581,2.3956,2.23,2.64,0.29,1.2674,-2.6501,4.8,143901.0,52.7,52.44359466081507,5293.3490566037735,5263.754683370462,58.25545171339564,35.051800564003884,36.60548696146179,53138416521.90592
2016-06-30,12.613,-4.796200184812381,1.019,0.121,0.7,0.168,0.125,0.307,1.3,2.169,2.698,8.783,3.871,1.099,0.137,-0.119,17680.2738,17618.581,2.4022,1.86,2.3,0.3,1.2674,-2.6501,4.9,144152.0,51.34666666666666,51.806797330407534,5111.500858614768,5128.744455033997,30.32945736434111,0.0,36.93337722223256,44974337744.588165
2016-07-29,12.100626896310064,8.04822353979428,0.4437695629419533,0.2460240478110309,0.7349261503427694,0.2610583981429965,0.0612938262903963,0.2708962051189206,1.658091592344836,2.08992885584433,2.3737731367954917,12.49679311326572,3.3678120699853844,1.3474355283330075,0.1283852156525861,-0.0336836830032962,17680.2738,17724.489,2.401,1.78,2.18,0.3,1.2674,-2.6501,4.8,144515.0,53.61666666666667,54.24339866520377,5662.80983252296,5355.8865825805005,82.52148997134672,33.86060065908738,37.25370967778791,53671503153.95229
2016-08-31,13.436,70.781,0.674,0.197,0.685,0.147,0.215,0.366,1.69,1.908,2.353,10.441,3.892,1.062,0.141,-0.089,17680.2738,17724.489,2.4055,1.9,2.23,0.3,1.2674,-2.6501,4.9,144664.0,55.10333333333333,55.85169933260188,5741.496015002344,5505.2689020466905,77.46305418719213,59.8532755748254,37.65443548423215,62383264782.19142
2016-09-30,13.447,76.485,0.674,0.197,0.685,0.147,0.215,0.366,1.69,1.908,2.353,10.441,3.892,1.062,0.141,-0.089,17680.2738,17724.489,2.4118,1.99,2.32,0.29,1.2674,-2.6501,5.0,144961.0,57.24666666666667,56.72584966630095,5753.936221419976,5719.41402298176,100.0,67.42531021668441,38.07534677454751,71380916765.54683
2016-10-31,13.98,76.702,0.674,0.197,0.685,0.147,0.215,0.366,1.69,1.908,2.353,10.441,3.892,1.062,0.141,-0.089,17680.2738,17812.56,2.4174,2.25,2.58,0.31,1.2674,-2.6501,4.9,145069.0,58.32666666666668,58.32292483315047,5982.345318495113,5825.925851639145,100.0,67.7465908669381,38.477639839056565,80640699653.43102
2016-11-30,12.915,27.664174115318552,0.645,0.202,0.696,0.16,0.227,0.385,1.613,2.234,2.699,10.048,3.83,0.997,0.14,-0.099,17680.2738,17812.56,2.4203,2.73,3.02,0.31,1.2674,-2.6501,4.7,145189.0,59.26,59.29146241657524,6016.412068965517,5917.564536293536,100.0,70.7954388396274,38.93548504227543,90172127636.74376
2016-12-30,9.825201538039533,23.396942499839195,0.370514915686905,0.1759614157911798,0.7720672595138877,0.20520590771976,0.170365321524823,0.3943598058846105,0.807833544303834,1.6021000729261676,2.3871569202532688,11.603871237813358,3.5126051273111463,1.5515734457873778,0.1344290274147436,-0.067230776710009,17680.2738,17812.56,2.4264,2.79,3.06,0.55,1.2674,-2.6501,4.7,145408.0,60.77333333333333,60.71573120828762,6206.766217084136,6068.507868181589,100.0,100.0,39.38497534142992,99837280074.89426
2017-01-31,13.77,0.5939795320447736,0.645,0.202,0.696,0.16,0.227,0.385,1.613,2.234,2.699,10.048,3.83,0.997,0.14,-0.099,18076.6515,17889.094,2.4362,2.78,3.05,0.56,2.1314,4.4122,4.7,145639.0,62.35,62.68286560414381,6458.362688296641,6227.180324782098,100.0,100.0,39.87927583460132,109682227358.86292
2017-02-28,13.371,5.429,0.611,0.212,0.709,0.165,0.249,0.417,1.842,2.051,2.447,10.567,3.785,1.053,0.138,-0.091,18076.6515,17889.094,2.4401,2.7,2.97,0.57,2.1314,4.4122,4.6,145845.0,63.59,63.3314328020719,6389.729957805907,6351.619621062228,86.75889328063228,69.21340461987553,40.399890317909296,99842590244.08704
2017-03-31,13.756,5.588,0.611,0.212,0.709,0.165,0.249,0.417,1.842,2.051,2.447,10.567,3.785,1.053,0.138,-0.091,18076.6515,17889.094,2.4389,2.76,3.02,0.82,2.1314,4.4122,4.4,145975.0,64.83,64.59571640103596,6571.389150943396,6473.160599015315,86.75889328063228,69.28981324861142,40.89669251155111,110045776312.94856
2017-04-28,13.109272485269324,-12.363997383145156,0.3226190674464492,0.1811739933506197,0.7453912928382895,0.1679881216024548,0.2252664297211082,0.2003473282156712,0.9453224875144814,1.7985151499940824,2.237429681373751,10.74402229998532,3.807172410099402,1.0762739840314273,0.1328145920624118,-0.033225532117279,18076.6515,17979.218,2.4419,2.67,2.96,0.83,2.1314,4.4122,4.4,146172.0,66.09999999999998,66.52785820051798,6836.179968701094,6599.099692483465,86.99029126213577,68.32859901547093,41.402558661320086,120541865133.81238
2017-05-31,14.586,1.785,0.567,0.224,0.722,0.167,0.281,0.462,2.047,2.071,2.444,10.926,3.843,1.053,0.138,-0.079,18076.6515,17979.218,2.44,2.6,2.87,0.83,2.1314,4.4122,4.4,146389.0,68.05333333333333,68.183929100259,6975.064606741573,6794.211242128687,100.0,100.0,41.95730748809368,131290578602.6762
2017-06-30,14.373,1.762,0.567,0.224,0.722,0.167,0.281,0.462,2.047,2.071,2.444,10.926,3.843,1.053,0.138,-0.079,18076.6515,17979.218,2.4416,2.61,2.84,1.06,2.1314,4.4122,4.3,146588.0,69.07666666666665,68.55696455012949,6884.934079601991,6898.726218348219,81.39059304703484,100.0,42.53296133833181,120938443714.26236
2017-07-31,15.148,1.858,0.567,0.224,0.722,0.167,0.281,0.462,2.047,2.071,2.444,10.926,3.843,1.053,0.138,-0.079,18076.6515,18127.994,2.4424,2.66,2.89,1.07,2.1314,4.4122,4.3,146772.0,70.49,70.62848227506475,7260.777472527472,7040.258719623678,84.98349834983505,100.0,43.14010211156517,131499281234.6512
2017-08-31,14.577,3.042,0.568,0.236,0.706,0.14,0.29,0.52,2.33,2.061,2.477,11.941,3.694,0.944,0.145,-0.084,18076.6515,18127.994,2.4518,2.47,2.73,1.07,2.1314,4.4122,4.4,146907.0,72.13333333333333,72.69924113753237,7467.198847262248,7204.303466463904,86.51851851851855,100.0,43.76570006933387,142444960344.877
2017-09-29,13.349255013114847,27.641961680185737,0.3565628878648622,0.3052551129768238,0.8037067943027807,0.2712152623183779,0.1810179757624974,0.3064478024369541,0.6510042831916346,1.992087836509388,2.597721483853372,9.791205010596956,3.54664043240252,1.8654559003821127,0.1319226498270423,-0.0725887417123709,18076.6515,18127.994,2.4644,2.63,2.86,1.06,2.1314,4.4122,4.3,146999.0,73.98666666666666,73.59462056876617,7440.444025157231,7389.47344831565,95.42483660130716,100.0,44.38958606794719,131488447760.6709
2017-10-31,16.243,3.384,0.568,0.236,0.706,0.14,0.29,0.52,2.33,2.061,2.477,11.941,3.694,0.944,0.145,-0.084,18076.6515,18310.3,2.4663,2.66,2.88,1.07,2.1314,4.4122,4.2,147147.0,77.47999999999999,78.38731028438309,8313.222520107238,7740.288464175573,97.46376811594202,100.0,45.021194346588246,142672445553.93225
2017-11-30,16.073,1.315,0.456,0.266,0.746,0.176,0.371,0.501,2.127,2.177,2.562,10.816,3.744,1.063,0.136,-0.061,18076.6515,18310.3,2.4728,2.65,2.83,1.07,2.1314,4.4122,4.2,147377.0,80.61333333333333,81.27865514219155,8411.509036144578,8055.05852713635,97.18875502008032,100.0,45.84477045965648,154009755563.08014
2017-12-29,13.462181430811098,-17.880144390485274,0.1331913101681242,0.2440146754003802,0.7522283480230576,0.1996546249934037,0.2847553026823614,0.0915194259026082,1.460285056818824,1.8751286150544864,3.117418084015046,10.0606581639093,3.523473292311515,0.9107160719338268,0.1347385246281908,-0.0961500091042946,18076.6515,18310.3,2.4781,2.58,2.74,1.33,2.1314,4.4122,4.1,147521.0,84.29666666666667,83.40932757109579,8548.654783573485,8424.4621132751,100.0,100.0,46.62907505046335,165536743385.1526
2018-01-31,18.109,1.485,0.456,0.266,0.746,0.176,0.371,0.501,2.127,2.177,2.562,10.816,3.744,1.063,0.136,-0.061,18609.0783,18437.127,2.4886,2.83,2.95,1.34,2.439,4.3487,4.0,147670.0,88.24,89.20966378554789,9495.528813559322,8818.564211092462,100.0,100.0,47.44649154945408,177559051037.43005
2018-02-28,17.199,-12.195652829502585,0.887,0.135,0.746,0.174,0.179,0.511,2.132,2.388,2.806,11.106,3.682,1.001,0.136,-0.118,18609.0783,18437.127,2.4953,3.02,3.13,1.35,2.439,4.3487,4.1,148058.0,91.43999999999998,91.48983189277394,9371.749512036436,9138.64436972308,89.73509933774828,58.25109396973304,48.406561718465,165105877598.10684
2018-03-29,9.171362462969524,20.13343119478369,0.5170370394491368,0.2197086838134122,0.7448225405791166,0.242138590334623,0.2336638890849147,0.1322557636895385,1.0746666829139722,2.180739065619649,2.570703959284085,8.787755270938563,3.4373090065935084,1.5533710124505618,0.135330050488254,-0.0635614598391078,18609.0783,18437.127,2.4958,2.85,2.97,1.67,2.439,4.3487,4.0,148281.0,93.34999999999998,91.37991594638696,9120.74869500373,9329.342340199828,71.68811506434514,65.07030211028054,49.3598304840957,152781100044.87418
2018-04-30,17.116,28.87940359652147,0.887,0.135,0.746,0.174,0.179,0.511,2.132,2.388,2.806,11.106,3.682,1.001,0.136,-0.118,18609.0783,18565.697,2.5023,3.01,3.11,1.69,2.439,4.3487,4.0,148426.0,92.85333333333332,92.44995797319348,9346.041933191187,9279.513380077116,37.56260434056756,67.2756155781535,50.31743387441379,165210715083.10202
2018-05-31,17.469,4.572,0.792,0.149,0.745,0.176,0.197,0.508,2.102,2.48,2.928,11.385,3.644,0.997,0.135,-0.114,18609.0783,18565.697,2.5079,2.91,3.0,1.7,2.439,4.3487,3.8,148755.0,94.54333333333334,95.64497898659674,9877.254841208363,9448.01515646776,75.17378351539227,100.0,51.26908519692551,177994355445.40945
2018-06-29,13.112709758089048,6.976518170410521,0.1700789421945399,0.2203155408300377,0.783776522764297,0.2423395247479241,0.3569312242895041,0.1695232899622906,0.947397253712061,2.169868321591497,2.7781711978036965,12.99596932814896,3.684151438059432,0.7792833465187008,0.1264684749363519,-0.0228780422985001,18609.0783,18565.697,2.5102,2.91,2.98,1.91,2.439,4.3487,4.0,148966.0,96.99,97.12748949329836,9855.235177865612,9692.84398408839,97.051282051282,100.0,52.243503492987,165513672353.99155
2018-07-31,18.712,4.907,0.792,0.149,0.745,0.176,0.197,0.508,2.102,2.48,2.928,11.385,3.644,0.997,0.135,-0.114,18609.0783,18699.748,2.5121,3.03,3.08,1.91,2.439,4.3487,3.8,149022.0,101.17666666666666,101.60374474664918,10603.05614973262,10111.848722935532,98.23348694316434,100.0,53.25243342312726,178124712839.68552
2018-08-31,19.628,3.194,0.779,0.15,0.742,0.18,0.212,0.498,2.129,2.287,2.901,11.75,3.615,0.993,0.133,-0.109,18609.0783,18699.748,2.5166,2.95,3.02,1.91,2.439,4.3487,3.8,149272.0,105.67333333333332,106.9668723733246,11226.73324742268,10561.674858340304,98.35125448028673,100.0,54.41038475466471,191140624896.64395
2018-09-28,9.39942394575867,-15.060677639922636,-0.0316748144508684,0.2728670526547712,0.75501977775412,0.2206775961280143,0.2550736848091467,-0.0177583717388724,-0.0932543012437956,1.990414292178197,2.9840355256062425,11.362014733013648,4.011399592978261,1.6681787094651497,0.1379760934680987,-0.0700938814439359,18609.0783,18699.748,2.5218,3.13,3.19,2.18,2.439,4.3487,3.7,149361.0,110.92666666666666,110.66843618666228,11431.331983805669,11087.040460320322,100.0,100.0,55.57777705957142,204527156096.5652
2018-10-31,18.683,3.037,0.779,0.15,0.742,0.18,0.212,0.498,2.129,2.287,2.901,11.75,3.615,0.993,0.133,-0.109,18609.0783,18733.741,2.5277,3.3,3.39,2.2,2.439,4.3487,3.8,149526.0,111.17,108.73921809333116,10674.770379589298,11110.94520360588,52.302839116719255,51.04287456256579,56.77202151837999,191294735226.7709
2018-11-30,18.874,2.016,0.686,0.164,0.744,0.19,0.22,0.501,2.12,2.487,3.005,11.341,3.654,1.047,0.132,-0.104,18609.0783,18733.741,2.5259,3.19,3.3,2.2,2.439,4.3487,3.8,149622.0,110.69,109.81460904666557,11083.096850861555,11063.066404752177,44.736842105263165,23.32178330085111,57.960181088012384,205096522261.9779
2018-12-31,17.303,1.846,0.686,0.164,0.744,0.19,0.22,0.501,2.12,2.487,3.005,11.341,3.654,1.047,0.132,-0.104,18609.0783,18733.741,2.5277,2.87,3.02,2.4,2.439,4.3487,3.9,149805.0,106.42333333333332,105.69230452333278,10152.771377137711,10636.879535862856,19.465648854961813,0.0,59.04577746625213,191500479295.2396
2019-01-31,17.765,1.898,0.686,0.164,0.744,0.19,0.22,0.501,2.12,2.487,3.005,11.341,3.654,1.047,0.132,-0.104,19036.0523,18835.411,2.5272,2.83,2.99,2.4,1.8129,-1.044,4.0,150114.0,105.63,105.0611522616664,10438.171634121274,10558.013287373517,42.68142681426816,29.67095024933504,60.13326191692709,205347495159.09192
2019-02-28,18.634,0.426,0.394,0.283,0.744,0.196,0.401,0.489,2.002,2.507,3.065,11.736,3.743,1.086,0.132,-0.049,19036.0523,18835.411,2.5332,2.94,3.09,2.4,1.8129,-1.044,3.8,150092.0,106.01,108.5455761308332,11198.171634121274,10596.371548460089,52.88169868554095,56.227796223946505,61.08859667858855,219559363444.0554
2019-03-29,7.867817840426033,18.866640826081,0.2403193498383618,0.2866241496447804,0.7799428537542703,0.1746819161787689,0.2625602256999992,0.1276480548572753,1.276115818640979,1.7910378777339997,2.2484897419292444,14.0833413393343,4.029247259925419,1.214455299864853,0.1396011655934254,-0.1164604209051708,19036.0523,18835.411,2.542,2.63,2.81,2.43,1.8129,-1.044,3.8,150320.0,111.46666666666664,113.2427880654166,11789.884843353091,11142.076037198549,100.0,100.0,62.13162474501678,234078005758.5247
2019-04-30,21.696,0.496,0.394,0.283,0.744,0.196,0.401,0.489,2.002,2.507,3.065,11.736,3.743,1.086,0.132,-0.049,19036.0523,18962.175,2.5521,2.75,2.93,2.45,1.8129,-1.044,3.6,150563.0,120.18999999999998,121.92139403270828,13056.473121984838,12014.843199819734,100.0,100.0,63.30539225011644,248979537431.8214
2019-05-31,19.954,0.41,0.387,0.286,0.747,0.205,0.403,0.474,1.92,2.416,2.972,12.158,3.826,1.132,0.133,-0.049,19036.0523,18962.175,2.5529,2.39,2.58,2.4,1.8129,-1.044,3.7,150630.0,124.07333333333332,122.80069701635416,12363.179441736818,12403.179135691584,72.85209886229897,64.14009571165423,64.66668440511411,234533182207.38672
2019-06-28,10.712922547571733,-14.531926618040943,0.5055435011846747,0.1347156072334843,0.7189621284679036,0.2655179357052123,0.1154524189798911,0.1870897952588553,0.898536854856207,2.1790283093230527,2.4703257294916527,10.9936594810655,3.2327276715233944,0.8603441703948842,0.1329050799267274,-0.1010084746527361,19036.0523,18962.175,2.5516,2.31,2.52,2.4,1.8129,-1.044,3.6,150797.0,129.41333333333333,128.38034850817706,13390.182266009851,12936.611609910504,76.82518419290022,63.77615658691214,65.98635071701183,249255065530.47385
2019-07-31,21.907,0.452,0.387,0.286,0.747,0.205,0.403,0.474,1.92,2.416,2.972,12.158,3.826,1.132,0.133,-0.049,19036.0523,19130.932,2.5569,2.31,2.53,2.4,1.8129,-1.044,3.7,150879.0,131.3033333333333,132.32517425408855,13621.750330833704,13125.037346193458,64.53100973859564,65.88873870110234,67.4346237026716,263713589642.5495
2019-08-30,11.267822014357384,7.898128119683724,0.1357295831486235,0.3653032693962572,0.7428335208152668,0.2038189111666213,0.2718317147643911,0.1487332674149595,0.6418278491817782,1.7573491200099445,2.153650078966717,9.142022118601693,3.8335022477585534,1.568642925295423,0.1371555993740833,-0.0941287396053724,19036.0523,19130.932,2.5606,1.78,1.96,2.13,1.8129,-1.044,3.7,151111.0,136.03,135.09258712704428,13780.750330833704,13597.56097589242,100.0,62.45250050788537,68.91953122861817,278402629315.6488
