Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,SPY,NADQ,gdpr1,gdpr2,cpi,bond20yr,bond30yr,fedfunds,cpir,wpir,unemp,employ,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD
2016-01-29,12.598280002743596,2.712579482099339,2.3914261398146217,0.0991268559434225,0.742922857363933,0.1825877992649446,0.1512229325338697,0.2879704064911914,0.925424547279786,1.047491079107443,2.2513677292072574,2.3851724985492515,3.0351503773951745,-0.1646103406179278,0.117678294013251,-0.0611848886726766,170.0395,18.2794,17680.2738,17565.465,2.3765,2.36,2.75,0.29,1.2674,-2.6501,4.8,143198.0,102.8,102.81035202633092,10435.589652096343,10272.681293716152,100.0,57.94089915465041,80.93864253013128,25186416022.01016
2016-02-29,15.058,1.467,0.53,0.22,0.747,0.167,0.21,0.153,0.875,1.383,2.17,2.181,2.458,2.159,0.132,-0.029,169.8991,18.6597,17680.2738,17565.465,2.3734,2.19,2.61,0.29,1.2674,-2.6501,4.9,143410.0,104.12333333333332,104.01017601316543,10513.541139240506,10404.81587193627,100.0,63.76715461878124,81.41486967952865,27382328863.651814
2016-03-31,15.481,1.509,0.53,0.22,0.747,0.167,0.21,0.153,0.875,1.383,2.17,2.181,2.458,2.159,0.132,-0.029,181.3235,19.646,17680.2738,17565.465,2.3808,2.2,2.61,0.25,1.2674,-2.6501,5.0,143666.0,105.95,106.10508800658272,10813.829842931937,10587.653544756262,100.0,64.93885163875404,81.92497228593808,29636998518.011917
2016-04-29,16.964967969094836,-4.308894782609341,0.2876439205902484,0.1851844518649142,0.743696848053263,0.2030620309295623,0.1476670374430204,0.2027262469479377,1.000189333943882,1.0036932408935744,2.2058466089434754,2.6728398763783137,3.100091262776661,2.4692900394288824,0.1283751702038094,-0.0434480498354159,182.0381,18.2639,17680.2738,17618.581,2.3899,2.26,2.66,0.3,1.2674,-2.6501,5.1,143856.0,108.49666666666668,109.09254400329137,11201.075641915337,10842.815541362592,100.0,100.0,82.47767284021933,31947149790.938168
2016-05-31,17.059,1.26,0.534,0.222,0.747,0.169,0.211,0.176,0.867,1.5,2.483,2.169,2.887,1.9,0.134,-0.02,185.1349,19.5365,17680.2738,17618.581,2.3956,2.23,2.64,0.29,1.2674,-2.6501,4.8,143901.0,110.99,110.89127200164567,11257.970711297072,11090.958732048117,100.0,100.0,83.11191938341494,34200863977.86442
2016-06-30,18.363,1.356,0.534,0.222,0.747,0.169,0.211,0.176,0.867,1.5,2.483,2.169,2.887,1.9,0.134,-0.02,185.7824,19.2338,17680.2738,17618.581,2.4022,1.86,2.3,0.3,1.2674,-2.6501,4.9,144152.0,115.35666666666668,116.09563600082284,12122.150874635568,11527.065742615994,100.0,100.0,83.74968099574664,36618199289.96413
2016-07-29,9.21362815936945,3.8367995260782415,0.3337534052732479,0.1358045612837381,0.7479842311059315,0.188410550890319,0.247475450577176,0.1603219139878121,0.8701725231344504,1.0813251446310723,1.8684955700780637,2.3378277089793347,2.9901126280617585,1.40244673274016,0.1289142665424555,-0.0052014150754109,192.5581,21.0451,17680.2738,17724.489,2.401,1.78,2.18,0.3,1.2674,-2.6501,4.8,144515.0,119.74,120.66281800041142,12515.226861517049,11965.116149149895,100.0,100.0,84.5028873758317,39120490784.56383
2016-08-31,18.179,3.416,0.56,0.212,0.75,0.172,0.201,0.199,0.886,1.638,2.614,2.149,2.913,1.817,0.135,-0.022,192.7887,21.1789,17680.2738,17724.489,2.4055,1.9,2.23,0.3,1.2674,-2.6501,4.9,144664.0,121.95666666666666,120.00140900020573,11925.995,12187.790912050872,68.04123711340208,67.74549850745198,85.33422962831507,36719791054.600845
2016-09-30,17.995,3.381,0.56,0.212,0.75,0.172,0.201,0.199,0.886,1.638,2.614,2.149,2.913,1.817,0.135,-0.022,192.8037,20.181,17680.2738,17724.489,2.4118,1.99,2.32,0.29,1.2674,-2.6501,5.0,144961.0,120.9,119.06570450010284,11800.033500985975,12080.418454167677,35.63009972801453,32.41152096513332,86.14554503574877,34352655193.209724
2016-10-31,17.669,3.32,0.56,0.212,0.75,0.172,0.201,0.199,0.886,1.638,2.614,2.149,2.913,1.817,0.135,-0.022,189.4611,19.1143,17680.2738,17812.56,2.4174,2.25,2.58,0.31,1.2674,-2.6501,4.9,145069.0,117.82,117.52785225005142,11590.24786986832,11772.0921236181,0.0,0.0,86.82203413503379,32008950566.47352
