Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,gdpr1,gdpr2,cpi,bond20yr,bond30yr,fedfunds,cpir,wpir,unemp,employ,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD,MACD,MACD_Signal,MACD_Histo,VWAP,SPY,NDAQ,PC1,PC2
2010-01-08,9.423481456206822,1.3888142236862389,-0.98251432034534,0.0892500072702267,0.7606425388869211,0.1868560888211118,0.0851930352697747,0.1434289406922726,0.661800667960012,0.7955438579566964,1.5868392782344585,2.3010708651444367,2.938196033256129,3.4380036120575217,0.1193021373513651,0.02749062290943,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,62.544285714285714,62.87943991565066,6412.134238310708,6435.1342383107085,68.72909698996654,67.2761285828627,65.42446,242321652.68291044,1.652515615261528,1.462975188938969,0.189540426322559,61.67642245363404,89.0135,5.5946,-3.3981549396024997,1.2721717020943564
2010-01-15,13.345540404047972,-0.5074778462195173,-0.0644257033934594,0.1373196748489666,0.7371399054558075,0.1739231343087672,0.1396376078782805,0.1044430536746028,0.6130443669084649,0.1006332219816033,1.4110012579515254,2.243388796453802,3.1484036878343837,2.5623157529441785,0.1171478224029867,0.0096707735153688,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,62.74571428571429,63.10351459356392,6447.1342383107085,6430.467571644042,63.68932038834952,68.0917405593552,65.4603492,8594516.868256956,1.6418085693787958,1.4987418650269344,0.1430667043518614,61.69380486641481,88.291,5.5753,-3.4028864889139845,1.1243071452468405
2010-01-22,10.423236942805856,-0.4439160028836149,1.0589933143759036,0.1009600284229312,0.7544581631489996,0.1838321558050924,0.1121875147933554,0.1106878533996774,0.7763839691310054,0.658572221509718,1.7192246878832174,2.0082978034517747,3.26303946789138,1.9601830019489943,0.1257795833353331,-0.0368453288527837,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,62.94142857142857,63.11637931442206,6311.801952580196,6390.356809733871,63.19845857418112,59.34504606449387,65.95,294665560.3752181,1.50621976056037,1.5002374441336217,0.0059823164267485,61.70697494071968,84.8492,5.072,-3.4731791818654094,0.7419908783000538
2010-01-29,13.473333758990607,0.0677927426948645,1.2832128850817293,0.0908979279523249,0.7549269425042856,0.1719623512472453,-0.0009109190836647,0.1132157948842837,0.929835776966994,0.1465801093807547,1.652295230281008,2.0960700031027195,2.757575782634265,2.524223682194317,0.1173916333678235,0.0078170718538488,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,63.10714285714285,63.08219540583245,6277.801952580196,6345.579381157033,60.90225563909773,57.97930714812991,65.89280000000001,609115723.8821793,1.3557018076620508,1.4713303168393077,-0.1156285091772566,61.71726595480655,83.4351,4.9752,-3.498914039118605,0.5151113996022756
2010-02-05,9.854398670151776,-0.8686945344602495,0.9148874831813344,0.046810556763237,0.74374218018807,0.1903888535329375,0.0982912004549252,0.1637561883385784,0.845995211394991,0.8048603150717674,1.8717976699777732,2.0442883902441715,3.003184771564037,1.0891024218124334,0.1043012351156923,-0.0032312319178066,15622.033209929772,15469.231583313203,2.182108125423752,4.436626263802669,4.552083805640666,0.2422741605626434,1.6148963192069552,7.810798647105526,9.8006526979977,129839.35048916627,63.36357142857143,63.02323601838813,6255.776223776224,6281.7933763122055,69.15688367129137,57.8961736915048,65.96625600000002,947380895.6320904,1.2047751857883,1.418019290629106,-0.213244104840806,61.72506213807436,82.868,5.1992,-3.494892703515412,0.6522339284743255
2010-02-12,12.5709848945053,-0.6279506985794492,0.9697193160070848,0.1102521448985485,0.7418299843954792,0.174868843640483,0.0710384043695689,0.1618131601949553,0.6997377793981093,0.663479371216413,2.119639345571972,2.0081823731436934,2.5507094540450668,2.596414232234826,0.0987434559316968,-0.0301153752905353,15596.979225833416,15463.981818102364,2.181010622673456,4.434270096250099,4.56422635151527,0.2993218924074166,1.616571549046577,8.112744307567045,9.808626026853725,129781.51471432245,63.53642857142857,62.98280454926972,6261.348056537103,6264.975410964507,64.7560975609756,50.67732125167259,66.04778112000001,603737788.5880616,1.0791799671033149,1.3502514259239478,-0.2710714588206331,61.730259426365336,83.9401,5.0581,-3.51894438810473,0.2210520024934263
2010-02-19,12.14550363824558,0.1702234841551932,0.5356965296512021,0.0771243011199025,0.7465910386831727,0.1653454754394147,0.0599491667799597,0.1430203327509466,0.7988221320551031,0.287124851867876,1.9158534480947385,2.324142504717777,2.8516149049906026,0.3946587130302978,0.1217023938490419,-0.0124910725010317,15595.733978760274,15461.626324701938,2.178785274853269,4.416648227775006,4.558723504388103,0.2922214060338793,1.622254158044604,7.963621533088833,9.81228432859857,129734.44766958152,63.70642857142857,63.09309727603376,6367.473568281938,6294.865949531755,64.58333333333334,49.75312273213061,66.1265367424,262338341.1185009,1.0554323744913887,1.291287615637436,-0.2358552411460472,61.73847065721738,86.3486,5.1521,-3.489217812138945,0.1858703330500271
2010-02-26,13.646800949942625,2.9170161829321435,0.623530385421662,0.0937033939409449,0.7462718808034512,0.1651639406953906,0.0734775476750375,0.1217864094721709,0.8113546428218131,0.3660116012919241,1.8346214877476317,2.444219040831993,2.908327442013901,2.1343770862102778,0.1200192872716375,-0.0668320662182462,15614.444565697371,15459.95668948046,2.175991785234446,4.400205656440575,4.549301917098251,0.232820763725881,1.6292284538418604,7.504376327684824,9.809192573852416,129705.84761913362,63.75571428571429,63.08068430589593,6284.756157635468,6304.525927484836,54.264524103831874,41.75675783573144,66.19266747724801,623643359.4741375,0.9601836067812926,1.2250668138662075,-0.264883207084915,61.74552139911364,86.0379,5.1521,-3.515684620827289,-0.4266414470007239
2010-03-05,12.603729582662448,0.0238024379818051,0.5924696855516245,0.1147559408834563,0.7544592813488868,0.174872885323676,0.1071473291761786,0.1520308475458121,1.1634933196612725,0.3303644075059782,1.953332273609702,2.402926705417812,2.644304855286898,-0.8181138874869824,0.1112778030906505,-0.0424580941799364,15662.025220841126,15479.357836433555,2.1766231702439143,4.367799412651129,4.533027463565703,0.1512584413591159,1.6211846476628,7.116976799607411,9.784106143942848,129844.61807132627,63.837857142857146,63.20859306510981,6388.756157635469,6346.995294517626,56.72514619883043,42.55648352432454,66.26612082679297,305987535.40421635,0.9575792035123384,1.1715692917954337,-0.2139900882830951,61.754093537238326,88.7649,5.5393,-3.46612401367111,-0.3168230717599519
2010-03-12,13.391494741911998,-0.5951369426013822,0.5192386998301715,0.0761628320630018,0.7468623028328816,0.1750014159036242,0.090103793488154,0.0642018268289085,0.4559055994571576,0.6842490135562111,2.001719242432769,2.017024893154791,2.655524907096668,-0.9294153744920032,0.1199219770736694,0.0348649335039901,15690.109000260096,15473.664782568252,2.17440530758445,4.3867024743217495,4.548761429889561,0.0658665838872299,1.6261244746373515,6.613881253887885,9.777529026207109,129852.62368401108,63.825,63.33811398976184,6402.756157635469,6358.756157635468,48.75346260387816,43.140674515584905,66.33104324332884,2670253.000962496,0.9557942242729852,1.128414278290944,-0.172620054017959,61.769299767701085,89.705,5.614,-3.464548609264039,-0.5334753653705866
