Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,SPY,NADQ,gdpr1,gdpr2,cpi,bond20yr,bond30yr,fedfunds,cpir,wpir,unemp,employ,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD
2010-01-08,11.105933146096872,-3.374354921903799,0.0913993226137625,0.3077191281536526,0.5587315825789165,0.1802697295601508,0.0858425816418387,0.0092839739544337,-0.0165384842307328,0.8983256820740748,1.481369123938662,,2.642940085244689,0.4045774460623286,0.0,0.0114646610045272,89.0135,5.5946,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,,87.0,,,,,,-2534559.0062111267
2010-01-15,-10.946524708989068,1.8237801375486309,0.1240582264133685,0.2537226977167427,0.6543029400399539,0.1583533775092351,0.0466231885879698,0.0353027886408567,0.1688841304892516,0.7294608475495072,0.6017347351115307,,2.8519338197817943,1.578059256057367,0.0,0.0173450471739166,88.291,5.5753,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,,86.656,,,,,,14243418.181818074
2010-01-22,-15.665479083332963,2.105921776125433,0.1720133637976012,0.2477340496192291,0.6386492218263031,0.1609503539471835,0.0421004496965925,0.062383921749634,0.3132703985929522,0.7350300572060857,1.637277968728245,,1.3046424632254707,1.8004119227387412,0.0,0.0219506933682093,84.8492,5.072,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,,85.0856,,,,,,45586000.98284577
2010-01-29,8.764709921722789,-0.0485828840011488,0.0730788674139724,0.2553135813182969,0.6381020583456177,0.1766476087882906,0.1285819967065622,-0.0079650859020758,0.0259183344181999,0.7774549533131894,1.3589431703598598,,2.477859616670969,1.016848518200253,0.0,-0.0061414633419435,83.4351,4.9752,15648.991,15456.059,2.1749,4.38,4.51,0.12,1.6366,6.831799999999999,9.8,129790.0,84.475,83.86336,8193.121323529413,,0.0,0.0,80.61,84042243.50927392
2010-02-05,15.514790861263627,-1.51727635413109,0.1936068810322159,0.3211130749577517,0.5575550826216127,0.2016083108991452,-0.0155461767339496,0.0539619442458215,0.2386387174696588,0.6058599338217852,1.0360164117962296,,2.6700170584990115,2.7932437834482595,0.0,-0.0190179775227712,82.868,5.1992,15622.033209929772,15469.231583313203,2.182108125423752,4.436626263802669,4.552083805640666,0.2422741605626434,1.6148963192069552,7.810798647105526,9.8006526979977,129839.35048916627,83.36500000000001,83.342016,8245.76620076239,,9.636363636363669,40.16980759462111,86.18,33677405.23816486
2010-02-12,-24.08951324940141,-2.714628480451874,0.1704526225809782,0.2125908200111673,0.5885731201865949,0.1540984769459697,0.0843293665918482,0.0120389070372878,0.0237462759353115,1.111984960874185,1.4071216785485918,,-0.5687379043404523,1.0143120906918717,0.0,-0.0136297480960689,83.9401,5.0581,15596.979225833416,15463.981818102364,2.181010622673456,4.434270096250099,4.56422635151527,0.2993218924074166,1.616571549046577,8.112744307567045,9.808626026853725,129781.51471432245,83.025,83.9172096,8467.76620076239,8302.217908351397,40.08746355685131,61.29560319674796,86.06720000000001,-363443.5989818275
2010-02-19,-19.29456529700256,-1.9099758782390497,0.1473428407009489,0.2161249152218127,0.6203017680671353,0.1698598199471594,0.0149601761131892,0.297462777694475,0.3556729676251429,0.2239885365068952,1.3566614181068533,,1.782681274031416,2.294435072621213,0.0,0.0163826293564028,86.3486,5.1521,15595.733978760274,15461.626324701938,2.178785274853269,4.416648227775006,4.558723504388103,0.2922214060338793,1.622254158044604,7.963621533088833,9.81228432859857,129734.44766958152,84.045,85.07432576000001,8669.335988414192,8460.956129979657,87.22627737226273,80.26279162504386,87.445,-27889424.95283221
2010-02-26,15.237863273487598,-0.3366531309726908,0.1231716117112575,0.1729553796839536,0.6098922786827934,0.1576651814156522,0.1167874522659523,0.132848456771561,-0.1187880013778647,0.9100725989534172,0.9124570985412642,,1.983877369339891,0.1404545056090016,0.0,-0.0045095586442853,86.0379,5.1521,15614.444565697371,15459.95668948046,2.175991785234446,4.400205656440575,4.549301917098251,0.232820763725881,1.6292284538418604,7.504376327684824,9.809192573852416,129705.84761913362,84.8575,85.156595456,8516.84487534626,8551.315688174282,75.75277337559427,81.25400583198504,87.76,3934905.1572370566
2010-03-05,-17.140001321419035,1.2318759635827876,0.1132092979489234,0.1028388725280322,0.5896978623929459,0.1651933108491123,0.0391666713293974,0.0554412755372042,-0.2060983408105685,0.9720016358835484,0.8908708527457424,,3.063809559330754,0.4201095889605044,0.0,-0.0282532741769238,88.7649,5.5393,15662.025220841126,15479.357836433555,2.1766231702439143,4.367799412651129,4.533027463565703,0.1512584413591159,1.6211846476628,7.116976799607411,9.784106143942848,129844.61807132627,86.345,86.49795727360001,8837.24,8674.473621253484,83.0188679245283,75.89013481002999,88.56,-9920776.782100476
2010-03-12,30.854032581239835,1.0944403709495591,0.1346052336290398,0.1873669525410442,0.6555245343892507,0.121557698550464,0.0348380069042209,-0.0491800241968049,0.1620105133834416,1.1386139275453684,1.8298670712968188,,2.819277031327988,1.2452147238663815,0.0,-0.0094199660205095,89.705,5.614,15690.109000260096,15473.664782568252,2.17440530758445,4.3867024743217495,4.548761429889561,0.0658665838872299,1.6261244746373515,6.613881253887885,9.777529026207109,129852.62368401108,88.4625,89.19877436416002,9316.532861476238,8890.205912274167,86.73026886383347,81.74625782652504,93.63,15083560.773146894
