Date,open,high,low,close,adjusted_close,volume,dividend_amount
2007-01-05,3678.0000,3686.0000,3563.0000,3578.0000,71.5600,67700,0.0000
2007-01-12,3591.0000,3673.9000,3575.0000,3667.8000,73.3560,63500,0.0000
2007-01-19,3674.0000,3681.9000,3616.0100,3656.0000,73.1200,49300,0.0000
2007-01-26,3665.0000,3667.0000,3541.1000,3545.5000,70.9100,80600,0.0000
2007-02-02,3552.6600,3690.0000,3551.0000,3632.0000,72.6400,83000,0.0000
2007-02-09,3620.0000,3641.5000,3601.0000,3635.0000,72.7000,65100,0.0000
2007-02-16,3647.0000,3647.9900,3552.0000,3620.0000,72.4000,77500,0.0000
2007-02-23,3620.0000,3647.5000,3547.0000,3562.0000,71.2400,49100,0.0000
2007-03-02,3573.0000,3590.0000,3460.0000,3561.9000,71.2380,139700,0.0000
2007-03-09,3550.0000,3657.9000,3525.0000,3646.0000,72.9200,56300,0.0000
2007-03-16,3654.0000,3654.0000,3520.0100,3532.0000,70.6400,62700,0.0000
2007-03-23,3536.0000,3649.0000,3536.0000,3600.5000,72.0100,65000,0.0000
2007-03-30,3613.0000,3640.0000,3570.5000,3640.0000,72.8000,49100,0.0000
2007-04-05,3610.0000,3639.5000,3586.0000,3626.0000,72.5200,32600,0.0000
2007-04-13,3633.0000,3667.0000,3621.0000,3659.8200,73.1964,46500,0.0000
2007-04-20,3658.0000,3667.3200,3622.5200,3628.0000,72.5600,63500,0.0000
2007-04-27,3630.0000,3652.5000,3605.0000,3629.5000,72.5900,59600,0.0000
2007-05-04,3642.0000,3650.0000,3594.0000,3631.0000,72.6200,56800,0.0000
2007-05-11,3654.0000,3679.5000,3612.0000,3668.0000,73.3600,79500,0.0000
2007-05-18,3655.0000,3663.0000,3590.0000,3604.3000,72.0860,73900,0.0000
2007-05-25,3610.0000,3660.0000,3604.5000,3660.0000,73.2000,55800,0.0000
2007-06-01,3649.0000,3650.0000,3618.0000,3635.0000,72.7000,42000,0.0000
2007-06-08,3631.0000,3649.0000,3602.0000,3612.0000,72.2400,71000,0.0000
2007-06-15,3612.0000,3634.9000,3612.0000,3621.9500,72.4390,48400,0.0000
2007-06-22,3625.0000,3633.0000,3565.0000,3578.0000,71.5600,57000,0.0000
2007-06-29,3565.0000,3607.0000,3538.0000,3605.0000,72.1000,44000,0.0000
2007-07-06,3615.0000,3704.9000,3605.5000,3704.9000,74.0980,32500,0.0000
2007-07-13,3712.0000,3723.0000,3657.1000,3677.5000,73.5500,46300,0.0000
2007-07-20,3681.0000,3682.0000,3627.0000,3642.5000,72.8500,58200,0.0000
2007-07-27,3642.0000,3652.9900,3558.0000,3615.0000,72.3000,80300,0.0000
2007-08-03,3634.0000,3635.0000,3580.0000,3599.0000,71.9800,62100,0.0000
2007-08-10,3629.0000,3714.0000,3590.0000,3625.0000,72.5000,113400,0.0000
2007-08-17,3645.0000,3950.0000,3608.0000,3948.0000,78.9600,102800,0.0000
2007-08-24,3965.0000,3999.9000,3885.0000,3995.0000,79.9000,86300,0.0000
2007-08-31,3999.7500,3999.9700,3890.0000,3890.0000,77.8000,78800,0.0000
2007-09-07,3898.0000,4000.0000,3897.0000,3979.5000,79.5900,46800,0.0000
2007-09-14,3984.0000,3998.0000,3920.0000,3995.9500,79.9190,56400,0.0000
2007-09-21,3994.8500,3994.8500,3890.0000,3890.0000,77.8000,89700,0.0000
2007-09-28,3891.0000,3965.0000,3881.0000,3952.0000,79.0400,83100,0.0000
2007-10-05,3968.0000,4029.0000,3949.0000,4029.0000,80.5800,81200,0.0000
2007-10-12,4029.0000,4290.0000,4024.0000,4233.9000,84.6780,108500,0.0000
