Date,Pos_lag1,Pos_lag2,Pos_lag3,Pos_lag4,Pos_lag5,Neg_lag1,Neg_lag2,Neg_lag3,Neg_lag4,Neg_lag5,Neu_lag1,Neu_lag2,Neu_lag3,Neu_lag4,Neu_lag5
2010-05-14,-0.7141728,-0.8177501,-0.30756977,-0.7605521,-0.012592137,0.563492,0.8328678,-0.41776976,0.502249,0.09370456,0.42139864,0.4695195,1.2971098,0.8764547,0.074940234
2010-05-21,-0.72587943,-0.7517906,-1.0356785,-0.6395688,-0.09188112,0.8134548,0.68010294,0.9937328,0.34675857,0.1438142,0.4588306,0.6400861,0.93212736,0.76840067,-0.035851642
2010-05-28,-0.68251693,-0.29700857,-0.8953275,-0.8036609,-1.3520385,0.31763774,-0.0046356143,0.5155455,0.28030184,2.2529824,0.98102176,0.6605633,0.9222646,1.1441607,-0.34340766
2010-06-04,-0.7960215,-1.1354563,-0.51578856,-0.46040702,-0.8587057,0.36103296,1.376335,0.23513398,0.0720623,0.43086046,0.90471804,0.6732002,0.56718624,0.8174136,1.1055126
2010-06-11,-0.3747905,-0.4467824,-0.7487277,-1.3901798,-1.4639474,0.41326165,-0.28496408,0.3252595,1.4577006,1.835778,0.10372834,1.0686461,1.0404971,0.7013324,0.74348265
2010-06-18,-1.2013355,-0.099705346,-0.71208435,-0.5779349,-0.92873114,1.0500549,-0.46945274,0.9067085,0.31505466,0.2363867,0.9669689,0.74856895,0.320194,0.7569542,1.3324938
2010-06-25,-0.86269337,-0.59895927,-0.59042615,-0.82736635,-0.86619985,0.8605481,0.25208515,0.56365603,0.80758154,-0.13949545,0.59457093,0.87453073,0.515244,0.7100878,1.8401009
2010-07-02,-0.40885472,-1.2251346,-0.7879455,-0.70645803,-0.62601423,0.16693689,1.2696135,0.43034825,0.22685717,0.33050343,0.7007843,0.70294565,0.89246,1.1403836,0.7635477
2010-07-09,-0.93981296,-0.652406,-0.6295204,-0.69835174,-1.0554128,0.48066112,0.15117817,0.1688074,0.17715101,0.67070735,1.1406304,0.9701294,1.1036509,1.1052556,1.168192
2010-07-16,-0.8350848,-0.767448,-0.781575,-1.020696,-1.1089636,1.3281598,0.45705813,0.2724682,0.4488093,1.0261059,-0.20950781,0.95412797,1.2329293,1.2510839,0.8173507
2010-07-23,-0.704205,-0.6480574,-1.116982,-0.51667976,-1.4516488,0.77482736,-0.20162764,0.27072588,-0.16416498,2.2260053,0.42950076,1.4419942,1.6397341,1.1786112,-0.067616016
2010-07-30,-1.0387261,-1.1032685,-0.52363926,-0.9573733,-0.9460495,0.80790067,1.2684985,0.3023064,1.2071099,0.74693,1.086417,0.51653886,0.56714034,-0.011328598,1.0044783
2010-08-06,-0.11800431,-0.7228109,-1.3721,-1.0503931,-0.43482375,-0.10372783,0.7414031,1.039246,1.1160715,-0.44899338,0.51027894,0.48653182,1.314913,0.64709854,1.3187703
2010-08-13,-0.3685177,-1.019407,-0.8895029,-1.076645,-1.1599803,0.21098322,0.5366752,1.1336151,1.0909547,0.0077591413,0.41531292,1.0745729,0.1885698,0.7248853,1.9899201
2010-08-20,-0.62744,-0.7957946,-1.0430219,-0.49548173,-0.90195453,0.51970875,0.17664126,0.88928777,0.16256441,0.95492357,0.6984524,1.1455562,0.8912778,0.7418265,0.3512781
2010-08-27,-0.6265285,-0.3434873,-1.0829911,-0.6097185,-1.2083874,-0.30701017,0.10309306,1.812779,0.19522738,1.6493218,1.4845145,0.48247242,0.37162614,0.9839199,0.5507584
2010-09-03,-0.45564532,-0.1360568,-0.5991646,-0.4772892,0.0128613515,0.03439073,-0.93361527,0.6817811,-0.14275236,-0.588583,0.8502109,1.5228096,0.24379034,1.0816221,0.96385765
2010-09-10,-0.790465,-0.85410005,-0.2458019,-0.21910226,-1.0598263,0.42183957,0.43505868,-0.55685544,-0.41108707,1.4036344,0.95825344,1.0217986,0.977462,0.8993985,0.30809385
2010-09-17,-0.854803,-0.8274952,-0.431424,-0.6722346,-0.44894788,0.9286235,0.96492374,0.28031707,0.21029836,0.15684989,0.533806,0.32501644,0.28027922,1.0014032,0.594223
2010-09-24,-0.9057911,-0.30932438,-1.0834347,-1.312124,-0.9950969,0.7029268,0.20496854,0.7274484,1.1490207,0.53558725,0.86777604,0.5390876,1.0178474,0.84190226,1.0853549
2010-10-01,-0.87930286,-1.2247063,-1.215573,-1.2069,-0.8515643,1.1747046,0.8334673,1.1413198,0.98985225,0.5516497,0.30897006,1.2166238,0.90617234,1.0885501,0.9449467
