Date,gdpr1,gdpr2,cpi,bond20yr,bond30yr,fedfunds,cpir,wpir,unemp,employ
2013-03-28,16548.457456317035,16435.69674515273,2.322817275322921,2.7545060152114913,3.14811144092286,0.11864733316533368,1.4802258759867573,0.6368152939515169,7.476606326474026,135688.14603477623
2013-04-05,16572.67262962784,16451.93447515111,2.31925909617864,2.554411018149131,2.979138417106652,0.13829052638141412,1.473738037012419,0.6799420843839781,7.555452320266374,135865.63016395012
2013-04-12,16565.397513494456,16454.531692117216,2.3189840816425207,2.5449290260521193,2.9633141173956323,0.14637303770069557,1.4740749884622053,0.6633506577911303,7.563762269483962,135870.53078009858
2013-04-19,16558.22259388029,16459.74996820578,2.3184912942750118,2.518302123726941,2.9234241063396813,0.14551298164413662,1.4703101009092445,0.634628548380939,7.582033550201761,135874.31632579508
2013-04-26,16552.016061435395,16465.71970753656,2.31784128978425,2.4807272391298323,2.8654080973683467,0.13779874585873464,1.4646738069158467,0.602590708757586,7.6056525998450075,135876.31270850968
2013-05-03,16572.57299606475,16500.34967237404,2.3193593093566847,3.0031215892409553,3.409023946057953,0.08935997160399224,1.4475519490444764,0.6042697104254613,7.486327630069499,136085.5704683083
2013-05-10,16567.322080024573,16493.814202161535,2.3189764391050978,2.9746924898372473,3.3540884126202113,0.08494287847470215,1.4504468388060365,0.6011610753493689,7.4975537530884635,136086.69241250947
2013-05-17,16560.777881556318,16480.905471880862,2.318838128480794,2.9570960391012355,3.3165731314894997,0.08583305948610699,1.457368276878287,0.6055587047958783,7.501305638924117,136088.7680130865
2013-05-24,16552.86159772408,16463.308801146315,2.318908242421065,2.9498257478143675,3.299581711304762,0.09030090710264427,1.466549355794706,0.6099071402368486,7.499832181169605,136091.12118833594
2013-05-31,16544.30376070689,16444.344514098164,2.3190915080120535,2.9505979850266932,3.3024981080494324,0.09500766314581786,1.4754631895620731,0.6065786776955636,7.49666224000033,136092.36162315117
2013-06-07,16557.615127262692,16450.145429228272,2.3247590174536708,3.2015024866404955,3.4521695455736494,0.09284905080386241,1.473430951804451,0.6845857493521094,7.480965555802586,136290.52204975078
2013-06-14,16554.30586122261,16450.873860175972,2.3246970673450997,3.2104834899694024,3.4856169488435826,0.08353450156018065,1.4713825495180364,0.6488516752120661,7.488257098463952,136281.7225233796
2013-06-21,16553.35634528421,16462.408156248766,2.32452370088179,3.219063425894054,3.5167837999495375,0.07140797171832583,1.4666219511054874,0.6134750915874064,7.498700272426928,136270.3882747713
2013-06-28,16553.45632880335,16483.427422172077,2.3243258965924225,3.2265927094390974,3.5406934013563602,0.06049572796495009,1.4615353217340818,0.5868083548023082,7.509701919861348,136258.53501535035
2013-07-05,16577.228310673032,16516.19353155937,2.32789740798241,3.348705766469042,3.6726514677244237,0.05848278701115288,1.4484211312471902,0.5578582757258959,7.301405853337272,136399.54734371675
2013-07-12,16573.826382687454,16545.14979311345,2.327974435069653,3.3515284501669753,3.6742923219459462,0.06066176220629866,1.449443694063463,0.5620386020080269,7.305953329980261,136392.80333823423
2013-07-19,16566.84584389273,16571.23229171455,2.3282865647544795,3.3500547877443942,3.664795431759473,0.07058797695346028,1.4547717176564334,0.579282672368728,7.3057106636557165,136390.0309156457
2013-07-26,16556.67217561303,16590.699227026955,2.328816159217622,3.343107711784062,3.6464661111869603,0.08543736356649119,1.4632619086602223,0.6029136316162127,7.3016266545494934,136390.49588636513
2013-08-02,16561.140414505946,16632.506891163313,2.333130567717969,3.5142962707544934,3.742403192049522,0.10132255784407601,1.4700267110082637,0.6477300649085326,7.203960836702632,136649.40250180283
2013-08-09,16553.64339643054,16626.404383980527,2.333748889782274,3.4946152651933033,3.720874199197952,0.10276100217984215,1.4738546166886475,0.6496578272028576,7.200463267440419,136648.36195373433
2013-08-16,16550.675923722018,16615.02470505503,2.334215258300686,3.4763639534080863,3.7059550582369263,0.09451717173062746,1.4731336339892949,0.6396449117483772,7.199395234690122,136644.36997172487
2013-08-23,16551.882695629876,16601.21264157458,2.334511984155583,3.463363856183862,3.6997518860219976,0.07868400793403522,1.4687178997740753,0.6205554569576771,7.199815999318011,136638.15105496353
2013-08-30,16555.2638853382,16587.576462960158,2.334673668589717,3.458550213093728,3.7026250808753347,0.059833849394074975,1.4628011272320305,0.5965321380683817,7.199803612886415,136631.52972729085
2013-09-06,16582.177313288154,16597.814658185533,2.335034005406175,3.3631148572927834,3.650949249491869,0.04056489125525317,1.4468972882194424,0.6742601330319241,7.238114064866944,136802.55100548686
2013-09-13,16575.27579145616,16593.489148309985,2.3351580312961073,3.3809319114459853,3.667742031374996,0.04119911004945511,1.4508972191867,0.6502582329957363,7.2264734567437525,136806.02762414256
