gvkey,permno,adate,qdate,public_date,pcf,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,staff_sale,accrual,PEG_trailing,TICKER
170617,13407,12/31/2012,09/30/2013,01/31/2014,33.666,0.000,0.152,0.896,0.210,0.083,0.110,0.244,9.255,10.596,,12.329,0.685,0.190,0.000,-0.171,,FB
170617,13407,12/31/2013,12/31/2013,02/28/2014,32.262,0.000,0.191,0.904,0.238,0.110,0.015,0.157,10.408,11.882,,9.947,0.658,0.180,0.000,-0.165,,FB
170617,13407,12/31/2013,12/31/2013,03/31/2014,28.408,0.000,0.191,0.904,0.238,0.110,0.015,0.157,10.408,11.882,,9.947,0.658,0.180,0.000,-0.165,,FB
170617,13407,12/31/2013,12/31/2013,04/30/2014,28.230,0.000,0.191,0.904,0.238,0.110,0.015,0.157,10.408,11.882,,9.947,0.658,0.180,0.000,-0.165,,FB
170617,13407,12/31/2013,03/31/2014,05/31/2014,26.358,0.000,0.216,0.911,0.291,0.146,0.043,0.173,10.392,11.688,,12.030,0.794,0.177,0.000,-0.173,,FB
170617,13407,12/31/2013,03/31/2014,06/30/2014,28.290,0.000,0.216,0.911,0.291,0.146,0.043,0.173,10.392,11.688,,12.030,0.794,0.177,0.000,-0.173,,FB
170617,13407,12/31/2013,03/31/2014,07/31/2014,30.575,0.000,0.216,0.911,0.291,0.146,0.043,0.173,10.392,11.688,,12.030,0.794,0.177,0.000,-0.173,,FB
170617,13407,12/31/2013,06/30/2014,08/31/2014,31.364,0.000,0.238,0.916,0.321,0.165,0.013,0.142,10.925,12.281,,9.503,0.819,0.172,0.000,-0.137,,FB
170617,13407,12/31/2013,06/30/2014,09/30/2014,33.609,0.000,0.238,0.916,0.321,0.165,0.013,0.142,10.925,12.281,,9.503,0.819,0.172,0.000,-0.137,,FB
170617,13407,12/31/2013,06/30/2014,10/31/2014,34.694,0.000,0.238,0.916,0.321,0.165,0.013,0.142,10.925,12.281,,9.503,0.819,0.172,0.000,-0.137,,FB
170617,13407,12/31/2013,09/30/2014,11/30/2014,33.849,0.000,0.247,0.917,0.335,0.174,0.010,0.141,11.403,12.825,,8.521,0.826,0.175,0.000,-0.121,,FB
170617,13407,12/31/2013,09/30/2014,12/31/2014,33.944,0.000,0.247,0.917,0.335,0.174,0.010,0.141,11.403,12.825,,8.521,0.826,0.175,0.000,-0.121,,FB
170617,13407,12/31/2013,09/30/2014,01/31/2015,33.254,0.000,0.247,0.917,0.335,0.174,0.010,0.141,11.403,12.825,,8.521,0.826,0.175,0.000,-0.121,,FB
170617,13407,12/31/2014,12/31/2014,02/28/2015,32.363,0.000,0.236,0.924,0.214,0.112,0.003,0.113,7.864,9.600,,7.186,1.018,0.214,0.000,-0.087,,FB
170617,13407,12/31/2014,12/31/2014,03/31/2015,33.851,0.000,0.236,0.924,0.214,0.112,0.003,0.113,7.864,9.600,,7.186,1.018,0.214,0.000,-0.087,,FB
170617,13407,12/31/2014,12/31/2014,04/30/2015,32.462,0.000,0.236,0.924,0.214,0.112,0.003,0.113,7.864,9.600,,7.186,1.018,0.214,0.000,-0.087,,FB
170617,13407,12/31/2014,03/31/2015,05/31/2015,30.329,0.000,0.208,0.932,0.242,0.120,0.005,0.123,9.224,10.742,,6.480,0.987,0.242,0.000,-0.105,0.063,FB
170617,13407,12/31/2014,03/31/2015,06/30/2015,32.805,0.000,0.208,0.932,0.242,0.120,0.005,0.123,9.224,10.742,,6.480,0.987,0.242,0.000,-0.105,0.068,FB
170617,13407,12/31/2014,03/31/2015,07/31/2015,36.178,0.000,0.208,0.932,0.242,0.120,0.005,0.123,9.224,10.742,,6.480,0.987,0.242,0.000,-0.105,0.117,FB
170617,13407,12/31/2014,06/30/2015,08/31/2015,31.522,0.000,0.187,0.938,0.202,0.096,0.003,0.121,8.272,9.823,,6.433,1.056,0.270,0.000,-0.107,0.938,FB
170617,13407,12/31/2014,06/30/2015,09/30/2015,31.677,0.000,0.187,0.938,0.202,0.096,0.003,0.121,8.272,9.823,,6.433,1.056,0.270,0.000,-0.107,0.943,FB
170617,13407,12/31/2014,06/30/2015,10/31/2015,35.930,0.000,0.187,0.938,0.202,0.096,0.003,0.121,8.272,9.823,,6.433,1.056,0.270,0.000,-0.107,1.070,FB
170617,13407,12/31/2014,09/30/2015,11/30/2015,32.178,0.000,0.177,0.946,0.177,0.084,0.003,0.119,7.829,9.464,,5.801,1.101,0.289,0.000,-0.115,0.902,FB
170617,13407,12/31/2014,09/30/2015,12/31/2015,32.656,0.000,0.177,0.946,0.177,0.084,0.003,0.119,7.829,9.464,,5.801,1.101,0.289,0.000,-0.115,0.906,FB
170617,13407,12/31/2014,09/30/2015,01/31/2016,35.012,0.000,0.177,0.946,0.177,0.084,0.003,0.119,7.829,9.464,,5.801,1.101,0.289,0.000,-0.115,0.971,FB
170617,13407,12/31/2015,12/31/2015,02/29/2016,28.535,0.000,0.206,0.949,0.184,0.091,0.002,0.117,9.576,11.248,,4.930,0.909,0.269,0.000,-0.110,0.083,FB
170617,13407,12/31/2015,12/31/2015,03/31/2016,30.665,0.000,0.206,0.949,0.184,0.091,0.002,0.117,9.576,11.248,,4.930,0.909,0.269,0.000,-0.110,0.088,FB
170617,13407,12/31/2015,12/31/2015,04/30/2016,31.612,0.000,0.206,0.949,0.184,0.091,0.002,0.117,9.576,11.248,,4.930,0.909,0.269,0.000,-0.110,0.091,FB
170617,13407,12/31/2015,03/31/2016,05/31/2016,27.795,0.000,0.249,0.949,0.207,0.121,0.002,0.115,9.317,11.010,,6.389,1.066,0.258,0.000,-0.106,0.084,FB
170617,13407,12/31/2015,03/31/2016,06/30/2016,26.783,0.000,0.249,0.949,0.207,0.121,0.002,0.115,9.317,11.010,,6.389,1.066,0.258,0.000,-0.106,0.081,FB
170617,13407,12/31/2015,03/31/2016,07/31/2016,29.135,0.000,0.249,0.949,0.207,0.121,0.002,0.115,9.317,11.010,,6.389,1.066,0.258,0.000,-0.106,0.087,FB
170617,13407,12/31/2015,06/30/2016,08/31/2016,26.158,0.000,0.292,0.949,0.230,0.150,0.001,0.112,10.105,11.841,,7.263,1.057,0.244,0.000,-0.095,0.391,FB
170617,13407,12/31/2015,06/30/2016,09/30/2016,26.696,0.000,0.292,0.949,0.230,0.150,0.001,0.112,10.105,11.841,,7.263,1.057,0.244,0.000,-0.095,0.398,FB
170617,13407,12/31/2015,06/30/2016,10/31/2016,27.377,0.000,0.292,0.949,0.230,0.150,0.001,0.112,10.105,11.841,,7.263,1.057,0.244,0.000,-0.095,0.406,FB
170617,13407,12/31/2015,09/30/2016,11/30/2016,22.026,0.000,0.333,0.948,0.252,0.179,0.001,0.107,10.362,12.038,,7.042,1.047,0.230,0.000,-0.083,0.383,FB
170617,13407,12/31/2015,09/30/2016,12/31/2016,21.520,0.000,0.333,0.948,0.252,0.179,0.001,0.107,10.362,12.038,,7.042,1.047,0.230,0.000,-0.083,0.372,FB
170617,13407,12/31/2015,09/30/2016,01/31/2017,24.388,0.000,0.333,0.948,0.252,0.179,0.001,0.107,10.362,12.038,,7.042,1.047,0.230,0.000,-0.083,0.422,FB
170617,13407,12/31/2016,12/31/2016,02/28/2017,19.817,0.000,0.370,0.948,0.259,0.197,0.002,0.097,10.243,11.966,,5.815,0.877,0.214,0.000,-0.103,0.430,FB
170617,13407,12/31/2016,12/31/2016,03/31/2017,20.850,0.000,0.370,0.948,0.259,0.197,0.002,0.097,10.243,11.966,,5.815,0.877,0.214,0.000,-0.103,0.450,FB
170617,13407,12/31/2016,12/31/2016,04/30/2017,22.054,0.000,0.370,0.948,0.259,0.197,0.002,0.097,10.243,11.966,,5.815,0.877,0.214,0.000,-0.103,0.476,FB
170617,13407,12/31/2016,03/31/2017,05/31/2017,19.698,0.000,0.381,0.946,0.281,0.219,0.001,0.103,10.481,12.128,,7.652,1.026,0.212,0.000,-0.110,0.495,FB
170617,13407,12/31/2016,03/31/2017,06/30/2017,19.671,0.000,0.381,0.946,0.281,0.219,0.001,0.103,10.481,12.128,,7.652,1.026,0.212,0.000,-0.110,0.493,FB
170617,13407,12/31/2016,03/31/2017,07/31/2017,22.063,0.000,0.381,0.946,0.281,0.219,0.001,0.103,10.481,12.128,,7.652,1.026,0.212,0.000,-0.110,0.553,FB
170617,13407,12/31/2016,06/30/2017,08/31/2017,20.036,0.000,0.397,0.945,0.291,0.233,0.001,0.104,10.531,12.163,,6.916,1.015,0.207,0.000,-0.111,0.492,FB
170617,13407,12/31/2016,06/30/2017,09/30/2017,20.031,0.000,0.397,0.945,0.291,0.233,0.001,0.104,10.531,12.163,,6.916,1.015,0.207,0.000,-0.111,0.489,FB
170617,13407,12/31/2016,06/30/2017,10/31/2017,21.106,0.000,0.397,0.945,0.291,0.233,0.001,0.104,10.531,12.163,,6.916,1.015,0.207,0.000,-0.111,0.515,FB
170617,13407,12/31/2016,09/30/2017,11/30/2017,18.455,0.000,0.417,0.942,0.304,0.252,0.002,0.106,10.907,12.585,,7.148,1.014,0.202,0.000,-0.111,0.397,FB
170617,13407,12/31/2016,09/30/2017,12/31/2017,18.475,0.000,0.417,0.942,0.304,0.252,0.002,0.106,10.907,12.585,,7.148,1.014,0.202,0.000,-0.111,0.396,FB
170617,13407,12/31/2016,09/30/2017,01/31/2018,19.558,0.000,0.417,0.942,0.304,0.252,0.002,0.106,10.907,12.585,,7.148,1.014,0.202,0.000,-0.111,0.419,FB
170617,13407,12/31/2017,12/31/2017,02/28/2018,17.643,0.000,0.392,0.940,0.312,0.239,0.001,0.137,11.098,12.916,,7.132,0.907,0.191,0.000,-0.111,0.410,FB
170617,13407,12/31/2017,12/31/2017,03/31/2018,15.876,0.000,0.392,0.940,0.312,0.239,0.001,0.137,11.098,12.916,,7.132,0.907,0.191,0.000,-0.111,0.367,FB
170617,13407,12/31/2017,12/31/2017,04/30/2018,17.037,0.000,0.392,0.940,0.312,0.239,0.001,0.137,11.098,12.916,,7.132,0.907,0.191,0.000,-0.111,0.395,FB
170617,13407,12/31/2017,03/31/2018,05/31/2018,17.026,0.000,0.401,0.935,0.335,0.260,0.001,0.127,10.309,11.896,,6.954,1.058,0.183,0.000,-0.116,0.381,FB
170617,13407,12/31/2017,03/31/2018,06/30/2018,17.355,0.000,0.401,0.935,0.335,0.260,0.001,0.127,10.309,11.896,,6.954,1.058,0.183,0.000,-0.116,0.386,FB
170617,13407,12/31/2017,03/31/2018,07/31/2018,15.405,0.000,0.401,0.935,0.335,0.260,0.001,0.127,10.309,11.896,,6.954,1.058,0.183,0.000,-0.116,0.343,FB
170617,13407,12/31/2017,06/30/2018,08/31/2018,15.160,0.000,0.393,0.926,0.336,0.263,0.001,0.133,9.887,11.474,,8.095,1.101,0.181,0.000,-0.107,0.299,FB
170617,13407,12/31/2017,06/30/2018,09/30/2018,14.131,0.000,0.393,0.926,0.336,0.263,0.001,0.133,9.887,11.474,,8.095,1.101,0.181,0.000,-0.107,0.280,FB
170617,13407,12/31/2017,06/30/2018,10/31/2018,13.044,0.000,0.393,0.926,0.336,0.263,0.001,0.133,9.887,11.474,,8.095,1.101,0.181,0.000,-0.107,0.259,FB
170617,13407,12/31/2017,09/30/2018,11/30/2018,11.519,0.000,0.376,0.919,0.331,0.258,0.001,0.143,8.917,10.431,,8.531,1.160,0.180,0.000,-0.113,0.216,FB
170617,13407,12/31/2017,09/30/2018,12/31/2018,10.739,0.000,0.376,0.919,0.331,0.258,0.001,0.143,8.917,10.431,,8.531,1.160,0.180,0.000,-0.113,0.202,FB
170617,13407,12/31/2017,09/30/2018,01/31/2019,13.559,0.000,0.376,0.919,0.331,0.258,0.001,0.143,8.917,10.431,,8.531,1.160,0.180,0.000,-0.113,0.256,FB
170617,13407,12/31/2018,12/31/2018,02/28/2019,13.157,0.000,0.396,0.910,0.321,0.278,0.000,0.157,5.861,7.194,,8.392,1.285,0.184,0.000,-0.079,0.241,FB
170617,13407,12/31/2018,12/31/2018,03/31/2019,13.689,0.000,0.396,0.910,0.321,0.278,0.000,0.157,5.861,7.194,,8.392,1.285,0.184,0.000,-0.079,0.249,FB
170617,13407,12/31/2018,12/31/2018,04/30/2019,15.873,0.000,0.396,0.910,0.321,0.278,0.000,0.157,5.861,7.194,,8.392,1.285,0.184,0.000,-0.079,0.289,FB
170617,13407,12/31/2018,03/31/2019,05/31/2019,13.879,0.000,0.332,0.906,0.331,0.243,0.020,0.179,6.280,7.494,,9.080,1.342,0.185,0.000,-0.117,0.403,FB
170617,13407,12/31/2018,03/31/2019,06/30/2019,15.121,0.000,0.332,0.906,0.331,0.243,0.020,0.179,6.280,7.494,,9.080,1.342,0.185,0.000,-0.117,0.438,FB
170617,13407,12/31/2018,03/31/2019,07/31/2019,15.209,0.000,0.332,0.906,0.331,0.243,0.020,0.179,6.280,7.494,,9.080,1.342,0.185,0.000,-0.117,0.441,FB
170617,13407,12/31/2018,06/30/2019,08/31/2019,13.519,0.000,0.273,0.902,0.326,0.206,0.039,0.225,4.982,5.963,,9.214,1.427,0.187,0.000,-0.158,0.693,FB
170617,13407,12/31/2018,06/30/2019,09/30/2019,12.979,0.000,0.273,0.902,0.326,0.206,0.039,0.225,4.982,5.963,,9.214,1.427,0.187,0.000,-0.158,0.664,FB
170617,13407,12/31/2018,06/30/2019,10/31/2019,13.959,0.000,0.273,0.902,0.326,0.206,0.039,0.225,4.982,5.963,,9.214,1.427,0.187,0.000,-0.158,0.715,FB
170617,13407,12/31/2018,09/30/2019,11/30/2019,13.924,0.000,0.271,0.901,0.321,0.212,0.059,0.268,4.331,5.177,,8.951,1.474,0.189,0.000,-0.156,0.915,FB
170617,13407,12/31/2018,09/30/2019,12/31/2019,14.176,0.000,0.271,0.901,0.321,0.212,0.059,0.268,4.331,5.177,,8.951,1.474,0.189,0.000,-0.156,0.931,FB
170617,13407,12/31/2018,09/30/2019,01/31/2020,13.939,0.000,0.271,0.901,0.321,0.212,0.059,0.268,4.331,5.177,,8.951,1.474,0.189,0.000,-0.156,0.916,FB
001690,14593,09/30/2009,12/31/2009,02/28/2010,15.460,0.000,0.200,0.426,0.311,0.341,0.000,0.639,1.772,2.434,62.233,5.155,2.368,0.030,0.000,-0.056,0.013,AAPL
001690,14593,09/30/2009,12/31/2009,03/31/2010,17.811,0.000,0.200,0.426,0.311,0.341,0.000,0.639,1.772,2.434,62.233,5.155,2.368,0.030,0.000,-0.056,0.015,AAPL
001690,14593,09/30/2009,12/31/2009,04/30/2010,19.795,0.000,0.200,0.426,0.311,0.341,0.000,0.639,1.772,2.434,62.233,5.155,2.368,0.030,0.000,-0.056,0.016,AAPL
001690,14593,09/30/2009,03/31/2010,05/31/2010,17.326,0.000,0.211,0.429,0.328,0.348,0.000,0.558,1.788,2.475,56.982,5.217,2.592,0.030,0.000,-0.054,0.014,AAPL
001690,14593,09/30/2009,03/31/2010,06/30/2010,17.031,0.000,0.211,0.429,0.328,0.348,0.000,0.558,1.788,2.475,56.982,5.217,2.592,0.030,0.000,-0.054,0.014,AAPL
001690,14593,09/30/2009,03/31/2010,07/31/2010,17.420,0.000,0.211,0.429,0.328,0.348,0.000,0.558,1.788,2.475,56.982,5.217,2.592,0.030,0.000,-0.054,0.014,AAPL
001690,14593,09/30/2009,06/30/2010,08/31/2010,13.861,0.000,0.214,0.424,0.339,0.345,0.000,0.489,1.825,2.541,50.419,5.101,2.826,0.029,0.000,-0.070,0.012,AAPL
001690,14593,09/30/2009,06/30/2010,09/30/2010,16.222,0.000,0.214,0.424,0.339,0.345,0.000,0.489,1.825,2.541,50.419,5.101,2.826,0.029,0.000,-0.070,0.014,AAPL
001690,14593,09/30/2009,06/30/2010,10/31/2010,17.232,0.000,0.214,0.424,0.339,0.345,0.000,0.489,1.825,2.541,50.419,5.101,2.826,0.029,0.000,-0.070,0.014,AAPL
001690,14593,09/30/2010,09/30/2010,11/30/2010,15.349,0.000,0.215,0.408,0.315,0.326,0.000,0.573,1.236,2.011,51.274,4.451,3.112,0.027,0.000,-0.075,0.357,AAPL
001690,14593,09/30/2010,09/30/2010,12/31/2010,15.977,0.000,0.215,0.408,0.315,0.326,0.000,0.573,1.236,2.011,51.274,4.451,3.112,0.027,0.000,-0.075,0.370,AAPL
001690,14593,09/30/2010,09/30/2010,01/31/2011,16.811,0.000,0.215,0.408,0.315,0.326,0.000,0.573,1.236,2.011,51.274,4.451,3.112,0.027,0.000,-0.075,0.389,AAPL
001690,14593,09/30/2010,12/31/2010,02/28/2011,14.407,0.000,0.218,0.403,0.361,0.369,0.000,0.534,1.383,2.128,51.807,4.534,3.739,0.026,0.000,-0.088,0.012,AAPL
001690,14593,09/30/2010,12/31/2010,03/31/2011,14.267,0.000,0.218,0.403,0.361,0.369,0.000,0.534,1.383,2.128,51.807,4.534,3.739,0.026,0.000,-0.088,0.012,AAPL
001690,14593,09/30/2010,12/31/2010,04/30/2011,14.335,0.000,0.218,0.403,0.361,0.369,0.000,0.534,1.383,2.128,51.807,4.534,3.739,0.026,0.000,-0.088,0.012,AAPL
001690,14593,09/30/2010,03/31/2011,05/31/2011,12.149,0.000,0.224,0.407,0.377,0.388,0.000,0.553,1.257,1.997,54.512,4.304,4.155,0.024,0.000,-0.091,0.009,AAPL
001690,14593,09/30/2010,03/31/2011,06/30/2011,11.752,0.000,0.224,0.407,0.377,0.388,0.000,0.553,1.257,1.997,54.512,4.304,4.155,0.024,0.000,-0.091,0.009,AAPL
001690,14593,09/30/2010,03/31/2011,07/31/2011,13.673,0.000,0.224,0.407,0.377,0.388,0.000,0.553,1.257,1.997,54.512,4.304,4.155,0.024,0.000,-0.091,0.010,AAPL
001690,14593,09/30/2010,06/30/2011,08/31/2011,10.883,0.000,0.235,0.414,0.400,0.416,0.000,0.559,1.152,1.876,62.607,4.247,4.789,0.023,0.000,-0.107,0.008,AAPL
001690,14593,09/30/2010,06/30/2011,09/30/2011,10.809,0.000,0.235,0.414,0.400,0.416,0.000,0.559,1.152,1.876,62.607,4.247,4.789,0.023,0.000,-0.107,0.008,AAPL
001690,14593,09/30/2010,06/30/2011,10/31/2011,11.476,0.000,0.235,0.414,0.400,0.416,0.000,0.559,1.152,1.876,62.607,4.247,4.789,0.023,0.000,-0.107,0.008,AAPL
001690,14593,09/30/2011,09/30/2011,11/30/2011,9.465,0.000,0.239,0.422,0.372,0.379,0.000,0.519,0.928,1.608,68.537,4.679,6.361,0.022,0.000,-0.121,0.189,AAPL
001690,14593,09/30/2011,09/30/2011,12/31/2011,10.060,0.000,0.239,0.422,0.372,0.379,0.000,0.519,0.928,1.608,68.537,4.679,6.361,0.022,0.000,-0.121,0.200,AAPL
001690,14593,09/30/2011,09/30/2011,01/31/2012,11.341,0.000,0.239,0.422,0.372,0.379,0.000,0.519,0.928,1.608,68.537,4.679,6.361,0.022,0.000,-0.121,0.226,AAPL
001690,14593,09/30/2011,12/31/2011,02/29/2012,11.162,0.000,0.258,0.441,0.449,0.456,0.000,0.535,1.000,1.702,74.590,4.644,6.401,0.020,0.000,-0.113,0.007,AAPL
001690,14593,09/30/2011,12/31/2011,03/31/2012,12.372,0.000,0.258,0.441,0.449,0.456,0.000,0.535,1.000,1.702,74.590,4.644,6.401,0.020,0.000,-0.113,0.008,AAPL
001690,14593,09/30/2011,12/31/2011,04/30/2012,12.052,0.000,0.258,0.441,0.449,0.456,0.000,0.535,1.000,1.702,74.590,4.644,6.401,0.020,0.000,-0.113,0.007,AAPL
001690,14593,09/30/2011,03/31/2012,05/31/2012,10.180,0.000,0.271,0.457,0.467,0.470,0.000,0.515,0.931,1.625,77.248,4.758,7.503,0.020,0.000,-0.119,0.006,AAPL
001690,14593,09/30/2011,03/31/2012,06/30/2012,10.314,0.000,0.271,0.457,0.467,0.470,0.000,0.515,0.931,1.625,77.248,4.758,7.503,0.020,0.000,-0.119,0.006,AAPL
001690,14593,09/30/2011,03/31/2012,07/31/2012,10.789,0.000,0.271,0.457,0.467,0.470,0.000,0.515,0.931,1.625,77.248,4.758,7.503,0.020,0.000,-0.119,0.006,AAPL
001690,14593,09/30/2011,06/30/2012,08/31/2012,11.958,0.000,0.270,0.460,0.436,0.428,0.000,0.493,0.880,1.585,75.856,4.834,7.964,0.021,0.000,-0.089,0.007,AAPL
001690,14593,09/30/2011,06/30/2012,09/30/2012,12.015,0.000,0.270,0.460,0.436,0.428,0.000,0.493,0.880,1.585,75.856,4.834,7.964,0.021,0.000,-0.089,0.007,AAPL
001690,14593,09/30/2011,06/30/2012,10/31/2012,10.739,0.000,0.270,0.460,0.436,0.428,0.000,0.493,0.880,1.585,75.856,4.834,7.964,0.021,0.000,-0.089,0.006,AAPL
001690,14593,09/30/2012,09/30/2012,11/30/2012,10.826,0.060,0.267,0.459,0.400,0.385,0.000,0.489,0.756,1.496,108.029,4.728,8.189,0.022,0.000,-0.062,0.190,AAPL
001690,14593,09/30/2012,09/30/2012,12/31/2012,9.826,0.060,0.267,0.459,0.400,0.385,0.000,0.489,0.756,1.496,108.029,4.728,8.189,0.022,0.000,-0.062,0.173,AAPL
001690,14593,09/30/2012,09/30/2012,01/31/2013,8.411,0.060,0.267,0.459,0.400,0.385,0.000,0.489,0.756,1.496,108.029,4.728,8.189,0.022,0.000,-0.062,0.148,AAPL
001690,14593,09/30/2012,12/31/2012,02/28/2013,7.307,0.119,0.253,0.444,0.377,0.355,0.000,0.492,0.831,1.546,81.901,4.509,8.020,0.022,0.000,-0.091,0.005,AAPL
001690,14593,09/30/2012,12/31/2012,03/31/2013,7.336,0.119,0.253,0.444,0.377,0.355,0.000,0.492,0.831,1.546,81.901,4.509,8.020,0.022,0.000,-0.091,0.005,AAPL
001690,14593,09/30/2012,12/31/2012,04/30/2013,7.326,0.119,0.253,0.444,0.377,0.355,0.000,0.492,0.831,1.546,81.901,4.509,8.020,0.022,0.000,-0.091,0.005,AAPL
001690,14593,09/30/2012,03/31/2013,05/31/2013,7.640,0.188,0.235,0.425,0.335,0.309,0.000,0.481,0.881,1.593,84.287,4.911,7.409,0.023,0.000,-0.088,0.007,AAPL
001690,14593,09/30/2012,03/31/2013,06/30/2013,6.519,0.188,0.235,0.425,0.335,0.309,0.000,0.481,0.881,1.593,84.287,4.911,7.409,0.023,0.000,-0.088,0.006,AAPL
001690,14593,09/30/2012,03/31/2013,07/31/2013,7.440,0.188,0.235,0.425,0.335,0.309,0.000,0.481,0.881,1.593,84.287,4.911,7.409,0.023,0.000,-0.088,0.007,AAPL
001690,14593,09/30/2012,06/30/2013,08/31/2013,8.368,0.272,0.223,0.418,0.306,0.274,0.033,0.520,0.958,1.663,76.033,5.087,6.496,0.025,0.000,-0.081,0.009,AAPL
001690,14593,09/30/2012,06/30/2013,09/30/2013,8.105,0.272,0.223,0.418,0.306,0.274,0.033,0.520,0.958,1.663,76.033,5.087,6.496,0.025,0.000,-0.081,0.008,AAPL
001690,14593,09/30/2012,06/30/2013,10/31/2013,8.891,0.272,0.223,0.418,0.306,0.274,0.033,0.520,0.958,1.663,76.033,5.087,6.496,0.025,0.000,-0.081,0.009,AAPL
001690,14593,09/30/2013,09/30/2013,11/30/2013,9.323,0.288,0.217,0.416,0.291,0.272,0.121,0.675,0.929,1.679,78.160,4.631,5.769,0.026,0.000,-0.087,0.317,AAPL
001690,14593,09/30/2013,09/30/2013,12/31/2013,9.330,0.288,0.217,0.416,0.291,0.272,0.121,0.675,0.929,1.679,78.160,4.631,5.769,0.026,0.000,-0.087,0.320,AAPL
001690,14593,09/30/2013,09/30/2013,01/31/2014,8.321,0.288,0.217,0.416,0.291,0.272,0.121,0.675,0.929,1.679,78.160,4.631,5.769,0.026,0.000,-0.087,0.286,AAPL
001690,14593,09/30/2013,12/31/2013,02/28/2014,8.872,0.293,0.213,0.416,0.284,0.258,0.090,0.615,0.963,1.685,59.513,4.965,6.003,0.028,0.000,-0.078,0.012,AAPL
001690,14593,09/30/2013,12/31/2013,03/31/2014,8.742,0.293,0.213,0.416,0.284,0.258,0.090,0.615,0.963,1.685,59.513,4.965,6.003,0.028,0.000,-0.078,0.013,AAPL
001690,14593,09/30/2013,12/31/2013,04/30/2014,9.607,0.293,0.213,0.416,0.284,0.258,0.090,0.615,0.963,1.685,59.513,4.965,6.003,0.028,0.000,-0.078,0.014,AAPL
001690,14593,09/30/2013,03/31/2014,05/31/2014,10.108,0.292,0.214,0.421,0.280,0.260,0.120,0.687,0.934,1.652,54.959,4.743,6.100,0.029,0.000,-0.079,0.017,AAPL
001690,14593,09/30/2013,03/31/2014,06/30/2014,10.318,0.292,0.214,0.421,0.280,0.260,0.120,0.687,0.934,1.652,54.959,4.743,6.100,0.029,0.000,-0.079,0.017,AAPL
001690,14593,09/30/2013,03/31/2014,07/31/2014,10.612,0.292,0.214,0.421,0.280,0.260,0.120,0.687,0.934,1.652,54.959,4.743,6.100,0.029,0.000,-0.079,0.018,AAPL
001690,14593,09/30/2013,06/30/2014,08/31/2014,10.888,0.287,0.216,0.428,0.282,0.272,0.139,0.741,0.859,1.563,55.813,4.459,6.768,0.031,0.000,-0.084,,AAPL
001690,14593,09/30/2013,06/30/2014,09/30/2014,10.484,0.287,0.216,0.428,0.282,0.272,0.139,0.741,0.859,1.563,55.813,4.459,6.768,0.031,0.000,-0.084,,AAPL
001690,14593,09/30/2013,06/30/2014,10/31/2014,11.236,0.287,0.216,0.428,0.282,0.272,0.139,0.741,0.859,1.563,55.813,4.459,6.768,0.031,0.000,-0.084,,AAPL
001690,14593,09/30/2014,09/30/2014,11/30/2014,11.681,0.284,0.216,0.429,0.275,0.291,0.206,1.078,0.395,1.080,53.838,3.982,35.962,0.033,0.000,-0.092,0.876,AAPL
001690,14593,09/30/2014,09/30/2014,12/31/2014,10.770,0.284,0.216,0.429,0.275,0.291,0.206,1.078,0.395,1.080,53.838,3.982,35.962,0.033,0.000,-0.092,0.813,AAPL
001690,14593,09/30/2014,09/30/2014,01/31/2015,11.428,0.284,0.216,0.429,0.275,0.291,0.206,1.078,0.395,1.080,53.838,3.982,35.962,0.033,0.000,-0.092,0.863,AAPL
001690,14593,09/30/2014,12/31/2014,02/28/2015,10.574,0.251,0.223,0.434,0.306,0.317,0.184,0.938,0.604,1.282,57.818,4.205,12.497,0.033,0.000,-0.115,,AAPL
001690,14593,09/30/2014,12/31/2014,03/31/2015,10.242,0.251,0.223,0.434,0.306,0.317,0.184,0.938,0.604,1.282,57.818,4.205,12.497,0.033,0.000,-0.115,,AAPL
001690,14593,09/30/2014,12/31/2014,04/30/2015,10.191,0.251,0.223,0.434,0.306,0.317,0.184,0.938,0.604,1.282,57.818,4.205,12.497,0.033,0.000,-0.115,,AAPL
001690,14593,09/30/2014,03/31/2015,05/31/2015,9.838,0.235,0.225,0.439,0.316,0.342,0.212,1.016,0.531,1.189,56.801,4.276,18.537,0.033,0.000,-0.120,,AAPL
001690,14593,09/30/2014,03/31/2015,06/30/2015,9.378,0.235,0.225,0.439,0.316,0.342,0.212,1.016,0.531,1.189,56.801,4.276,18.537,0.033,0.000,-0.120,,AAPL
001690,14593,09/30/2014,03/31/2015,07/31/2015,9.065,0.235,0.225,0.439,0.316,0.342,0.212,1.016,0.531,1.189,56.801,4.276,18.537,0.033,0.000,-0.120,,AAPL
001690,14593,09/30/2014,06/30/2015,08/31/2015,7.935,0.225,0.226,0.442,0.319,0.355,0.233,1.100,0.480,1.114,56.677,4.263,30.209,0.034,0.000,-0.121,,AAPL
001690,14593,09/30/2014,06/30/2015,09/30/2015,7.762,0.225,0.226,0.442,0.319,0.355,0.233,1.100,0.480,1.114,56.677,4.263,30.209,0.034,0.000,-0.121,,AAPL
