gvkey,permno,adate,qdate,public_date,pcf,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,staff_sale,accrual,PEG_trailing,TICKER
012141,10107,06/30/2010,12/31/2010,04/30/2011,8.613,0.231,0.308,0.833,0.338,0.445,0.130,0.895,1.576,2.233,13.311,3.077,2.105,0.134,0.000,-0.055,1.006,MSFT
012141,10107,06/30/2010,03/31/2011,05/31/2011,7.912,0.228,0.318,0.822,0.335,0.459,0.157,0.895,1.717,2.403,12.561,3.331,1.949,0.131,0.000,-0.053,0.698,MSFT
012141,10107,06/30/2010,03/31/2011,06/30/2011,8.170,0.228,0.318,0.822,0.335,0.459,0.157,0.895,1.717,2.403,12.561,3.331,1.949,0.131,0.000,-0.053,0.726,MSFT
012141,10107,06/30/2010,03/31/2011,07/31/2011,8.612,0.228,0.318,0.822,0.335,0.459,0.157,0.895,1.717,2.403,12.561,3.331,1.949,0.131,0.000,-0.053,0.765,MSFT
012141,10107,06/30/2011,06/30/2011,08/31/2011,8.256,0.233,0.331,0.814,0.305,0.441,0.173,0.904,1.834,2.604,12.348,3.326,1.516,0.129,0.000,-0.039,0.669,MSFT
012141,10107,06/30/2011,06/30/2011,09/30/2011,7.754,0.233,0.331,0.814,0.305,0.441,0.173,0.904,1.834,2.604,12.348,3.326,1.516,0.129,0.000,-0.039,0.626,MSFT
012141,10107,06/30/2011,06/30/2011,10/31/2011,8.299,0.233,0.331,0.814,0.305,0.441,0.173,0.904,1.834,2.604,12.348,3.326,1.516,0.129,0.000,-0.039,0.670,MSFT
012141,10107,06/30/2011,09/30/2011,11/30/2011,7.884,0.230,0.330,0.811,0.306,0.447,0.172,0.869,1.963,2.690,9.654,3.702,1.640,0.129,0.000,-0.038,0.560,MSFT
012141,10107,06/30/2011,09/30/2011,12/31/2011,7.981,0.230,0.330,0.811,0.306,0.447,0.172,0.869,1.963,2.690,9.654,3.702,1.640,0.129,0.000,-0.038,0.569,MSFT
012141,10107,06/30/2011,09/30/2011,01/31/2012,9.078,0.230,0.330,0.811,0.306,0.447,0.172,0.869,1.963,2.690,9.654,3.702,1.640,0.129,0.000,-0.038,0.647,MSFT
012141,10107,06/30/2011,12/31/2011,02/29/2012,9.193,0.244,0.326,0.803,0.293,0.421,0.169,0.829,2.044,2.786,9.395,3.761,1.556,0.130,0.000,-0.053,0.783,MSFT
012141,10107,06/30/2011,12/31/2011,03/31/2012,9.353,0.244,0.326,0.803,0.293,0.421,0.169,0.829,2.044,2.786,9.395,3.761,1.556,0.130,0.000,-0.053,0.796,MSFT
012141,10107,06/30/2011,12/31/2011,04/30/2012,9.284,0.244,0.326,0.803,0.293,0.421,0.169,0.829,2.044,2.786,9.395,3.761,1.556,0.130,0.000,-0.053,0.790,MSFT
012141,10107,06/30/2011,03/31/2012,05/31/2012,8.204,0.259,0.320,0.805,0.286,0.391,0.161,0.791,2.092,2.830,8.878,3.739,1.508,0.132,0.000,-0.060,0.636,MSFT
012141,10107,06/30/2011,03/31/2012,06/30/2012,8.577,0.259,0.320,0.805,0.286,0.391,0.161,0.791,2.092,2.830,8.878,3.739,1.508,0.132,0.000,-0.060,0.667,MSFT
012141,10107,06/30/2011,03/31/2012,07/31/2012,8.265,0.259,0.320,0.805,0.286,0.391,0.161,0.791,2.092,2.830,8.878,3.739,1.508,0.132,0.000,-0.060,0.643,MSFT
012141,10107,06/30/2012,06/30/2012,08/31/2012,8.170,0.396,0.230,0.800,0.267,0.268,0.139,0.827,1.929,2.603,11.775,3.473,1.407,0.133,0.000,-0.127,1.441,MSFT
012141,10107,06/30/2012,06/30/2012,09/30/2012,7.925,0.396,0.230,0.800,0.267,0.268,0.139,0.827,1.929,2.603,11.775,3.473,1.407,0.133,0.000,-0.127,1.392,MSFT
012141,10107,06/30/2012,06/30/2012,10/31/2012,7.595,0.396,0.230,0.800,0.267,0.268,0.139,0.827,1.929,2.603,11.775,3.473,1.407,0.133,0.000,-0.127,1.335,MSFT
012141,10107,06/30/2012,09/30/2012,11/30/2012,7.085,0.428,0.217,0.793,0.253,0.238,0.142,0.767,2.084,2.754,10.840,3.701,1.427,0.137,0.000,-0.137,1.184,MSFT
012141,10107,06/30/2012,09/30/2012,12/31/2012,7.074,0.428,0.217,0.793,0.253,0.238,0.142,0.767,2.084,2.754,10.840,3.701,1.427,0.137,0.000,-0.137,1.188,MSFT
012141,10107,06/30/2012,09/30/2012,01/31/2013,7.272,0.428,0.217,0.793,0.253,0.238,0.142,0.767,2.084,2.754,10.840,3.701,1.427,0.137,0.000,-0.137,1.221,MSFT
012141,10107,06/30/2012,12/31/2012,02/28/2013,7.626,0.451,0.212,0.799,0.246,0.225,0.138,0.772,2.108,2.747,10.074,3.762,1.367,0.138,0.000,-0.125,3.465,MSFT
012141,10107,06/30/2012,12/31/2012,03/31/2013,7.821,0.451,0.212,0.799,0.246,0.225,0.138,0.772,2.108,2.747,10.074,3.762,1.367,0.138,0.000,-0.125,3.566,MSFT
012141,10107,06/30/2012,12/31/2012,04/30/2013,9.053,0.451,0.212,0.799,0.246,0.225,0.138,0.772,2.108,2.747,10.074,3.762,1.367,0.138,0.000,-0.125,4.126,MSFT
012141,10107,06/30/2012,03/31/2013,05/31/2013,9.522,0.440,0.216,0.799,0.256,0.231,0.135,0.779,2.130,2.753,9.300,3.825,1.356,0.134,0.000,-0.114,5.571,MSFT
012141,10107,06/30/2012,03/31/2013,06/30/2013,9.400,0.440,0.216,0.799,0.256,0.231,0.135,0.779,2.130,2.753,9.300,3.825,1.356,0.134,0.000,-0.114,5.514,MSFT
012141,10107,06/30/2012,03/31/2013,07/31/2013,8.666,0.440,0.216,0.799,0.256,0.231,0.135,0.779,2.130,2.753,9.300,3.825,1.356,0.134,0.000,-0.114,5.082,MSFT
012141,10107,06/30/2013,06/30/2013,08/31/2013,9.649,0.352,0.281,0.783,0.234,0.294,0.138,0.804,2.058,2.712,10.998,3.934,1.215,0.134,0.000,-0.053,1.235,MSFT
012141,10107,06/30/2013,06/30/2013,09/30/2013,9.633,0.352,0.281,0.783,0.234,0.294,0.138,0.804,2.058,2.712,10.998,3.934,1.215,0.134,0.000,-0.053,1.231,MSFT
012141,10107,06/30/2013,06/30/2013,10/31/2013,10.251,0.352,0.281,0.783,0.234,0.294,0.138,0.804,2.058,2.712,10.998,3.934,1.215,0.134,0.000,-0.053,1.309,MSFT
012141,10107,06/30/2013,09/30/2013,11/30/2013,11.148,0.340,0.282,0.786,0.247,0.296,0.137,0.767,2.211,2.826,8.257,3.926,1.296,0.133,0.000,-0.044,1.362,MSFT
012141,10107,06/30/2013,09/30/2013,12/31/2013,10.874,0.340,0.282,0.786,0.247,0.296,0.137,0.767,2.211,2.826,8.257,3.926,1.296,0.133,0.000,-0.044,1.337,MSFT
012141,10107,06/30/2013,09/30/2013,01/31/2014,11.000,0.340,0.282,0.786,0.247,0.296,0.137,0.767,2.211,2.826,8.257,3.926,1.296,0.133,0.000,-0.044,1.352,MSFT
012141,10107,06/30/2013,12/31/2013,02/28/2014,11.282,0.355,0.274,0.765,0.241,0.287,0.152,0.776,2.296,2.914,9.473,3.988,1.266,0.131,0.000,-0.038,1.313,MSFT
012141,10107,06/30/2013,12/31/2013,03/31/2014,12.012,0.355,0.274,0.765,0.241,0.287,0.152,0.776,2.296,2.914,9.473,3.988,1.266,0.131,0.000,-0.038,1.405,MSFT
012141,10107,06/30/2013,12/31/2013,04/30/2014,11.840,0.355,0.274,0.765,0.241,0.287,0.152,0.776,2.296,2.914,9.473,3.988,1.266,0.131,0.000,-0.038,1.385,MSFT
012141,10107,06/30/2013,03/31/2014,05/31/2014,11.816,0.379,0.269,0.753,0.222,0.271,0.167,0.785,2.363,2.984,10.214,4.149,1.203,0.132,0.000,-0.043,2.627,MSFT
012141,10107,06/30/2013,03/31/2014,06/30/2014,12.004,0.379,0.269,0.753,0.222,0.271,0.167,0.785,2.363,2.984,10.214,4.149,1.203,0.132,0.000,-0.043,2.676,MSFT
012141,10107,06/30/2013,03/31/2014,07/31/2014,12.426,0.379,0.269,0.753,0.222,0.271,0.167,0.785,2.363,2.984,10.214,4.149,1.203,0.132,0.000,-0.043,2.770,MSFT
012141,10107,06/30/2014,06/30/2014,08/31/2014,11.614,0.420,0.255,0.738,0.202,0.255,0.187,0.920,1.879,2.504,9.869,3.819,1.260,0.132,0.000,-0.065,9.801,MSFT
012141,10107,06/30/2014,06/30/2014,09/30/2014,11.874,0.420,0.255,0.738,0.202,0.255,0.187,0.920,1.879,2.504,9.869,3.819,1.260,0.132,0.000,-0.065,10.001,MSFT
012141,10107,06/30/2014,06/30/2014,10/31/2014,12.007,0.420,0.255,0.738,0.202,0.255,0.187,0.920,1.879,2.504,9.869,3.819,1.260,0.132,0.000,-0.065,10.129,MSFT
012141,10107,06/30/2014,09/30/2014,11/30/2014,12.171,0.434,0.235,0.731,0.217,0.242,0.186,0.849,2.198,2.802,10.529,4.143,1.281,0.128,0.000,-0.069,7.526,MSFT
012141,10107,06/30/2014,09/30/2014,12/31/2014,11.789,0.434,0.235,0.731,0.217,0.242,0.186,0.849,2.198,2.802,10.529,4.143,1.281,0.128,0.000,-0.069,7.312,MSFT
012141,10107,06/30/2014,09/30/2014,01/31/2015,10.236,0.434,0.235,0.731,0.217,0.242,0.186,0.849,2.198,2.802,10.529,4.143,1.281,0.128,0.000,-0.069,6.360,MSFT
012141,10107,06/30/2014,12/31/2014,02/28/2015,11.135,0.459,0.222,0.720,0.210,0.228,0.178,0.873,2.060,2.634,10.671,4.127,1.328,0.127,0.000,-0.070,8.345,MSFT
012141,10107,06/30/2014,12/31/2014,03/31/2015,10.209,0.459,0.222,0.720,0.210,0.228,0.178,0.873,2.060,2.634,10.671,4.127,1.328,0.127,0.000,-0.070,7.737,MSFT
012141,10107,06/30/2014,12/31/2014,04/30/2015,12.179,0.459,0.222,0.720,0.210,0.228,0.178,0.873,2.060,2.634,10.671,4.127,1.328,0.127,0.000,-0.070,9.257,MSFT
012141,10107,06/30/2014,03/31/2015,05/31/2015,11.929,0.485,0.212,0.714,0.203,0.216,0.190,0.916,2.020,2.585,10.461,3.960,1.334,0.128,0.000,-0.069,,MSFT
012141,10107,06/30/2014,03/31/2015,06/30/2015,11.152,0.485,0.212,0.714,0.203,0.216,0.190,0.916,2.020,2.585,10.461,3.960,1.334,0.128,0.000,-0.069,,MSFT
012141,10107,06/30/2014,03/31/2015,07/31/2015,11.754,0.485,0.212,0.714,0.203,0.216,0.190,0.916,2.020,2.585,10.461,3.960,1.334,0.128,0.000,-0.069,,MSFT
012141,10107,06/30/2015,06/30/2015,08/31/2015,11.969,0.825,0.130,0.705,0.193,0.139,0.258,1.201,1.936,2.501,9.938,3.976,1.250,0.129,0.000,-0.097,,MSFT
012141,10107,06/30/2015,06/30/2015,09/30/2015,12.155,0.825,0.130,0.705,0.193,0.139,0.258,1.201,1.936,2.501,9.938,3.976,1.250,0.129,0.000,-0.097,,MSFT
012141,10107,06/30/2015,06/30/2015,10/31/2015,14.460,0.825,0.130,0.705,0.193,0.139,0.258,1.201,1.936,2.501,9.938,3.976,1.250,0.129,0.000,-0.097,,MSFT
012141,10107,06/30/2015,09/30/2015,11/30/2015,14.807,0.800,0.138,0.714,0.189,0.138,0.230,1.064,2.036,2.567,9.246,3.972,1.236,0.132,0.000,-0.096,78.960,MSFT
012141,10107,06/30/2015,09/30/2015,12/31/2015,14.996,0.800,0.138,0.714,0.189,0.138,0.230,1.064,2.036,2.567,9.246,3.972,1.236,0.132,0.000,-0.096,52.308,MSFT
012141,10107,06/30/2015,09/30/2015,01/31/2016,14.861,0.800,0.138,0.714,0.189,0.138,0.230,1.064,2.036,2.567,9.246,3.972,1.236,0.132,0.000,-0.096,48.357,MSFT
012141,10107,06/30/2015,12/31/2015,02/29/2016,13.161,0.886,0.133,0.708,0.177,0.134,0.276,1.176,2.157,2.697,8.645,3.925,1.137,0.136,0.000,-0.107,,MSFT
012141,10107,06/30/2015,12/31/2015,03/31/2016,14.215,0.886,0.133,0.708,0.177,0.134,0.276,1.176,2.157,2.697,8.645,3.925,1.137,0.136,0.000,-0.107,,MSFT
012141,10107,06/30/2015,12/31/2015,04/30/2016,12.820,0.886,0.133,0.708,0.177,0.134,0.276,1.176,2.157,2.697,8.645,3.925,1.137,0.136,0.000,-0.107,,MSFT
012141,10107,06/30/2015,03/31/2016,05/31/2016,13.152,1.019,0.121,0.700,0.168,0.125,0.307,1.300,2.169,2.698,8.783,3.871,1.099,0.137,0.000,-0.119,,MSFT
012141,10107,06/30/2015,03/31/2016,06/30/2016,12.613,1.019,0.121,0.700,0.168,0.125,0.307,1.300,2.169,2.698,8.783,3.871,1.099,0.137,0.000,-0.119,,MSFT
012141,10107,06/30/2015,03/31/2016,07/31/2016,13.943,1.019,0.121,0.700,0.168,0.125,0.307,1.300,2.169,2.698,8.783,3.871,1.099,0.137,0.000,-0.119,,MSFT
012141,10107,06/30/2016,06/30/2016,08/31/2016,13.436,0.674,0.197,0.685,0.147,0.215,0.366,1.690,1.908,2.353,10.441,3.892,1.062,0.141,0.000,-0.089,70.781,MSFT
012141,10107,06/30/2016,06/30/2016,09/30/2016,13.447,0.674,0.197,0.685,0.147,0.215,0.366,1.690,1.908,2.353,10.441,3.892,1.062,0.141,0.000,-0.089,76.485,MSFT
012141,10107,06/30/2016,06/30/2016,10/31/2016,13.980,0.674,0.197,0.685,0.147,0.215,0.366,1.690,1.908,2.353,10.441,3.892,1.062,0.141,0.000,-0.089,76.702,MSFT
012141,10107,06/30/2016,09/30/2016,11/30/2016,12.915,0.645,0.202,0.696,0.160,0.227,0.385,1.613,2.234,2.699,10.048,3.830,0.997,0.140,0.000,-0.099,,MSFT
012141,10107,06/30/2016,09/30/2016,12/31/2016,13.240,0.645,0.202,0.696,0.160,0.227,0.385,1.613,2.234,2.699,10.048,3.830,0.997,0.140,0.000,-0.099,,MSFT
012141,10107,06/30/2016,09/30/2016,01/31/2017,13.770,0.645,0.202,0.696,0.160,0.227,0.385,1.613,2.234,2.699,10.048,3.830,0.997,0.140,0.000,-0.099,,MSFT
012141,10107,06/30/2016,12/31/2016,02/28/2017,13.371,0.611,0.212,0.709,0.165,0.249,0.417,1.842,2.051,2.447,10.567,3.785,1.053,0.138,0.000,-0.091,5.429,MSFT
012141,10107,06/30/2016,12/31/2016,03/31/2017,13.756,0.611,0.212,0.709,0.165,0.249,0.417,1.842,2.051,2.447,10.567,3.785,1.053,0.138,0.000,-0.091,5.588,MSFT
012141,10107,06/30/2016,12/31/2016,04/30/2017,14.295,0.611,0.212,0.709,0.165,0.249,0.417,1.842,2.051,2.447,10.567,3.785,1.053,0.138,0.000,-0.091,5.809,MSFT
012141,10107,06/30/2016,03/31/2017,05/31/2017,14.586,0.567,0.224,0.722,0.167,0.281,0.462,2.047,2.071,2.444,10.926,3.843,1.053,0.138,0.000,-0.079,1.785,MSFT
012141,10107,06/30/2016,03/31/2017,06/30/2017,14.373,0.567,0.224,0.722,0.167,0.281,0.462,2.047,2.071,2.444,10.926,3.843,1.053,0.138,0.000,-0.079,1.762,MSFT
012141,10107,06/30/2016,03/31/2017,07/31/2017,15.148,0.567,0.224,0.722,0.167,0.281,0.462,2.047,2.071,2.444,10.926,3.843,1.053,0.138,0.000,-0.079,1.858,MSFT
012141,10107,06/30/2017,06/30/2017,08/31/2017,14.577,0.568,0.236,0.706,0.140,0.290,0.520,2.330,2.061,2.477,11.941,3.694,0.944,0.145,0.000,-0.084,3.042,MSFT
012141,10107,06/30/2017,06/30/2017,09/30/2017,14.547,0.568,0.236,0.706,0.140,0.290,0.520,2.330,2.061,2.477,11.941,3.694,0.944,0.145,0.000,-0.084,3.030,MSFT
012141,10107,06/30/2017,06/30/2017,10/31/2017,16.243,0.568,0.236,0.706,0.140,0.290,0.520,2.330,2.061,2.477,11.941,3.694,0.944,0.145,0.000,-0.084,3.384,MSFT
012141,10107,06/30/2017,09/30/2017,11/30/2017,16.073,0.456,0.266,0.746,0.176,0.371,0.501,2.127,2.177,2.562,10.816,3.744,1.063,0.136,0.000,-0.061,1.315,MSFT
012141,10107,06/30/2017,09/30/2017,12/31/2017,16.315,0.456,0.266,0.746,0.176,0.371,0.501,2.127,2.177,2.562,10.816,3.744,1.063,0.136,0.000,-0.061,1.337,MSFT
012141,10107,06/30/2017,09/30/2017,01/31/2018,18.109,0.456,0.266,0.746,0.176,0.371,0.501,2.127,2.177,2.562,10.816,3.744,1.063,0.136,0.000,-0.061,1.485,MSFT
012141,10107,06/30/2017,12/31/2017,02/28/2018,17.199,0.887,0.135,0.746,0.174,0.179,0.511,2.132,2.388,2.806,11.106,3.682,1.001,0.136,0.000,-0.118,,MSFT
012141,10107,06/30/2017,12/31/2017,03/31/2018,16.719,0.887,0.135,0.746,0.174,0.179,0.511,2.132,2.388,2.806,11.106,3.682,1.001,0.136,0.000,-0.118,,MSFT
012141,10107,06/30/2017,12/31/2017,04/30/2018,17.116,0.887,0.135,0.746,0.174,0.179,0.511,2.132,2.388,2.806,11.106,3.682,1.001,0.136,0.000,-0.118,,MSFT
012141,10107,06/30/2017,03/31/2018,05/31/2018,17.469,0.792,0.149,0.745,0.176,0.197,0.508,2.102,2.480,2.928,11.385,3.644,0.997,0.135,0.000,-0.114,4.572,MSFT
012141,10107,06/30/2017,03/31/2018,06/30/2018,17.415,0.792,0.149,0.745,0.176,0.197,0.508,2.102,2.480,2.928,11.385,3.644,0.997,0.135,0.000,-0.114,4.562,MSFT
012141,10107,06/30/2017,03/31/2018,07/31/2018,18.712,0.792,0.149,0.745,0.176,0.197,0.508,2.102,2.480,2.928,11.385,3.644,0.997,0.135,0.000,-0.114,4.907,MSFT
012141,10107,06/30/2018,06/30/2018,08/31/2018,19.628,0.779,0.150,0.742,0.180,0.212,0.498,2.129,2.287,2.901,11.750,3.615,0.993,0.133,0.000,-0.109,3.194,MSFT
012141,10107,06/30/2018,06/30/2018,09/30/2018,20.016,0.779,0.150,0.742,0.180,0.212,0.498,2.129,2.287,2.901,11.750,3.615,0.993,0.133,0.000,-0.109,3.252,MSFT
012141,10107,06/30/2018,06/30/2018,10/31/2018,18.683,0.779,0.150,0.742,0.180,0.212,0.498,2.129,2.287,2.901,11.750,3.615,0.993,0.133,0.000,-0.109,3.037,MSFT
012141,10107,06/30/2018,09/30/2018,11/30/2018,18.874,0.686,0.164,0.744,0.190,0.220,0.501,2.120,2.487,3.005,11.341,3.654,1.047,0.132,0.000,-0.104,2.016,MSFT
012141,10107,06/30/2018,09/30/2018,12/31/2018,17.303,0.686,0.164,0.744,0.190,0.220,0.501,2.120,2.487,3.005,11.341,3.654,1.047,0.132,0.000,-0.104,1.846,MSFT
012141,10107,06/30/2018,09/30/2018,01/31/2019,17.765,0.686,0.164,0.744,0.190,0.220,0.501,2.120,2.487,3.005,11.341,3.654,1.047,0.132,0.000,-0.104,1.898,MSFT
012141,10107,06/30/2018,12/31/2018,02/28/2019,18.634,0.394,0.283,0.744,0.196,0.401,0.489,2.002,2.507,3.065,11.736,3.743,1.086,0.132,0.000,-0.049,0.426,MSFT
012141,10107,06/30/2018,12/31/2018,03/31/2019,19.601,0.394,0.283,0.744,0.196,0.401,0.489,2.002,2.507,3.065,11.736,3.743,1.086,0.132,0.000,-0.049,0.448,MSFT
012141,10107,06/30/2018,12/31/2018,04/30/2019,21.696,0.394,0.283,0.744,0.196,0.401,0.489,2.002,2.507,3.065,11.736,3.743,1.086,0.132,0.000,-0.049,0.496,MSFT
012141,10107,06/30/2018,03/31/2019,05/31/2019,19.954,0.387,0.286,0.747,0.205,0.403,0.474,1.920,2.416,2.972,12.158,3.826,1.132,0.133,0.000,-0.049,0.410,MSFT
012141,10107,06/30/2018,03/31/2019,06/30/2019,21.557,0.387,0.286,0.747,0.205,0.403,0.474,1.920,2.416,2.972,12.158,3.826,1.132,0.133,0.000,-0.049,0.444,MSFT
012141,10107,06/30/2018,03/31/2019,07/31/2019,21.907,0.387,0.286,0.747,0.205,0.403,0.474,1.920,2.416,2.972,12.158,3.826,1.132,0.133,0.000,-0.049,0.452,MSFT
012141,10107,06/30/2019,06/30/2019,08/31/2019,20.171,0.359,0.312,0.751,0.200,0.422,0.436,1.800,1.928,2.529,13.253,3.413,1.186,0.134,0.000,-0.047,0.563,MSFT
012141,10107,06/30/2019,06/30/2019,09/30/2019,20.338,0.359,0.312,0.751,0.200,0.422,0.436,1.800,1.928,2.529,13.253,3.413,1.186,0.134,0.000,-0.047,0.568,MSFT
012141,10107,06/30/2019,06/30/2019,10/31/2019,20.959,0.359,0.312,0.751,0.200,0.422,0.436,1.800,1.928,2.529,13.253,3.413,1.186,0.134,0.000,-0.047,0.585,MSFT
012141,10107,06/30/2019,09/30/2019,11/30/2019,22.062,0.343,0.317,0.757,0.216,0.431,0.446,1.751,2.286,2.841,14.700,3.702,1.218,0.135,0.000,-0.042,0.590,MSFT
012141,10107,06/30/2019,09/30/2019,12/31/2019,22.929,0.343,0.317,0.757,0.216,0.431,0.446,1.751,2.286,2.841,14.700,3.702,1.218,0.135,0.000,-0.042,0.614,MSFT
012141,10107,06/30/2019,09/30/2019,01/31/2020,24.735,0.343,0.317,0.757,0.216,0.431,0.446,1.751,2.286,2.841,14.700,3.702,1.218,0.135,0.000,-0.042,0.663,MSFT
170617,13407,12/31/2011,03/31/2012,07/31/2012,10.817,0.000,0.241,0.854,0.337,0.227,0.073,0.297,4.034,4.798,,11.674,1.097,0.120,0.000,-0.058,,FB
170617,13407,12/31/2011,06/30/2012,08/31/2012,11.873,0.000,0.133,0.843,0.159,0.129,0.048,0.198,6.059,7.155,,11.674,0.710,0.252,0.000,-0.048,,FB
170617,13407,12/31/2011,06/30/2012,09/30/2012,20.034,0.000,0.133,0.843,0.159,0.129,0.048,0.198,6.059,7.155,,11.674,0.710,0.252,0.000,-0.048,,FB
170617,13407,12/31/2011,06/30/2012,10/31/2012,19.526,0.000,0.133,0.843,0.159,0.129,0.048,0.198,6.059,7.155,,11.674,0.710,0.252,0.000,-0.048,,FB
170617,13407,12/31/2011,09/30/2012,11/30/2012,32.444,0.000,0.063,0.852,0.116,0.039,0.044,0.173,7.023,8.280,,11.674,0.629,0.265,0.000,-0.048,,FB
170617,13407,12/31/2011,09/30/2012,12/31/2012,54.312,0.000,0.063,0.852,0.116,0.039,0.044,0.173,7.023,8.280,,11.674,0.629,0.265,0.000,-0.048,,FB
170617,13407,12/31/2011,09/30/2012,01/31/2013,63.709,0.000,0.063,0.852,0.116,0.039,0.044,0.173,7.023,8.280,,11.674,0.629,0.265,0.000,-0.048,,FB
170617,13407,12/31/2012,12/31/2012,02/28/2013,28.470,0.000,0.010,0.859,0.110,0.007,0.145,0.285,9.150,10.710,,11.250,0.498,0.275,0.000,-0.145,,FB
170617,13407,12/31/2012,12/31/2012,03/31/2013,27.621,0.000,0.010,0.859,0.110,0.007,0.145,0.285,9.150,10.710,,11.250,0.498,0.275,0.000,-0.145,,FB
170617,13407,12/31/2012,12/31/2012,04/30/2013,30.140,0.000,0.010,0.859,0.110,0.007,0.145,0.285,9.150,10.710,,11.250,0.498,0.275,0.000,-0.145,,FB
170617,13407,12/31/2012,03/31/2013,05/31/2013,22.540,0.000,0.012,0.869,0.099,0.006,0.086,0.199,9.397,11.010,,11.901,0.519,0.280,0.000,-0.134,,FB
170617,13407,12/31/2012,03/31/2013,06/30/2013,23.866,0.000,0.012,0.869,0.099,0.006,0.086,0.199,9.397,11.010,,11.901,0.519,0.280,0.000,-0.134,,FB
170617,13407,12/31/2012,03/31/2013,07/31/2013,35.389,0.000,0.012,0.869,0.099,0.006,0.086,0.199,9.397,11.010,,11.901,0.519,0.280,0.000,-0.134,,FB
170617,13407,12/31/2012,06/30/2013,08/31/2013,25.270,0.000,0.091,0.890,0.180,0.044,0.112,0.238,9.310,10.764,,10.551,0.586,0.193,0.000,-0.157,,FB
170617,13407,12/31/2012,06/30/2013,09/30/2013,31.609,0.000,0.091,0.890,0.180,0.044,0.112,0.238,9.310,10.764,,10.551,0.586,0.193,0.000,-0.157,,FB
170617,13407,12/31/2012,06/30/2013,10/31/2013,31.679,0.000,0.091,0.890,0.180,0.044,0.112,0.238,9.310,10.764,,10.551,0.586,0.193,0.000,-0.157,,FB
170617,13407,12/31/2012,09/30/2013,11/30/2013,23.992,0.000,0.152,0.896,0.210,0.083,0.110,0.244,9.255,10.596,,12.329,0.685,0.190,0.000,-0.171,,FB
170617,13407,12/31/2012,09/30/2013,12/31/2013,29.319,0.000,0.152,0.896,0.210,0.083,0.110,0.244,9.255,10.596,,12.329,0.685,0.190,0.000,-0.171,,FB
