Date,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD,SPY,NDAQ
2016-04-29,32.669285714285714,33.657818730007605,3551.0527143981117,3629.052714398112,68.59243697478992,67.9044525866172,3132.507958412404,10098447290.999346,182.0381,18.2639
2016-05-06,33.10071428571428,33.880776232673256,3531.0527143981117,3569.052714398111,66.41304347826086,61.86350284806054,3194.4553175806523,9328738235.137651,181.4999,18.9505
2016-05-13,34.14,34.82733940165016,4096.476923076923,3726.1941172910483,84.3322321849929,71.99791206824321,3257.656423932265,10190635478.732458,180.653,18.8469
2016-05-20,35.46857142857143,36.09436081476347,4431.592752839372,4019.707463438135,89.01006711409394,79.82174289897017,3322.1109524109106,11119196225.367567,181.297,18.8292
2016-05-27,36.57285714285714,37.401779372795005,4588.010403120937,4372.02669301241,87.3429951690821,79.86335843428392,3387.7423714591287,12090591144.710785,185.4878,19.4359
2016-06-03,37.629999999999995,38.61220878975567,4646.118787878788,4555.240647946365,86.9261477045908,80.18544528172751,3454.6146188883113,13056911792.054003,185.5231,19.2583
2016-06-10,38.605000000000004,39.62391428445491,4618.118787878788,4617.4159929595035,85.08997429305913,73.14713302139822,3522.7937112660775,12111489836.104725,185.3378,19.5045
2016-06-17,39.64071428571429,40.57005904652759,4670.051234567901,4644.762936775159,86.91446028513238,78.2803123738957,3592.333585491399,13043454721.685583,183.1572,18.9989
2016-06-24,40.49214285714286,41.25805117365724,4570.846003898636,4619.672008781774,81.30252100840335,70.23025152297629,3663.257157201227,12148667428.252874,180.2483,18.7371
2016-07-01,41.362142857142864,41.97831101716961,4663.572033898305,4634.82309078828,81.55440414507771,63.801825558512874,3735.6163003452516,13065881750.918558,186.1726,19.2636
2016-07-08,42.412142857142854,43.161202881547,5082.939009046791,4772.452348947911,83.6846929422548,64.348018979297,3809.437226352157,14017511334.536623,188.5938,19.5937
2016-07-15,43.62928571428571,44.433042497340736,5268.226804123711,5004.912615689602,86.755823986195,65.5173602859884,3884.7053708792,14970856400.681004,191.414,20.0785
2016-07-22,44.88214285714286,45.79797016436197,5465.302910705476,5272.156241291993,87.03547297297297,66.04414641183857,3961.369078296784,15964430918.825384,192.6645,20.1618
2016-07-29,46.370000000000005,47.30490747578038,5708.494529540481,5480.674748123223,91.24752475247524,71.34265859323878,4039.54105986272,16999897264.463741,192.5581,21.0451
2016-08-05,47.989285714285714,48.75758647900967,5818.556441460344,5664.117960568768,94.26005466614605,76.24561423814734,4119.236681059974,18072723988.047153,193.4982,21.17
2016-08-12,49.96857142857142,50.66190828180838,6302.77223198594,5943.274400995589,95.80165289256199,82.21457542752417,4200.511414681174,19214336750.32638,193.7465,20.8637
2016-08-19,51.48857142857143,52.2083205109006,6224.234043665383,6115.187572370555,91.92277383766746,82.01916020784512,4283.359242974797,18065980201.19722,193.8175,20.9499
2016-08-26,52.75285714285714,53.51787777611385,6200.721311136815,6242.575862262712,89.75741239892186,74.50177190117499,4367.813327834293,16917934006.693058,192.7089,20.9648
2016-09-02,53.940714285714286,54.719494072632,6250.645088342209,6225.2001477148015,89.24020764511565,74.88446935649887,4453.954394390978,18075937402.45848,193.6667,21.3157
2016-09-09,54.87214285714286,55.3595615296144,5949.645088342209,6133.6704959404115,77.60372565622356,68.1285096397486,4541.810282278798,16950327390.905544,189.1525,20.5157
2016-09-16,56.06071428571429,56.35695332566582,6281.645088342209,6160.6450883422085,81.20780195048764,75.08368082714937,4631.466487924374,18136421937.894875,190.192,20.7577
2016-09-23,57.362857142857145,57.50269288224371,6492.864398658361,6241.384858447593,82.26548672566372,75.46068159548761,4722.949517682861,19349101956.01013,192.5274,20.7547
2016-09-30,58.99071428571428,58.97166716461122,6850.189683184403,6541.566390061657,86.96075251378528,81.79063622314925,4816.153708036519,20594586455.114788,192.8037,20.181
2016-10-07,60.43285714285714,60.02211154266306,6683.0553443177005,6675.369808720155,81.97656002534052,87.22448509962109,4911.206182197249,19373346582.975246,191.6806,20.0286
2016-10-14,61.51428571428571,60.81783000364132,6596.16611661166,6709.803714704588,76.80594900849859,80.24691154362677,5008.105105841194,18143633256.535187,189.9691,20.0913
2016-10-21,62.57428571428572,61.71411933648915,6750.883047844065,6676.701502924475,76.55690765926987,80.01533681004167,5106.993207958018,19394139846.934093,190.7357,19.7746
2016-10-28,63.70928571428571,62.89357009162393,7052.989554700385,6800.01290638537,77.4060020696792,80.45738823378986,5207.822672117178,20646234692.554775,189.4521,19.1501
