Date,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD,SPY,NDAQ
2015-09-18,256.6207142857143,249.82347503928798,26059.872340425532,25090.872340425532,53.19683214216728,48.84659700616651,198.4443116,8369759925.559686,170.4466,14.8138
2015-09-25,256.2207142857143,250.76834503404962,25688.872340425536,25590.20567375887,48.09782608695653,49.75257022642706,199.785425368,7908086416.513525,168.2741,15.6973
2015-10-02,254.82642857142858,250.34189902950968,24754.872340425532,25501.20567375887,43.57725717294025,42.78553631218154,201.22111686064,7446033425.5059805,170.1325,15.4478
2015-10-09,250.58857142857144,246.3883124922417,22066.872340425532,24170.20567375887,32.119824000964385,35.823351488890395,202.3924945234272,7007862253.232236,175.6553,15.5828
2015-10-16,248.29285714285714,243.80453749327614,22698.872340425532,23173.539007092197,39.38292811839323,36.619357687375306,203.34144463295866,7458404774.494121,177.3479,16.1346
2015-10-23,243.60928571428573,239.17593249417268,20906.872340425532,21890.872340425532,28.679196202120025,30.645583169256227,202.0,7022576522.493985,181.0559,17.2353
2015-10-30,239.43214285714285,234.876474828283,20690.453310696095,21432.065997182388,30.065448595582197,24.39783781084398,202.583,6595321225.428748,181.4136,16.9917
2015-11-06,237.01857142857145,234.5409448511786,23233.453310696095,21610.25965393924,40.141214915096,32.708413455785305,202.87333999999998,7049314784.646952,183.2545,17.0944
2015-11-13,234.49571428571429,230.8941522043548,20716.453310696095,21546.78664402943,39.786003470214,34.22778767121716,203.50755919999997,6612563709.2595005,176.711,16.6101
2015-11-20,232.84285714285713,229.44293191044085,21998.453310696095,21982.786644029427,43.7486492327642,39.60370652474667,204.09720801599997,7055139672.608698,182.6176,17.6022
2015-11-27,232.90285714285713,229.73187432238208,23158.453310696095,21957.78664402943,50.227889310906136,45.508746978795195,204.53906385567996,7507864791.589863,182.8357,17.2794
2015-12-04,231.60999999999999,229.8182910793978,23035.09644961909,22730.667690337094,44.607317363842206,53.717239912016076,205.09328257856635,7062624701.539228,182.8881,17.2999
2015-12-11,229.8307142857143,228.11185226881145,21699.09644961909,22630.88206997809,42.867777586898015,46.797234167404426,205.763416926995,6631045140.551258,176.1351,16.1743
2015-12-18,228.41785714285714,228.42493863296994,23043.09644961909,22592.429782952426,44.498219848687135,47.53147008548621,206.3607485884551,7068597952.932413,175.5694,16.4898
2015-12-24,226.27142857142854,228.71094681524062,23054.09644961909,22598.763116285758,41.13517021653195,44.7830636437512,206.988733616686,7503552554.56535,180.5375,17.0971
2015-12-31,225.06428571428572,230.2174872398752,23997.504585568437,23364.899161602207,45.17749115397785,42.267658088402044,207.57995894435228,7944933326.079905,178.9488,17.1502
2016-01-08,222.45214285714286,227.65515560789183,21095.777591973245,22715.792875720257,40.61778439119503,43.01705645047883,208.30103976546525,7524059735.557587,168.4595,16.4544
2016-01-15,221.33071428571427,224.63313486017293,20495.151948103634,21862.811375215108,45.4890242500862,44.33457861714333,193.38,7100800518.91282,164.8519,16.6549
2016-01-22,219.58357142857145,221.68871687881654,20251.349076053757,20614.092872043544,42.8118020453744,45.20385741078412,191.25,6674698110.6322565,167.2307,17.0204
2016-01-29,218.30571428571426,217.6235546283077,19117.02061283157,19954.507212329656,44.531393287277616,47.46244478370035,182.41,6251763762.613508,170.0395,18.2794
2016-02-05,215.13928571428573,210.28708067786667,16258.1634117206,18542.177700201977,38.334824482921945,45.346608326553195,157.7442,5854024059.417815,164.9748,17.5128
2016-02-12,209.3307142857143,202.38746992081778,15102.625029244327,16825.9363512655,26.91608947428182,31.58097400245066,141.05,5461290489.949272,163.8162,18.0759
2016-02-19,206.43,197.6131405980421,16656.625029244326,16005.804490069751,37.80553720497268,37.852128224727444,141.4942,5859938183.287242,168.5298,18.5536
2016-02-26,204.3107142857143,196.64338851830317,19032.625029244326,16930.625029244326,41.63989856297549,40.09667198769157,142.12331600000002,6282958922.539119,171.242,18.8248
2016-03-04,202.12714285714287,197.2296033825294,20102.625029244326,18597.29169591099,41.34239592183517,43.10443404221611,143.12084968000002,6726100897.627658,175.9293,19.1462
2016-03-11,200.49285714285716,198.59898959819213,20748.625029244326,19961.29169591099,43.70667840246452,43.96650452602954,144.33903268640003,7174955168.240426,177.9744,19.5276
2016-03-18,201.6157142857143,203.1511243184332,23272.625029244326,21374.625029244326,54.05865950635133,50.41952507112697,145.71805203267203,7640255899.264268,180.3177,19.0926
2016-03-24,201.42214285714286,206.4309744093088,22773.625029244326,22264.958362577658,49.268398034663356,50.98815156645683,147.4932909920186,7174468399.686567,179.206,18.9475
2016-04-01,201.92357142857145,210.5855111547343,23757.679925128687,23267.976661205776,51.80055401662051,56.15956167798559,149.3410251721782,7643838523.798766,182.5587,19.5602
2016-04-08,202.64214285714283,215.85010966743639,25005.900537843947,23845.735164072317,52.540660672795234,62.06700889362678,151.31220466873464,8097107202.062294,180.4236,18.838
2016-04-15,205.75,221.0047617117782,25449.900537843947,24737.827000272195,62.545412605962746,60.18151795389602,153.67276057535994,8561932149.909155,183.3174,19.0718
2016-04-22,209.23285714285717,225.37079348354112,25373.900537843947,25276.567204510615,64.49809705042816,59.5516777490012,155.77910536385275,8086686153.455986,184.3673,18.9387
2016-04-29,211.96214285714285,227.42268768573564,24074.900537843947,24966.23387117728,60.690504168765024,58.70506662571729,157.8297232565757,7624036375.359486,182.0381,18.2639
2016-05-06,213.65714285714287,225.75699599430422,21491.900537843947,23646.900537843947,56.14162223717584,56.042580175888595,159.8207287914442,7182036153.112473,181.4999,18.9505
2016-05-13,216.87214285714285,223.337396528397,20759.900537843947,22108.900537843947,63.0911523471584,56.97309133616448,161.48811421561533,6747556709.302959,180.653,18.8469
2016-05-20,221.81785714285712,222.92974365794407,22026.662587867744,21426.154554518547,70.0092474858398,65.21825765381712,162.58135193130303,7208428754.740422,181.297,18.8292
2016-05-27,225.85071428571428,222.94444450355152,22302.346403940886,21696.30317655086,67.61732401397903,65.71228583122345,163.74072489267698,7678071871.4346285,185.4878,19.4359
2016-06-03,227.89714285714285,222.4171852364113,21896.9337431694,22075.314244992678,60.19355297801182,61.73212740568366,164.98451039482345,7213100637.4191885,185.5231,19.2583
2016-06-10,229.165,221.93356053822313,21876.25604670559,22025.178731271957,56.825347996616166,61.85420256743767,166.179814186927,6766519224.475219,185.3378,19.5045
2016-06-17,229.7342857142857,221.07175246646005,21543.899383095726,21772.363057656905,53.14051540704548,57.0839197815126,167.67311790318846,6328962477.87566,183.1572,18.9989
2016-06-24,226.90642857142856,217.34885213759873,19312.616756688858,20910.92406216339,34.032427200129064,48.3511140005493,168.83505554512467,5930541219.392504,180.2483,18.7371
2016-07-01,226.10285714285715,217.23567185258557,21647.693997790597,20834.73671252506,46.04791681304011,49.35831455126527,169.93335443422217,6355233321.680402,186.1726,19.2636
2016-07-08,224.61642857142857,217.17491560557417,21675.693997790597,20878.668250756684,42.163139263387805,46.49480877877469,170.89948734553772,6788583048.036886,188.5938,19.5937
2016-07-15,222.49714285714285,217.60492685816428,22037.35840832396,21786.91546796838,38.02760067791139,40.0916094582014,171.87769759862698,7207567287.095498,191.414,20.0785
2016-07-22,220.1942857142857,218.22693661040904,22224.332907438955,21979.128437851166,36.71501565848031,47.09482237827625,172.99014364665445,7621566299.966284,192.6645,20.1618
2016-07-29,218.84,220.4353450623545,23476.29722342109,22579.329513061337,42.87753568745304,53.81411887104179,174.12634077372135,8050716438.43034,192.5581,21.0451
2016-08-05,218.07357142857146,221.7146323873739,22999.603940708603,22900.078023856215,45.70353167293986,53.83151279605276,175.3494139582469,7619008381.738444,193.4982,21.17
2016-08-12,218.83642857142857,222.23401473572406,22557.453610193486,23011.118258107726,55.16141503962885,58.14869444403611,176.575025679082,7192117843.734337,193.7465,20.8637
2016-08-19,220.07857142857142,222.60281277096087,22496.453610193486,22684.503720365192,58.987080103359176,60.173982439165734,177.67427516550035,6767576550.142158,193.8175,20.9499
2016-08-26,220.05785714285713,222.25443773483275,21995.453610193486,22349.78694352682,49.8372432371759,53.14862790579804,178.71078966219034,6353209414.042222,192.7089,20.9648
2016-09-02,218.25357142857143,218.99117937018838,19774.453610193486,21422.120276860154,38.363736871199556,45.51293706077402,179.70637386894654,5959388703.016666,193.6667,21.3157
2016-09-09,216.50214285714284,215.7216887874966,19443.453610193486,20404.453610193483,38.62708719851577,44.91104254185185,180.5202463915676,5578909257.228858,189.1525,20.5157
2016-09-16,215.54571428571427,214.34546361583037,20536.147046759637,19918.01808904887,44.35164093478445,42.586011848985564,181.03977746373627,5974373640.5758505,190.192,20.7577
2016-09-23,214.97285714285712,213.426068467053,20741.147046759637,20240.249234570918,46.5802490192734,47.86607913618323,181.53298191446154,6374468640.999409,192.5274,20.7547
2016-09-30,215.75,212.17325933811262,20399.147046759637,20558.813713426305,55.53070353802359,54.81064950883171,182.10592227617232,5977237513.314715,192.8037,20.181
2016-10-07,214.32928571428573,210.09815809303092,19656.51991662807,20265.604670049117,37.935217760524075,44.36345413915773,182.68380383064888,5598022379.517806,191.6806,20.0286
2016-10-14,212.88142857142856,208.28640368062682,19646.51991662807,19900.728960005257,37.67781155015196,37.067577134283155,183.3435037540359,5232417523.631611,189.9691,20.0913
2016-10-21,211.4307142857143,207.19354985654323,20004.69796101277,19769.245931422967,37.647488140128935,38.29535029535348,183.7594336789552,5600639559.998024,190.7357,19.7746
2016-10-28,209.83785714285713,206.2304098756708,19992.69796101277,19881.305279551205,36.14218245090728,40.99207462231478,184.21744500537608,5260051472.743362,189.4521,19.1501
2016-11-04,206.67857142857142,204.14102189224803,19052.3299782909,19683.24196677215,21.40917905623789,32.86791135088946,184.80709610526856,4930019275.918828,185.8956,19.3264
2016-11-11,203.7164285714286,202.06355230661498,18852.470484667676,19299.166141323785,22.201367475532905,32.53441664802581,180.42,4601192655.285272,192.9107,19.8523
2016-11-18,200.81714285714287,199.79107866573298,18498.527187682714,18801.109216880428,22.466422466422472,31.268482057824286,178.19,4274228558.9663677,194.7647,19.676
2016-11-25,198.79214285714286,199.3722681769686,19661.457455268388,19004.15170920626,33.27038829222235,36.701825113405995,178.4862,4616919842.061249,197.4567,19.6282
2016-12-02,196.0407142857143,196.9852990867061,18142.778488509834,18767.58771048698,29.704952581664898,35.9929078782597,178.86122,4292618162.1431117,195.8165,19.0874
2016-12-09,195.64071428571427,196.34459254181195,19213.2455788339,19005.82717420404,46.642685851318944,43.44714295058089,179.2709956,4630252237.709315,201.9046,20.5037
