Date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2007-01-03,142.25,142.860001,140.570007,141.369995,102.945806669288,94807600,0.0000,1.0
2007-01-04,141.229996,142.050003,140.610001,141.669998,103.164269228038,69620600,0.0000,1.0
2007-01-05,141.330002,141.399994,140.380005,140.539993,102.341398177747,76645300,0.0000,1.0
2007-01-08,140.820007,141.410004,140.25,141.190002,102.814735542209,71655000,0.0000,1.0
2007-01-09,141.309998,141.600006,140.399994,141.070007,102.727355033556,75680100,0.0000,1.0
2007-01-10,140.580002,141.570007,140.300003,141.539993,103.069599424902,72428000,0.0000,1.0
2007-01-11,141.580002,142.619995,141.5,142.160004,103.521092208351,54476800,0.0000,1.0
2007-01-12,142.149994,143.240005,142.110001,143.240005,104.30755028348,55370600,0.0000,1.0
2007-01-16,143.070007,143.440002,142.729996,142.960007,104.103655390679,44871300,0.0000,1.0
2007-01-17,142.850006,143.460007,142.729996,143.020004,104.147345280905,50241400,0.0000,1.0
2007-01-18,143.169998,143.259995,142.309998,142.539993,103.797800672057,68177300,0.0000,1.0
2007-01-19,142.539993,143.100006,142.460007,142.820007,104.001707216077,56973000,0.0000,1.0
2007-01-22,143.070007,143.100006,141.929993,142.380005,103.681297210927,60253600,0.0000,1.0
2007-01-23,142.259995,143.080002,142.059998,142.800003,103.987140278329,54064400,0.0000,1.0
2007-01-24,142.970001,143.979996,142.910004,143.949997,104.82456734335,55834700,0.0000,1.0
2007-01-25,143.860001,143.919998,142.009995,142.259995,103.593905779256,73583800,0.0000,1.0
2007-01-26,142.570007,142.649994,141.580002,142.130005,103.499246899138,67255600,0.0000,1.0
2007-01-29,142.190002,142.800003,141.740005,142.050003,103.440989342963,66114600,0.0000,1.0
2007-01-30,142.350006,142.860001,142.059998,142.789993,103.979850983845,70407600,0.0000,1.0
2007-01-31,142.630005,144.130005,142.399994,143.75,104.678929278523,91868600,0.0000,1.0
2007-02-01,144.149994,144.660004,143.910004,144.610001,105.305183079277,69312400,0.0000,1.0
2007-02-02,144.729996,144.949997,144.380005,144.809998,105.450821144105,49607000,0.0000,1.0
2007-02-05,144.699997,144.940002,144.339996,144.850006,105.479955019601,45705300,0.0000,1.0
2007-02-06,144.970001,145.029999,144.330002,144.889999,105.509077972078,57081300,0.0000,1.0
2007-02-07,145.119995,145.360001,144.570007,145.210007,105.742108196778,55669700,0.0000,1.0
2007-02-08,144.779999,145.119995,144.270004,145.020004,105.603747775215,70641000,0.0000,1.0
2007-02-09,145.059998,145.330002,143.389999,143.940002,104.817288971885,79084400,0.0000,1.0
2007-02-12,143.940002,144.039993,143.190002,143.449997,104.460466719773,65657000,0.0000,1.0
