Date,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-11-20,182.31,183.22,180.35,181.66,177.724765746485,6040210,0.0,1.0
2019-11-19,180.39,182.98,180.2,182.77,178.810720221761,8536510,0.0,1.0
2019-11-18,179.57,180.32,178.98,179.66,175.768091016258,7173576,0.0,1.0
2019-11-15,180.03,180.68,179.08,179.77,175.875708126421,7808816,0.0,1.0
2019-11-14,179.0,179.77,178.06,179.75,175.856141379119,9810965,0.3,1.0
2019-11-13,179.4,180.88,177.9,179.41,175.231048735505,6158605,0.0,1.0
2019-11-12,179.94,181.06,178.88,179.74,175.553362129868,6118738,0.0,1.0
2019-11-11,178.5,180.36,178.2,179.54,175.358020678739,3608356,0.0,1.0
2019-11-08,178.38,179.45,177.8,178.97,174.80129754302,3894142,0.0,1.0
2019-11-07,177.35,180.65,176.85,178.43,174.273875624972,7224054,0.0,1.0
2019-11-06,176.37,178.19,176.14,176.77,172.652541580599,6991386,0.0,1.0
2019-11-05,179.07,179.56,175.18,176.37,172.26185867834,7443234,0.0,1.0
2019-11-04,182.08,182.4,178.81,178.95,174.781763397908,7145758,0.0,1.0
2019-11-01,180.13,181.32,179.56,180.93,176.715643764087,7000104,0.0,1.0
2019-10-31,179.25,179.7,178.01,178.86,174.693859744899,6730718,0.0,1.0
2019-10-30,177.79,179.42,176.39,179.25,175.074775574601,5374200,0.0,1.0
2019-10-29,179.8,180.0,177.37,177.63,173.492509820454,7570223,0.0,1.0
2019-10-28,178.93,180.18,178.35,179.84,175.651032855433,10033105,0.0,1.0
2019-10-25,174.93,179.15,173.5,177.85,173.707385416697,10125051,0.0,1.0
2019-10-24,173.42,176.87,173.4,176.16,172.056750154654,8090483,0.0,1.0
2019-10-23,170.99,172.17,170.18,171.32,167.329487037326,7153777,0.0,1.0
2019-10-22,177.0,177.79,170.78,170.86,166.880201699729,10181447,0.0,1.0
2019-10-21,176.0,176.73,174.61,176.43,172.320461113679,4926968,0.0,1.0
2019-10-18,177.9,178.2,174.55,175.71,171.617231889614,6311887,0.0,1.0
2019-10-17,178.89,179.19,177.5,177.94,173.795289069705,4909697,0.0,1.0
2019-10-16,177.92,178.26,176.27,177.87,173.72691956181,6521353,0.0,1.0
2019-10-15,178.13,179.43,177.55,178.75,174.586421946778,4445146,0.0,1.0
2019-10-14,177.38,178.41,177.11,177.36,173.22879886143,7260267,0.0,1.0
2019-10-11,176.87,179.2,176.85,177.06,172.935786684736,8950412,0.0,1.0
2019-10-10,173.89,175.9,173.59,174.88,170.806564867427,4850090,0.0,1.0
2019-10-09,174.11,175.99,173.64,174.88,170.806564867427,6337901,0.0,1.0
2019-10-08,173.57,174.64,171.88,172.42,168.403865018537,5494033,0.0,1.0
2019-10-07,174.66,175.69,173.8,174.9,170.82609901254,5286659,0.0,1.0
2019-10-04,174.68,176.52,174.44,175.98,171.880942848638,6122121,0.0,1.0
2019-10-03,169.91,173.14,168.63,172.87,168.843383283578,7303272,0.0,1.0
2019-10-02,172.64,172.94,168.59,169.83,165.874193226413,10720609,0.0,1.0
2019-10-01,173.02,174.82,172.82,174.29,170.230307586596,8224159,0.0,1.0
2019-09-30,174.17,175.45,172.01,172.01,168.003415043722,16556641,0.0,1.0
2019-09-27,176.7,176.83,172.36,174.0,169.947062482458,9305737,0.0,1.0
2019-09-26,175.65,176.45,174.61,175.65,171.558629454275,10427311,0.0,1.0
2019-09-25,173.8,175.67,172.39,175.28,171.197247769686,7818563,0.0,1.0
2019-09-24,176.11,177.2,173.4,174.48,170.415881965169,10422418,0.0,1.0
2019-09-23,172.9,175.25,172.79,174.91,170.835866085096,8830719,0.0,1.0
2019-09-20,177.4,177.63,173.95,174.06,170.005664917797,12930860,0.0,1.0
2019-09-19,176.2,177.41,175.61,175.96,171.861408703525,7028738,0.0,1.0
2019-09-18,177.09,177.18,172.83,175.29,171.207014842242,9756508,0.0,1.0
2019-09-17,176.83,178.26,175.04,176.45,172.339995258792,5938965,0.0,1.0
2019-09-16,176.17,177.2,175.51,176.11,172.007914791872,4253319,0.0,1.0
2019-09-13,178.65,178.77,176.02,177.27,173.140895208422,6103042,0.0,1.0
2019-09-12,176.85,179.41,176.68,177.98,173.834357359931,7746831,0.0,1.0
2019-09-11,177.4,177.93,174.45,174.98,170.904235592992,9105413,0.0,1.0
2019-09-10,179.41,179.7,173.81,176.35,172.242324533227,15249660,0.0,1.0
2019-09-09,186.92,187.05,179.51,181.55,177.321202262588,7286381,0.0,1.0
2019-09-06,184.74,186.71,184.55,185.74,181.413605663746,7990337,0.0,1.0
2019-09-05,183.73,185.68,183.38,184.73,180.427131335543,6382179,0.0,1.0
2019-09-04,180.9,182.2,180.05,181.77,177.53607785883,4154827,0.0,1.0
2019-09-03,180.52,181.25,179.1,179.2,175.025940211819,4642727,0.0,1.0
2019-08-30,181.99,182.18,179.67,180.82,176.608205965966,4061235,0.0,1.0
2019-08-29,180.4,181.39,179.31,181.17,176.950053505442,4679395,0.0,1.0
2019-08-28,176.99,178.99,176.03,178.67,174.508285366327,4401892,0.0,1.0
2019-08-27,178.32,179.19,176.94,178.38,174.225040262189,4024304,0.0,1.0
2019-08-26,176.41,177.67,175.35,177.59,173.453441530229,7755205,0.0,1.0
2019-08-23,179.55,180.5,174.24,175.23,171.148412406903,7053554,0.0,1.0
2019-08-22,181.95,182.33,178.61,180.09,175.895209669344,6660275,0.0,1.0
2019-08-21,180.69,181.69,180.24,180.94,176.725410836644,3696519,0.0,1.0
2019-08-20,179.43,180.63,178.49,179.24,175.065008502045,3794064,0.0,1.0
2019-08-19,180.42,180.42,178.12,179.74,175.553362129868,5285814,0.0,1.0
2019-08-16,178.0,178.75,177.2,178.23,174.078534173842,8312221,0.0,1.0
2019-08-15,174.26,177.02,173.52,176.27,172.164187952775,6698028,0.25,1.0
2019-08-14,176.24,177.25,173.16,173.51,169.228462789973,7293455,0.0,1.0
2019-08-13,174.39,178.92,174.21,178.61,174.202615059173,6786004,0.0,1.0
2019-08-12,177.44,178.65,175.6,176.34,171.988629637392,8877713,0.0,1.0
2019-08-09,179.67,180.1,177.85,179.05,174.631757607888,5373665,0.0,1.0
2019-08-08,177.46,179.95,176.57,179.9,175.460782986088,7602826,0.0,1.0
2019-08-07,171.5,175.73,170.34,175.32,170.993799183552,8292806,0.0,1.0
2019-08-06,171.79,172.95,170.13,172.48,168.22387909639,10281292,0.0,1.0
2019-08-05,172.01,173.5,166.98,168.86,164.693206309232,16858343,0.0,1.0
2019-08-02,178.0,178.27,174.69,177.42,173.041979529693,8264575,0.0,1.0
2019-08-01,179.19,182.4,178.17,179.17,174.748796484811,8417340,0.0,1.0
2019-07-31,181.79,182.05,176.06,178.0,173.607667434818,7981222,0.0,1.0
2019-07-30,182.54,183.38,181.27,181.53,177.050561064284,5236595,0.0,1.0
2019-07-29,183.89,184.07,182.73,183.21,178.689105341196,4621839,0.0,1.0
2019-07-26,182.41,183.82,182.21,183.69,179.157260848886,5056545,0.0,1.0
2019-07-25,183.87,183.99,181.3,181.59,177.109080502745,6085782,0.0,1.0
2019-07-24,180.79,183.43,179.25,183.33,178.806144218119,8169268,0.0,1.0
2019-07-23,180.89,181.27,179.06,180.9,176.436106960441,7192989,0.0,1.0
2019-07-22,179.64,180.98,179.14,180.57,176.114250048905,4864405,0.0,1.0
2019-07-19,181.84,181.84,179.14,179.24,174.817069163015,5327073,0.0,1.0
2019-07-18,178.63,180.62,178.58,180.53,176.075237089931,4738512,0.0,1.0
2019-07-17,179.56,180.21,179.01,179.15,174.729290005324,3994229,0.0,1.0
2019-07-16,180.37,180.88,178.73,179.31,174.88534184122,6800162,0.0,1.0
2019-07-15,180.56,181.07,179.94,180.57,176.114250048905,4490576,0.0,1.0
2019-07-12,181.35,181.35,178.92,180.33,175.88017229506,7196717,0.0,1.0
2019-07-11,180.12,180.94,179.46,180.74,176.280055124545,6986642,0.0,1.0
2019-07-10,178.58,180.26,178.58,179.31,174.88534184122,5110955,0.0,1.0
2019-07-09,175.43,177.89,175.3,177.73,173.344329961742,4894250,0.0,1.0
2019-07-08,176.3,176.61,175.4,176.19,171.842331041239,6720284,0.0,1.0
2019-07-05,175.86,177.03,174.51,176.66,172.300733309185,5840638,0.0,1.0
2019-07-03,176.0,176.99,175.72,176.87,172.505551343799,4066632,0.0,1.0
2019-07-02,174.1,175.32,173.3,175.28,170.954786224578,5239069,0.0,1.0
2019-07-01,175.33,175.54,172.74,173.94,169.647852098945,6121956,0.0,1.0
2019-06-28,171.96,173.55,170.52,173.55,169.267475748947,8442697,0.0,1.0
2019-06-27,172.12,172.4,170.32,171.23,167.004724128449,5873376,0.0,1.0
2019-06-26,171.39,172.39,170.82,171.06,166.838919052809,7129946,0.0,1.0
2019-06-25,174.81,174.94,170.59,171.28,167.053490327166,9899898,0.0,1.0
2019-06-24,174.6,174.73,172.72,173.85,169.560072941253,5554877,0.0,1.0
2019-06-21,173.27,174.81,173.16,173.44,169.160190111768,11728247,0.0,1.0
2019-06-20,172.51,173.94,171.75,173.74,169.452787304074,11474071,0.0,1.0
2019-06-19,169.39,171.2,169.21,170.69,166.478049182298,6323865,0.0,1.0
2019-06-18,170.65,170.67,167.55,169.28,165.10284237846,6969300,0.0,1.0
2019-06-17,169.73,170.42,169.03,169.56,165.375933091279,6410155,0.0,1.0
2019-06-14,169.77,170.64,168.84,169.66,165.473465488714,4999905,0.0,1.0
2019-06-13,172.14,172.2,168.72,169.35,165.171115056665,6901436,0.0,1.0
2019-06-12,170.38,171.62,169.7,171.59,167.355840759216,6772048,0.0,1.0
2019-06-11,171.95,172.18,168.42,170.31,166.107426072044,6083065,0.0,1.0
2019-06-10,171.84,172.02,170.51,170.82,166.604841298964,7565924,0.0,1.0
2019-06-07,168.0,171.61,167.8,170.05,165.853841838712,10529165,0.0,1.0
2019-06-06,165.88,167.4,164.94,166.92,162.801077798988,13738473,0.0,1.0
2019-06-05,163.5,165.4,162.69,165.39,161.308832118228,7769282,0.0,1.0
2019-06-04,160.29,162.37,158.65,162.33,158.324340756708,6684794,0.0,1.0
2019-06-03,161.54,162.83,156.75,158.6,154.686382332371,8034590,0.0,1.0
2019-05-31,160.91,162.13,160.56,161.33,157.349016782355,5079016,0.0,1.0
2019-05-30,162.8,163.5,161.94,162.76,158.743730065679,4750610,0.0,1.0
2019-05-29,163.3,163.5,161.48,162.73,158.714470346449,6456044,0.0,1.0
2019-05-28,163.4,165.77,163.33,163.71,159.670287841315,10202735,0.0,1.0
2019-05-24,162.75,163.41,161.72,162.64,158.626691188757,4105718,0.0,1.0
2019-05-23,163.5,164.25,160.82,161.51,157.524575097738,6137978,0.0,1.0
2019-05-22,163.6,165.63,163.45,164.24,160.187209547722,5416382,0.0,1.0
2019-05-21,164.58,164.86,163.19,163.86,159.816586437468,9095674,0.0,1.0
2019-05-20,163.35,164.74,162.33,163.47,159.43621008747,4747352,0.0,1.0
2019-05-17,163.29,165.2,163.2,164.09,160.040910951569,4582485,0.0,1.0
2019-05-16,163.45,165.6,162.86,164.87,160.801663651564,9745459,0.25,1.0
2019-05-15,159.32,163.16,159.1,162.79,158.532599478186,7547009,0.0,1.0
2019-05-14,158.1,161.52,157.94,160.21,156.020073483631,9756655,0.0,1.0
2019-05-13,157.19,158.72,156.42,157.33,153.215393303661,9729964,0.0,1.0
2019-05-10,158.86,161.4,157.27,160.71,156.506997125986,5192495,0.0,1.0
2019-05-09,158.86,159.85,157.17,159.81,155.630534569746,6813880,0.0,1.0
2019-05-08,159.77,161.7,159.52,160.76,156.555689490222,5445899,0.0,1.0
2019-05-07,160.95,161.78,158.68,160.21,156.020073483631,6413553,0.0,1.0
2019-05-06,158.21,162.65,158.2,162.28,158.035937362983,10442357,0.0,1.0
2019-05-03,162.3,162.74,161.18,162.04,157.802214014653,4317836,0.0,1.0
2019-05-02,162.1,163.08,160.43,161.12,156.906274512718,6054926,0.0,1.0
2019-05-01,165.54,165.74,162.75,162.79,158.532599478186,5248092,0.0,1.0
2019-04-30,164.98,165.7,163.92,164.43,160.129709025113,6432714,0.0,1.0
2019-04-29,163.21,164.5,163.1,164.15,159.857031785394,10003563,0.0,1.0
2019-04-26,161.26,163.03,160.4,162.93,158.668938098046,7525392,0.0,1.0
2019-04-25,160.52,161.6,158.55,161.02,156.808889784247,8862480,0.0,1.0
2019-04-24,161.75,162.03,160.65,161.49,157.266598008061,7376521,0.0,1.0
2019-04-23,161.0,161.88,159.87,161.66,157.432152046462,6522901,0.0,1.0
2019-04-22,159.2,160.48,159.07,160.4,156.205104467726,4602806,0.0,1.0
2019-04-18,160.93,161.1,159.0,160.16,155.971381119395,7859406,0.0,1.0
2019-04-17,160.87,161.07,160.31,160.44,156.244058359114,4609445,0.0,1.0
2019-04-16,161.04,161.1,159.55,160.23,156.039550429325,6021579,0.0,1.0
2019-04-15,159.83,160.48,159.19,160.44,156.244058359114,8143172,0.0,1.0
2019-04-12,158.71,159.64,157.86,159.64,155.464980531345,6745080,0.0,1.0
2019-04-11,159.11,159.3,157.44,157.86,153.731532364558,5771697,0.0,1.0
2019-04-10,157.99,158.78,157.52,158.56,154.413225463857,3918581,0.0,1.0
2019-04-09,156.56,157.99,156.47,157.49,153.371208869215,6364467,0.0,1.0
2019-04-08,157.55,157.85,156.32,157.75,153.62440916324,5604889,0.0,1.0
2019-04-05,158.0,158.63,157.23,157.65,153.527024434769,4178703,0.0,1.0
2019-04-04,158.53,158.69,156.53,157.64,153.517285961922,5100237,0.0,1.0
2019-04-03,158.55,159.11,157.85,158.46,154.315840735385,8211733,0.0,1.0
2019-04-02,157.66,158.15,156.75,157.78,153.653624581782,6215113,0.0,1.0
2019-04-01,157.53,157.73,156.55,157.26,153.147223993732,6420179,0.0,1.0
2019-03-29,155.73,156.29,154.93,156.19,152.10520739909,12164689,0.0,1.0
2019-03-28,154.93,155.08,153.61,154.67,150.624959526329,16902229,0.0,1.0
2019-03-27,155.47,155.86,153.36,154.22,150.186728248209,12253759,0.0,1.0
2019-03-26,153.77,155.6,153.77,155.3,151.238483315697,15594356,0.0,1.0
2019-03-25,152.36,154.06,151.54,153.03,149.027849979402,7568185,0.0,1.0
2019-03-22,154.99,155.68,152.85,153.07,149.06680387079,8120155,0.0,1.0
2019-03-21,153.32,156.68,153.31,155.8,151.725406958053,7027220,0.0,1.0
2019-03-20,154.34,154.87,152.71,153.75,149.729020024394,6391356,0.0,1.0
2019-03-19,155.95,155.95,154.14,154.59,150.547051743552,9236084,0.0,1.0
2019-03-18,155.92,156.41,154.42,154.96,150.907375238895,9689378,0.0,1.0
2019-03-15,153.72,156.82,153.36,155.46,151.394298881251,20162038,0.0,1.0
2019-03-14,152.56,154.69,152.3,154.2,150.167251302514,9364876,0.0,1.0
2019-03-13,152.3,154.04,152.04,152.47,148.482495499963,8308885,0.0,1.0
2019-03-12,151.0,153.14,150.87,151.73,147.761848509277,9465366,0.0,1.0
2019-03-11,148.11,150.97,148.02,150.67,146.729570387483,9361495,0.0,1.0
2019-03-08,145.44,147.48,144.5,147.35,143.496397402241,5168083,0.0,1.0
2019-03-07,147.26,147.81,146.04,146.83,142.989996814191,8761650,0.0,1.0
2019-03-06,148.0,148.52,147.42,147.81,143.944367153208,8186390,0.0,1.0
2019-03-05,148.0,149.29,147.83,147.95,144.080705773067,9678771,0.0,1.0
2019-03-04,150.07,150.19,146.95,147.96,144.090444245915,6979679,0.0,1.0
2019-03-01,149.46,149.93,148.38,149.47,145.560953645829,7016918,0.0,1.0
2019-02-28,147.26,148.82,147.23,148.12,144.246259811468,6250470,0.0,1.0
2019-02-27,146.5,147.49,145.92,147.22,143.369797255228,9731198,0.0,1.0
2019-02-26,145.2,147.4,145.02,147.04,143.19450474398,7332555,0.0,1.0
2019-02-25,146.91,147.2,145.81,146.06,142.240134404963,9731222,0.0,1.0
2019-02-22,144.42,146.2836,144.42,145.87,142.055103420868,9681136,0.0,1.0
2019-02-21,144.35,145.0298,143.18,144.0,140.234008998457,8573402,0.0,1.0
2019-02-20,144.35,144.84,143.52,144.73,140.944917516296,5283077,0.0,1.0
2019-02-19,144.42,144.88,144.02,144.44,140.66250180373,8406948,0.0,1.0
2019-02-15,144.55,144.91,143.82,144.91,141.120210027544,6536038,0.0,1.0
2019-02-14,142.98,143.48,142.4,143.16,139.415977279299,6314035,0.25,1.0
2019-02-13,142.89,144.7,142.87,143.49,139.493749249053,6885550,0.0,1.0
2019-02-12,141.79,142.8,141.25,141.99,138.035524816175,6090351,0.0,1.0
2019-02-11,141.26,142.29,140.45,140.8,136.878666766093,7600100,0.0,1.0
2019-02-08,138.69,140.4,138.52,140.38,136.470363924887,5950895,0.0,1.0
2019-02-07,139.92,141.06,139.21,140.17,136.266212504284,10675712,0.0,1.0
2019-02-06,141.96,142.42,141.05,141.49,137.549450005216,6146859,0.0,1.0
2019-02-05,142.0,142.95,141.83,142.53,138.560485612011,8455658,0.0,1.0
2019-02-04,139.79,141.52,139.18,141.5,137.559171501435,11882736,0.0,1.0
2019-02-01,135.39,140.35,135.26,140.15,136.246769511846,13248305,0.0,1.0
2019-01-31,134.39,135.73,133.3,135.01,131.249920455186,20095659,0.0,1.0
2019-01-30,136.1,137.9,135.51,137.6,133.767787975954,8078091,0.0,1.0
2019-01-29,136.59,136.69,134.11,135.0,131.240198958967,7457711,0.0,1.0
2019-01-28,137.51,137.51,134.81,135.99,132.202627084666,9857213,0.0,1.0
2019-01-25,139.0,139.9,137.7,138.67,134.807988071407,9759451,0.0,1.0
2019-01-24,137.11,138.32,136.52,137.7,133.865002938146,4925199,0.0,1.0
2019-01-23,138.77,138.98,136.15,137.01,133.194219699022,5465773,0.0,1.0
2019-01-22,137.9,139.52,136.98,138.05,134.205255305817,8102321,0.0,1.0
2019-01-18,138.31,138.6,136.64,138.5,134.642722635681,10263458,0.0,1.0
2019-01-17,136.97,137.91,136.59,137.28,133.45670009694,5864878,0.0,1.0
2019-01-16,138.4,138.87,137.07,137.34,133.515029074255,7257982,0.0,1.0
2019-01-15,136.96,137.72,135.25,137.34,133.515029074255,7594993,0.0,1.0
2019-01-14,136.99,138.13,136.65,137.1,133.281713164995,8666670,0.0,1.0
2019-01-11,137.75,138.6,137.41,138.06,134.214976802037,5860051,0.0,1.0
2019-01-10,136.81,138.82,136.36,138.67,134.807988071407,12514916,0.0,1.0
2019-01-09,138.3,139.48,137.62,138.41,134.555229169708,9987569,0.0,1.0
2019-01-08,137.97,138.19,135.96,136.8,132.99006827842,9243043,0.0,1.0
2019-01-07,134.45,137.17,134.04,136.06,132.2706775582,12928362,0.0,1.0
2019-01-04,130.44,134.59,130.13,133.65,129.927796969377,11065782,0.0,1.0
2019-01-03,131.21,131.28,127.88,128.13,124.561531056388,9428280,0.0,1.0
2019-01-02,130.0,133.74,129.6,132.92,129.218127745377,8788010,0.0,1.0
2018-12-31,131.68,132.44,130.23,131.94,128.265421115897,7976007,0.0,1.0
2018-12-28,133.08,133.62,129.66,130.94,127.293271493978,7381742,0.0,1.0
2018-12-27,127.99,132.01,126.52,132.01,128.333471589431,10882979,0.0,1.0
2018-12-26,123.02,130.24,123.0,130.23,126.603045262417,13499510,0.0,1.0
2018-12-24,122.08,125.21,121.6,121.73,118.339773476111,8617681,0.0,1.0
2018-12-21,127.18,130.33,122.95,124.26,120.799312019564,25448609,0.0,1.0
2018-12-20,130.16,132.01,127.15,128.76,125.173985318197,18091669,0.0,1.0
2018-12-19,132.93,135.87,129.52,131.26,127.604359372992,13819008,0.0,1.0
2018-12-18,132.29,134.17,131.8,132.66,128.965368843678,12762333,0.0,1.0
2018-12-17,134.21,134.43,130.69,131.4,127.740460320061,11796196,0.0,1.0
2018-12-14,135.69,136.72,134.55,135.09,131.327692424939,9351186,0.0,1.0
2018-12-13,138.3,139.13,136.15,137.54,133.709458998639,8780914,0.0,1.0
2018-12-12,139.3,140.88,137.75,137.8,133.962217900338,10387198,0.0,1.0
2018-12-11,139.94,140.05,135.92,136.81,132.999789774639,12466320,0.0,1.0
2018-12-10,136.25,138.27,134.86,137.88,134.039989870091,15744294,0.0,1.0
2018-12-07,140.82,142.13,135.99,137.11,133.291434661214,14007711,0.0,1.0
2018-12-06,135.04,141.11,133.48,141.05,137.121704171572,16391896,0.0,1.0
2018-12-04,143.13,144.35,138.5,138.64,134.778823582749,13988900,0.0,1.0
2018-12-03,145.0,145.72,143.85,145.0,140.961695178149,11283568,0.0,1.0
2018-11-30,139.01,142.26,138.63,141.71,137.763322922038,11362793,0.0,1.0
2018-11-29,140.69,140.7,138.71,139.1,135.226012408832,8751920,0.0,1.0
2018-11-28,137.07,141.54,136.87,141.38,137.442513546805,11265076,0.0,1.0
2018-11-27,135.28,136.31,134.12,135.91,132.124855114912,7877868,0.0,1.0
2018-11-26,134.6,136.52,134.25,135.94,132.15401960357,9144597,0.0,1.0
2018-11-23,132.59,134.25,132.49,132.87,129.169520264281,3676032,0.0,1.0
2018-11-21,134.36,135.78,133.63,134.42,130.676352178254,7416670,0.0,1.0
2018-11-20,130.31,134.53,129.54,133.37,129.65559507524,12720172,0.0,1.0
2018-11-19,140.47,140.57,134.25,134.76,131.006883049706,16252967,0.0,1.0
2018-11-16,140.42,141.84,139.92,140.18,136.275934000503,8628027,0.0,1.0
2018-11-15,138.85,141.91,137.93,141.84,137.889702372888,8564991,0.25,1.0
2018-11-14,142.02,142.6,138.41,139.49,135.36656051794,6613922,0.0,1.0
2018-11-13,140.35,141.9,139.01,139.72,135.589761528185,6286973,0.0,1.0
2018-11-12,143.42,143.64,139.17,139.72,135.589761528185,11335081,0.0,1.0
2018-11-09,144.2,144.57,142.36,143.93,139.675310454851,8339828,0.0,1.0
2018-11-08,144.6,145.46,143.65,145.23,140.936881382324,5927356,0.0,1.0
2018-11-07,142.34,144.9,142.32,144.78,140.500183753583,20502121,0.0,1.0
2018-11-06,139.8,140.91,139.72,140.79,136.628131445414,4732703,0.0,1.0
2018-11-05,139.8,140.21,138.07,139.8,135.667396662184,6280034,0.0,1.0
2018-11-02,141.11,141.45,137.85,139.78,135.647987878684,17063121,0.0,1.0
2018-11-01,139.0,140.87,137.49,140.83,136.666949012413,16023953,0.0,1.0
2018-10-31,134.99,139.12,134.99,137.85,133.775040270973,13205283,0.0,1.0
2018-10-30,133.08,134.86,129.79,132.76,128.835504870326,15107555,0.0,1.0
2018-10-29,139.61,141.51,132.27,134.33,130.359094375044,12768190,0.0,1.0
2018-10-26,137.98,139.87,136.06,137.74,133.668291961725,12034937,0.0,1.0
2018-10-25,135.45,140.9,132.5,140.52,136.366112868169,14985905,0.0,1.0
2018-10-24,139.7,140.18,134.0,134.26,130.291163632795,13849587,0.0,1.0
2018-10-23,136.89,140.04,135.59,139.12,135.007498023197,10736088,0.0,1.0
2018-10-22,140.97,141.54,139.51,140.64,136.482565569167,6099509,0.0,1.0
2018-10-19,139.9,142.19,139.38,140.08,135.939119631178,8696873,0.0,1.0
2018-10-18,142.46,142.46,137.95,139.29,135.172472682944,10222553,0.0,1.0
2018-10-17,142.34,142.86,140.73,142.45,138.23906047588,9170646,0.0,1.0
2018-10-16,138.71,142.14,138.68,141.74,137.550048661645,11059518,0.0,1.0
2018-10-15,139.9,140.06,137.22,137.23,133.173367982486,7953001,0.0,1.0
2018-10-12,138.48,140.98,137.43,140.06,135.919710847679,12993257,0.0,1.0
2018-10-11,134.09,137.24,132.26,133.73,129.776830870056,15657170,0.0,1.0
2018-10-10,142.57,142.69,135.21,135.52,131.51391699327,15450100,0.0,1.0
2018-10-09,141.46,143.29,141.12,142.31,138.103198991383,10798415,0.0,1.0
2018-10-08,145.01,145.01,140.18,141.89,137.695614537892,11637314,0.0,1.0
