Date,pcf,PEG_trailing,dpr,npm,gpm,roa,roe,capital_ratio,de_ratio,cash_ratio,curr_ratio,inv_turn,pay_turn,sale_nwc,rd_sale,accrual,SPY,NADQ
2020-01-31,16.843,0.099,0.695,0.173,0.751,0.182,0.206,0.32,1.581,0.538,1.373,2.25,2.884,6.91,0.15,-0.059,305.3638,37.0548
2020-01-24,15.896537464054132,-1.1374519351575971,1.6526275452408443,0.0966941068377082,0.7507460351951933,0.1717875595004862,0.12325861397115326,0.276105763908177,1.0659907250627823,0.9292411322652538,2.2581861324724346,2.0421974977771256,3.454194239035235,2.811307232870473,0.11862217450533227,-0.08236166422733213,312.0457,35.0662
2020-01-17,11.998761257283391,-0.4664817474726908,3.3621430141427036,0.2496863305029495,0.7443710140044019,0.18314406041186757,0.23903821510245232,0.1711146454766671,1.005538225697425,1.2022739992938867,1.7228084477206402,2.437297509742871,3.2335130432241743,1.5566924113164098,0.14406686911107458,-0.05721939837103682,315.064,34.7798
2020-01-10,17.36825973321738,2.453113683565574,1.143966393095827,0.08140014472463848,0.7523709836521854,0.19677902416204088,0.11503828790442192,0.10580849752335754,1.0861442901201506,0.7721364090611298,2.4002810898678906,2.3465267140512855,3.119085894837449,2.402113900341114,0.15179106987761665,-0.050351537643544185,309.1414,33.9939
2020-01-03,13.189587105308615,2.303177185457448,-0.24252459959293904,0.1117125790422851,0.7419847992760555,0.18065945192044092,0.1690426831989621,0.06733076732176269,1.5573393409824385,1.1717725705178894,2.536652486253842,2.284450936386277,3.00446447087941,0.26121491539406705,0.11754266059730163,-0.06505672313432531,306.0093,34.4521
2019-12-27,14.40899101200088,3.9622940380533587,0.34862975286006426,0.10000925250414511,0.7398260547731526,0.18652115377084091,0.03842252375204927,0.1822478817387158,0.45026945509380933,1.1500097500176063,1.2872603912106562,2.120450979356055,2.982201536508622,2.2897294604270857,0.13071324967495654,-0.033325118273282966,306.4364,34.3598
2019-12-20,14.767074597907717,-0.5824121077422499,0.25231915497581003,0.22585113888539066,0.7457626739561469,0.1808450829872755,0.2560956276508499,0.20220822760208823,1.0392649720061884,0.5102454340539064,1.6291121561785291,2.2288835275511474,3.4333873754495388,3.3571654550431864,0.1265293497843596,-0.0017565546594458317,304.4147,34.2357
2019-12-13,13.740603420907341,4.162072806015929,-1.185078603516636,0.13071285968405266,0.7476153494926763,0.19257449255402406,0.13217105805839205,0.137715215629826,0.7407616925336158,0.7875852835111348,2.100808743371281,2.2746894520007896,3.174826527734042,3.7235747737908245,0.12822424126523035,-0.008727524486790698,299.7111,33.243
2019-12-06,16.037165320265526,1.2785389435218124,1.1761612528457206,0.13332136373999007,0.7576815266698447,0.18450706332008016,0.14945955369499234,0.11478603135096958,0.7848201509516777,0.9614770078122579,1.8347591324386134,2.462846160573524,3.1256710584734333,3.1972293393421105,0.14882452839281274,-0.04583677193102878,297.397,33.3312
2019-11-29,11.976041014062822,8.02451993268223,0.3728647495082623,0.1903066241205443,0.7397348117592618,0.1860496337465158,0.1905737297402938,0.21708933875795636,0.8322096916774792,0.6398445555042831,2.186163911078978,2.3243397133798944,2.9341623403132573,0.6869473410875697,0.152127914733629,0.008433817652996105,296.8681,33.195
2019-11-22,14.620392730430966,9.735530617540999,-0.6446851129284816,0.1617907637861944,0.7474951962173246,0.1759055994512148,0.19996313976604999,0.13141326071139867,1.146731679470712,1.0642482618103162,2.3244503461533856,2.1326482500792303,2.9016946472566527,1.8158088859051067,0.15538621490806084,-0.025109627435875363,293.704,33.0588
2019-11-15,15.018655063572524,-0.2727559400209514,-0.3793743035555992,0.12611401084541646,0.743490782571824,0.18657488736046024,0.1407789058910103,0.1267489394008701,1.1608875984305278,0.46556580343435705,2.1134152979724607,2.530772756202995,2.72083713640052,1.5451404322410345,0.12415269015300347,-0.02802970577243783,294.4879,32.8117
2019-11-08,17.48505956851789,3.2189198155849224,1.408875651200811,0.19341176314897868,0.7398975576336474,0.19537714905150225,0.07611085413181225,0.07123410945792762,0.9320319609097418,1.609239834118017,1.6910694305219935,2.3218877312518815,3.3420268832906848,5.036287375200802,0.1341186610151843,-0.029016170367343025,291.7961,31.8837
2019-11-01,12.23897575689397,4.619727532138341,-0.22731534321027946,0.12988540652708724,0.7445974358708587,0.19172627945613732,0.15592828941517045,0.01995579589721247,0.9359188116251657,0.4262067540350424,1.7592730697813956,2.507628322046647,3.1743333812315218,2.345249159276706,0.11902536675297538,-0.036484081474100115,289.1515,31.4307
2019-10-25,12.663277747609534,3.54345993986863,-1.0278575799042413,0.10708670432273176,0.7370916609287128,0.18503353544808074,0.09002436090763023,0.1847101822900284,0.8861911830436249,1.261371774775216,2.2013878500415007,2.330959908154312,3.220139555700348,2.422241782824751,0.1286932468735544,-0.04759161472433615,284.8634,31.1773
2019-10-18,17.647771916964683,8.167861481747202,1.8933892333409044,0.22029819616302554,0.743639023011673,0.18693509142628278,0.218823257072182,0.13079186106328042,0.91960496772843,0.7009306640942679,1.7076219435765534,2.326127556068936,3.3483658732492954,2.0716345652194885,0.13207240377269278,-0.038665909911654514,281.4348,31.2375
2019-10-11,9.959370848064907,4.821513685874092,1.8045750564792438,0.20863343688303834,0.7378740922954559,0.18006724195441548,0.1184337960391354,0.13511139314351003,0.9535093709830809,0.8656356106344855,2.2505870784863364,2.3239138323814683,2.911280735708852,0.7415307723929239,0.13181662194765617,-0.024668131730292524,279.8386,31.4561
2019-10-04,11.8941953989981,3.8280358390409264,2.2733151513387693,0.2082915351480249,0.7396644614693161,0.1768716570269697,0.11842961311755054,0.09805850342323442,0.844331764091392,0.6207152684185439,2.059374480824065,2.624227001264564,2.7229092725369295,2.287056189113189,0.12487203511725126,0.010586874948144233,278.0157,31.4307
2019-09-27,16.242268221107757,-4.2204720404829335,-0.0034129113865031258,0.10590491682533625,0.7383103779445741,0.1897689358225231,0.16847590680342941,0.2158273601308136,1.0983811961277545,1.1462644802775417,1.2650679285877797,2.3996212446800715,3.4979664453224095,3.602060097800314,0.12287751893997492,-0.07653710273583889,279.0075,31.7
2019-09-20,18.02912592263437,5.918286382268489,2.021714444637446,0.04184443949940586,0.7386308912250078,0.19495339109577017,0.13628040950556095,0.1413029105689182,0.6863430904297807,0.8197458491237877,1.3552383738956615,2.738676922837278,3.1853705882065397,0.4740016668490332,0.14209057324688137,-0.038981140222044505,281.7276,31.89
2019-09-13,10.209714249330592,2.335013109666225,-2.1392246795014866,0.17921886081768584,0.7413438767293365,0.19238092884877114,0.1965856470130211,0.21306579939896897,0.9138350767296051,0.5883648157968113,1.7170845669785526,2.4007117217170255,3.005644571985702,0.10050242220048133,0.12582407944949658,-0.012569444288789214,283.0687,31.5226
2019-09-06,15.508427818020861,1.4335968849502492,1.2721507321630567,0.1608244672861,0.7534220069743836,0.19000380440426187,0.16728260890375501,0.2278558830629812,0.7800459103454289,0.9595569324644009,2.0873085849660455,2.253403242670047,3.175043069091605,1.885652766516419,0.12178928627201366,-0.04120228964021707,280.2106,32.8679
2019-08-30,13.570421503923537,7.291496159773683,-1.8123285062539902,0.17150393707433545,0.7406342709636514,0.200816780763628,0.15613258362781837,0.20421614532383073,0.9918111377370822,0.8716977002430281,1.5488734727937503,2.0532150624301817,3.006495279024307,0.8558539815144066,0.13644761307598458,-0.008981668343707103,274.9458,31.4745
2019-08-23,15.775918178678154,1.9346009205165517,-0.8839280499843029,0.20050420223846643,0.7410258982996676,0.19075976191086796,0.1598279355193958,0.09818949818479514,0.6176113506693647,0.4953446155941031,2.0722052168701603,2.515263831488966,2.524679001247419,-0.17451160595845305,0.1353480147691774,-0.016312399258965472,267.8007,30.7431
2019-08-16,15.14881112453896,5.298895139064543,-0.3187768741898921,0.14486874144753933,0.7543036089384488,0.17543526315466837,0.18366079477668104,0.08295168137918357,1.1271479548096084,0.7786991093584852,1.6739795014851355,2.48420168207587,3.0815526253646177,0.9266529357430406,0.13851061953022217,-0.05299749878033558,271.5613,30.7463
2019-08-09,15.262087132796598,5.8734507728304814,1.81099962419921,0.14965067545376973,0.7378555204483916,0.17958786853694148,0.12496887378238267,0.23236142258023484,1.158512549895415,0.9035837607206672,1.4252541547161992,2.5086570747388257,3.4507302459865854,1.2570900189490257,0.11583946560952632,-0.05099616463097291,274.1655,31.0647
2019-08-02,15.278686557502903,5.408362714363163,-1.3801315453484064,0.17499524796101654,0.7442629525084292,0.179505441156316,0.11724731053061208,0.17130513976134581,1.037903942858335,0.6868094229968151,1.4265610772486041,2.63107110919334,2.660687502015831,1.4055535785479933,0.14386552205412925,-0.050624494234469325,275.1056,30.8787
