Date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount
2020-01-31 00:00:00,213.1000,224.2000,201.0600,201.9100,201.9100,140969912,0.0000
2020-01-24 00:00:00,222.1600,222.7500,216.1100,217.9400,217.9400,49475645,0.0000
2020-01-17 00:00:00,219.6000,222.6300,218.6300,222.1400,222.1400,63568726,0.0000
2020-01-10 00:00:00,206.7000,219.8800,206.5200,218.0600,218.0600,70485432,0.0000
2020-01-03 00:00:00,207.8600,210.4000,203.6000,208.6700,208.6700,42785320,0.0000
2019-12-27 00:00:00,206.7000,208.9300,205.0000,208.1000,208.1000,39055374,0.0000
2019-12-20 00:00:00,195.2700,207.7100,194.8100,206.3000,206.3000,92508494,0.0000
2019-12-13 00:00:00,200.6500,203.6600,193.1700,194.1100,194.1100,72113619,0.0000
2019-12-06 00:00:00,202.1300,202.1800,195.0800,201.0500,201.0500,55051004,0.0000
2019-11-29 00:00:00,199.5200,203.8000,198.0400,201.6400,201.6400,47780905,0.0000
2019-11-22 00:00:00,194.5600,200.0000,193.0500,198.8200,198.8200,69707440,0.0000
2019-11-15 00:00:00,189.9300,195.7000,188.5400,195.1000,195.1000,57853151,0.0000
2019-11-08 00:00:00,194.5500,197.3700,189.4700,190.8400,190.8400,61524047,0.0000
2019-11-01 00:00:00,187.2000,198.0900,185.0800,193.6200,193.6200,119684983,0.0000
2019-10-25 00:00:00,187.0400,190.6500,181.5000,187.8900,187.8900,59914255,0.0000
2019-10-18 00:00:00,184.2000,191.4900,182.5700,185.8500,185.8500,59253667,0.0000
2019-10-11 00:00:00,180.0000,186.4900,177.7200,184.1900,184.1900,51073295,0.0000
2019-10-04 00:00:00,177.8700,180.9800,173.0900,180.4500,180.4500,71972843,0.0000
2019-09-27 00:00:00,189.3400,190.1000,175.6600,177.1000,177.1000,82429981,0.0000
2019-09-20 00:00:00,186.9300,193.1000,185.5400,189.9300,189.9300,58976775,0.0000
2019-09-13 00:00:00,187.7300,190.9300,184.5500,187.1900,187.1900,64800820,0.0000
2019-09-06 00:00:00,184.0000,191.3600,182.1100,187.4900,187.4900,50230199,0.0000
2019-08-30 00:00:00,179.4000,186.8000,178.2400,185.6700,185.6700,53474711,0.0000
2019-08-23 00:00:00,186.0100,187.5000,176.6600,177.7500,177.7500,56357531,0.0000
2019-08-16 00:00:00,186.8500,191.3800,179.3100,183.7000,183.7000,69397790,0.0000
2019-08-09 00:00:00,184.6900,190.9800,179.3400,187.8500,187.8500,82843265,0.0000
2019-08-02 00:00:00,199.0000,199.6300,188.0700,189.0200,189.0200,76101891,0.0000
2019-07-26 00:00:00,199.9100,208.6600,196.2500,199.7500,199.7500,125029098,0.0000
2019-07-19 00:00:00,204.2500,205.4700,198.0700,198.3600,198.3600,64301585,0.0000
2019-07-12 00:00:00,195.1900,205.3000,193.6400,204.8700,204.8700,74038900,0.0000
2019-07-05 00:00:00,195.2100,197.4000,191.9300,196.4000,196.4000,44664895,0.0000
2019-06-28 00:00:00,192.4200,198.8800,187.3100,193.0000,193.0000,72605729,0.0000
2019-06-21 00:00:00,185.0100,194.5300,184.4100,191.1400,191.1400,125835224,0.0000
2019-06-14 00:00:00,174.7500,181.8400,172.8800,181.3300,181.3300,76761628,0.0000
2019-06-07 00:00:00,175.0000,175.0500,160.8400,173.3500,173.3500,151225879,0.0000
2019-05-31 00:00:00,181.5400,184.7100,177.1600,177.4700,177.4700,51449073,0.0000
2019-05-24 00:00:00,181.8800,186.7400,179.6700,181.0600,181.0600,48645138,0.0000
2019-05-17 00:00:00,183.5000,188.5800,178.1000,185.3000,185.3000,74646874,0.0000
2019-05-10 00:00:00,191.2400,194.2800,184.5900,188.3400,188.3400,68299211,0.0000
2019-05-03 00:00:00,190.9500,197.3900,189.7500,195.4700,195.4700,86917531,0.0000
2019-04-26 00:00:00,178.2500,198.4800,178.2500,191.4900,191.4900,146858365,0.0000
2019-04-18 00:00:00,178.5000,180.7400,176.8700,178.2800,178.2800,43679295,0.0000
2019-04-12 00:00:00,175.2100,179.6300,174.2300,179.1000,179.1000,59150668,0.0000
2019-04-05 00:00:00,167.8300,178.0000,167.2800,175.7200,175.7200,89359941,0.0000
2019-03-29 00:00:00,163.0000,169.4500,162.0000,166.6900,166.6900,62834074,0.0000
2019-03-22 00:00:00,163.5700,167.4200,159.2800,164.3400,164.3400,115959345,0.0000
2019-03-15 00:00:00,171.6000,174.3000,162.5100,165.9800,165.9800,98175891,0.0000
2019-03-08 00:00:00,163.9000,173.5700,163.8300,169.6000,169.6000,100105637,0.0000
2019-03-01 00:00:00,163.0700,166.2400,160.4100,162.2800,162.2800,67430609,0.0000
2019-02-22 00:00:00,160.5000,164.1500,159.5900,161.8900,161.8900,57582378,0.0000
2019-02-15 00:00:00,167.9000,168.3400,160.8600,162.5000,162.5000,71568178,0.0000
2019-02-08 00:00:00,165.7000,172.4700,163.6200,167.3300,167.3300,85953647,0.0000
2019-02-01 00:00:00,148.0500,171.6800,143.4300,165.7100,165.7100,185793791,0.0000
2019-01-25 00:00:00,149.2000,151.5300,142.5200,149.0100,149.0100,85683581,0.0000
2019-01-18 00:00:00,142.0000,152.4300,141.2700,150.0400,150.0400,109432340,0.0000
2019-01-11 00:00:00,137.5600,145.3600,135.9100,143.8000,143.8000,97592044,0.0000
2019-01-04 00:00:00,134.4500,138.0000,128.5600,137.9500,137.9500,104491508,0.0000
2018-12-28 00:00:00,123.1000,135.9200,123.0200,133.2000,133.2000,115619450,0.0000
2018-12-21 00:00:00,143.0800,145.9300,123.4200,124.9500,124.9500,203647372,0.0000
2018-12-14 00:00:00,139.6000,147.1900,139.0100,144.0600,144.0600,110353888,0.0000
2018-12-07 00:00:00,143.0000,143.6800,133.6700,137.4200,137.4200,104540231,0.0000
2018-11-30 00:00:00,133.0000,140.9700,131.8500,140.6100,140.6100,124832753,0.0000
2018-11-23 00:00:00,137.6100,137.7500,126.8500,131.7300,131.7300,123658067,0.0000
2018-11-16 00:00:00,144.4800,145.5800,137.7700,139.5300,139.5300,123323057,0.0000
2018-11-09 00:00:00,150.1000,153.0100,144.0700,144.9600,144.9600,95987057,0.0000
2018-11-02 00:00:00,148.5000,156.4000,139.0300,150.3500,150.3500,192315794,0.0000
2018-10-26 00:00:00,154.7600,157.3400,143.8000,145.3700,145.3700,115673324,0.0000
2018-10-19 00:00:00,153.3200,160.4900,152.5500,154.0500,154.0500,93642050,0.0000
2018-10-12 00:00:00,155.5400,160.5900,149.1600,153.7400,153.7400,134132756,0.0000
2018-10-05 00:00:00,163.0300,165.8800,156.2000,157.3300,157.3300,137031792,0.0000
2018-09-28 00:00:00,161.0300,171.7700,160.8800,164.4600,164.4600,133630306,0.0000
2018-09-21 00:00:00,161.9200,167.2500,158.8700,162.9300,162.9300,128030391,0.0000
2018-09-14 00:00:00,163.5100,167.1900,160.3400,162.3200,162.3200,111957066,0.0000
2018-09-07 00:00:00,173.5000,173.8900,160.0000,163.0400,163.0400,126851149,0.0000
2018-08-31 00:00:00,175.9900,179.7900,174.7500,175.7300,175.7300,94792602,0.0000
2018-08-24 00:00:00,174.0400,175.5500,170.9100,174.6500,174.6500,90675726,0.0000
2018-08-17 00:00:00,180.1000,182.6100,172.0400,173.8000,173.8000,125790450,0.0000
2018-08-10 00:00:00,178.9700,188.3000,178.3800,180.2600,180.2600,146552514,0.0000
2018-08-03 00:00:00,175.3000,178.8500,166.5600,177.7800,177.7800,196842755,0.0000
2018-07-27 00:00:00,210.5800,218.6200,173.0000,174.8900,174.8900,339670652,0.0000
2018-07-20 00:00:00,207.5000,211.5000,204.8400,209.9400,209.9400,69354945,0.0000
2018-07-13 00:00:00,204.9300,208.4300,201.7500,207.3200,207.3200,71224988,0.0000
2018-07-06 00:00:00,193.3700,203.6400,192.2200,203.2300,203.2300,66875416,0.0000
2018-06-29 00:00:00,200.0000,200.7500,193.1100,194.3200,194.3200,95891162,0.0000
2018-06-22 00:00:00,194.8000,203.5500,193.7900,201.7400,201.7400,101516857,0.0000
2018-06-15 00:00:00,188.8100,197.2800,188.8000,195.8500,195.8500,81327229,0.0000
2018-06-08 00:00:00,191.8400,195.0000,186.4300,189.1000,189.1000,91223272,0.0000
2018-06-01 00:00:00,184.3400,194.5500,183.7100,193.9900,193.9900,78225679,0.0000
2018-05-25 00:00:00,183.7700,186.9100,182.1800,184.9200,184.9200,66212186,0.0000
2018-05-18 00:00:00,187.7100,187.8600,182.2200,182.6800,182.6800,76022798,0.0000
2018-05-11 00:00:00,177.3500,188.3200,177.1100,186.9900,186.9900,99836468,0.0000
2018-05-04 00:00:00,173.7900,178.0800,170.2300,176.6100,176.6100,118904775,0.0000
2018-04-27 00:00:00,167.2700,177.1000,156.1900,173.5900,173.5900,206613200,0.0000
2018-04-20 00:00:00,165.7200,169.0000,163.3900,166.2800,166.2800,103186431,0.0000
2018-04-13 00:00:00,157.8200,168.6500,156.0400,164.5200,164.5200,208260418,0.0000
2018-04-06 00:00:00,157.8100,161.5700,150.5100,157.2000,157.2000,212319861,0.0000
2018-03-29 00:00:00,160.8200,162.8500,149.0200,159.7900,159.7900,321689641,0.0000
2018-03-23 00:00:00,177.0100,177.1700,159.0200,159.3900,159.3900,446871029,0.0000
2018-03-16 00:00:00,185.2300,186.1000,181.1100,185.0900,185.0900,87595042,0.0000
2018-03-09 00:00:00,176.2000,185.5100,175.8900,185.2300,185.2300,83662089,0.0000
2018-03-02 00:00:00,184.5800,185.6600,172.9900,176.6200,176.6200,94503755,0.0000
2018-02-23 00:00:00,175.7700,183.3900,175.1100,183.2900,183.2900,79438763,0.0000
2018-02-16 00:00:00,177.0600,180.5000,171.8400,177.3600,177.3600,121571371,0.0000
2018-02-09 00:00:00,186.9300,190.6100,167.1800,176.1100,176.1100,166459969,0.0000
2018-02-02 00:00:00,188.7500,195.3200,181.8400,190.2800,190.2800,146828394,0.0000
2018-01-26 00:00:00,180.8000,190.6600,180.4100,190.0000,190.0000,101866494,0.0000
2018-01-19 00:00:00,181.5000,182.3700,175.8000,181.2900,181.2900,111433994,0.0000
2018-01-12 00:00:00,187.2000,188.9000,177.4000,179.3700,179.3700,123027236,0.0000
2018-01-05 00:00:00,177.6800,186.9000,177.5500,186.8500,186.8500,60887131,0.0000
2017-12-29 00:00:00,176.6300,178.9400,174.6700,176.4600,176.4600,39060841,0.0000
2017-12-22 00:00:00,181.0100,181.3000,176.2300,177.2000,177.2000,63051859,0.0000
2017-12-15 00:00:00,179.3000,180.4900,176.6000,180.1800,180.1800,83331115,0.0000
2017-12-08 00:00:00,176.2900,182.2800,169.0100,179.0000,179.0000,103237482,0.0000
2017-12-01 00:00:00,182.5600,184.2500,172.3400,175.1000,175.1000,112949299,0.0000
2017-11-24 00:00:00,178.8700,183.1500,178.1000,182.7800,182.7800,44125846,0.0000
2017-11-17 00:00:00,177.5000,179.9800,176.4000,179.0000,179.0000,56980476,0.0000
2017-11-10 00:00:00,178.5600,180.7478,177.0900,178.4600,178.4600,60012071,0.0000
2017-11-03 00:00:00,179.2600,182.9000,176.7100,178.9200,178.9200,125560688,0.0000
2017-10-27 00:00:00,175.2000,178.2100,168.8900,177.8800,177.8800,81147435,0.0000
2017-10-20 00:00:00,174.4900,176.7400,172.6300,174.9800,174.9800,64726951,0.0000
2017-10-13 00:00:00,172.7000,174.8800,170.8000,173.7400,173.7400,60345368,0.0000
2017-10-06 00:00:00,171.3900,172.3700,168.2900,172.2300,172.2300,59671804,0.0000
2017-09-29 00:00:00,169.2400,171.6600,161.5600,170.8700,170.8700,109568157,0.0000
2017-09-22 00:00:00,171.9900,173.0500,169.2200,170.5400,170.5400,60486408,0.0000
2017-09-15 00:00:00,172.4000,174.0000,170.2600,171.6400,171.6400,63133739,0.0000
2017-09-08 00:00:00,171.2700,173.4900,169.5500,170.9500,170.9500,55694035,0.0000
2017-09-01 00:00:00,166.9100,172.9200,165.0000,172.0200,172.0200,59107056,0.0000
2017-08-25 00:00:00,167.1600,169.8700,165.8200,166.3200,166.3200,58915675,0.0000
2017-08-18 00:00:00,170.0900,171.5000,166.2100,167.4100,167.4100,68713474,0.0000
