Date,Pos_lag1,Pos_lag2,Pos_lag3,Neg_lag1,Neg_lag2,Neg_lag3,Neu_lag1,Neu_lag2,Neu_lag3
2010-01-29,-0.7109758,-0.6870802,-0.3731757,0.31076705,0.44228694,0.38622436,0.9847739,0.85609585,0.2643853
2010-01-30,-0.091032684,-0.7109758,-0.6870802,0.44124255,0.31076705,0.44228694,-0.43216285,0.9847739,0.85609585
2010-01-31,-0.33971468,-0.091032684,-0.7109758,0.2849028,0.44124255,0.31076705,0.36719304,-0.43216285,0.9847739
2010-02-01,-0.20070101,-0.33971468,-0.091032684,1.2504122,0.2849028,0.44124255,-1.4713306,0.36719304,-0.43216285
2010-02-02,-0.44672346,-0.20070101,-0.33971468,0.046398852,1.2504122,0.2849028,0.89662045,-1.4713306,0.36719304
2010-02-03,-0.3799293,-0.44672346,-0.20070101,-0.72880256,0.046398852,1.2504122,1.6278749,0.89662045,-1.4713306
2010-02-04,-1.1034064,-0.3799293,-0.44672346,0.92414474,-0.72880256,0.046398852,0.8715331,1.6278749,0.89662045
2010-02-05,-1.1393971,-1.1034064,-0.3799293,1.5274583,0.92414474,-0.72880256,0.18143865,0.8715331,1.6278749
2010-02-06,-1.1131254,-1.1393971,-1.1034064,1.2653742,1.5274583,0.92414474,0.2943555,0.18143865,0.8715331
2010-02-07,-1.0191841,-1.1131254,-1.1393971,0.98589617,1.2653742,1.5274583,0.5885641,0.2943555,0.18143865
2010-02-08,-0.8912386,-1.0191841,-1.1131254,0.41455585,0.98589617,1.2653742,1.1304411,0.5885641,0.2943555
2010-02-09,-0.51797557,-0.8912386,-1.0191841,-0.18826512,0.41455585,0.98589617,1.0213157,1.1304411,0.5885641
2010-02-10,-0.49844614,-0.51797557,-0.8912386,-0.3539213,-0.18826512,0.41455585,1.444767,1.0213157,1.1304411
2010-02-11,-0.91104066,-0.49844614,-0.51797557,0.49777517,-0.3539213,-0.18826512,1.032797,1.444767,1.0213157
2010-02-12,-0.94588834,-0.91104066,-0.49844614,0.65586036,0.49777517,-0.3539213,0.8769231,1.032797,1.444767
2010-02-13,-0.47840717,-0.94588834,-0.91104066,0.57477736,0.65586036,0.49777517,0.31128275,0.8769231,1.032797
2010-02-14,-0.92366606,-0.47840717,-0.94588834,0.34752378,0.57477736,0.65586036,1.2334859,0.31128275,0.8769231
