Date,Pos_lag1,Pos_lag2,Pos_lag3,Neg_lag1,Neg_lag2,Neg_lag3,Neu_lag1,Neu_lag2,Neu_lag3
2012-04-25,-0.62258774,-1.0894645,0.41428983,0.81394136,0.39784986,-0.5022991,0.27872336,1.4261546,0.09287342
2012-04-26,-1.1246583,-0.62258774,-1.0894645,0.7306022,0.81394136,0.39784986,1.2392056,0.27872336,1.4261546
2012-04-27,-0.5100855,-1.1246583,-0.62258774,0.6371804,0.7306022,0.81394136,0.14354639,1.2392056,0.27872336
2012-04-28,-0.44163373,-0.5100855,-1.1246583,-0.09966946,0.6371804,0.7306022,0.8469834,0.14354639,1.2392056
2012-04-29,-0.78936726,-0.44163373,-0.5100855,0.6492603,-0.09966946,0.6371804,0.59685177,0.8469834,0.14354639
2012-04-30,-0.7822214,-0.78936726,-0.44163373,0.46485358,0.6492603,-0.09966946,0.91561276,0.59685177,0.8469834
2012-05-01,-0.7186147,-0.7822214,-0.78936726,0.6884267,0.46485358,0.6492603,0.5681528,0.91561276,0.59685177
2012-05-02,-0.535106,-0.7186147,-0.7822214,0.16432357,0.6884267,0.46485358,0.8866261,0.5681528,0.91561276
2012-05-03,-1.2290996,-0.535106,-0.7186147,1.1817455,0.16432357,0.6884267,0.5677183,0.8866261,0.5681528
2012-05-04,-1.0868287,-1.2290996,-0.535106,0.6034677,1.1817455,0.16432357,1.3412001,0.5677183,0.8866261
2012-05-05,-0.55448455,-1.0868287,-1.2290996,0.43228102,0.6034677,1.1817455,0.37206244,1.3412001,0.5677183
2012-05-06,-0.80667615,-0.55448455,-1.0868287,0.88065934,0.43228102,0.6034677,0.5356036,0.37206244,1.3412001
2012-05-07,0.6591185,-0.80667615,-0.55448455,-1.5956819,0.88065934,0.43228102,1.1209314,0.5356036,0.37206244
2012-05-08,-0.6230247,0.6591185,-0.80667615,0.09830347,-1.5956819,0.88065934,0.95912355,1.1209314,0.5356036
2012-05-09,-0.89804256,-0.6230247,0.6591185,0.77905303,0.09830347,-1.5956819,0.90850323,0.95912355,1.1209314
2012-05-10,-0.9479264,-0.89804256,-0.6230247,0.5514828,0.77905303,0.09830347,1.2867054,0.90850323,0.95912355
2012-05-11,-0.30871737,-0.9479264,-0.89804256,-0.42919004,0.5514828,0.77905303,1.3682784,1.2867054,0.90850323
2012-05-12,-0.82375365,-0.30871737,-0.9479264,0.42096946,-0.42919004,0.5514828,1.0067236,1.3682784,1.2867054
2012-05-13,-0.4582917,-0.82375365,-0.30871737,-0.38954005,0.42096946,-0.42919004,1.2895712,1.0067236,1.3682784
2012-05-14,-1.4785836,-0.4582917,-0.82375365,2.0236895,-0.38954005,0.42096946,0.111122005,1.2895712,1.0067236
2012-05-15,-0.5221102,-1.4785836,-0.4582917,-0.2280045,2.0236895,-0.38954005,1.2166667,0.111122005,1.2895712
2012-05-16,-0.89723104,-0.5221102,-1.4785836,0.4801835,-0.2280045,2.0236895,1.1756066,1.2166667,0.111122005
2012-05-17,-0.745483,-0.89723104,-0.5221102,0.6203601,0.4801835,-0.2280045,0.7307992,1.1756066,1.2166667
2012-05-18,-1.1768037,-0.745483,-0.89723104,0.8323713,0.6203601,0.4801835,1.24727,0.7307992,1.1756066
2012-05-19,-0.19817452,-1.1768037,-0.745483,-1.0166638,0.8323713,0.6203601,1.6090162,1.24727,0.7307992
2012-05-20,-0.16135752,-0.19817452,-1.1768037,-0.8083892,-1.0166638,0.8323713,1.229317,1.6090162,1.24727
2012-05-21,-0.98917985,-0.16135752,-0.19817452,1.6037854,-0.8083892,-1.0166638,-0.029050976,1.229317,1.6090162
2012-05-22,-0.5858414,-0.98917985,-0.16135752,0.2855052,1.6037854,-0.8083892,0.7663366,-0.029050976,1.229317
2012-05-23,-0.001140058,-0.5858414,-0.98917985,-0.030298958,0.2855052,1.6037854,0.2990084,0.7663366,-0.029050976
2012-05-24,-0.5662228,-0.001140058,-0.5858414,0.20867118,-0.030298958,0.2855052,0.7775472,0.2990084,0.7663366
2012-05-25,-1.2867442,-0.5662228,-0.001140058,1.4053594,0.20867118,-0.030298958,0.6343118,0.7775472,0.2990084
2012-05-26,-0.50335246,-1.2867442,-0.5662228,0.13677803,1.4053594,0.20867118,0.72972727,0.6343118,0.7775472
2012-05-27,-1.0780983,-0.50335246,-1.2867442,0.44180533,0.13677803,1.4053594,1.4962711,0.72972727,0.6343118
2012-05-28,-1.2133927,-1.0780983,-0.50335246,2.0083752,0.44180533,0.13677803,-0.015819758,1.4962711,0.72972727
2012-05-29,-0.84590816,-1.2133927,-1.0780983,-0.06638032,2.0083752,0.44180533,1.5619593,-0.015819758,1.4962711
2012-05-30,-1.1761488,-0.84590816,-1.2133927,0.82875216,-0.06638032,2.0083752,1.0656353,1.5619593,-0.015819758
2012-05-31,-0.5089119,-1.1761488,-0.84590816,-0.2188052,0.82875216,-0.06638032,1.1962956,1.0656353,1.5619593
2012-06-01,-1.0290004,-0.5089119,-1.1761488,1.3317716,-0.2188052,0.82875216,0.48724172,1.1962956,1.0656353
2012-06-02,-0.8488609,-1.0290004,-0.5089119,0.4043559,1.3317716,-0.2188052,1.0431837,0.48724172,1.1962956
2012-06-03,-0.5287195,-0.8488609,-1.0290004,0.8010698,0.4043559,1.3317716,0.04038194,1.0431837,0.48724172
2012-06-04,-0.83701956,-0.5287195,-0.8488609,-0.11655277,0.8010698,0.4043559,1.7426513,0.04038194,1.0431837
2012-06-05,-0.6783034,-0.83701956,-0.5287195,0.32497174,-0.11655277,0.8010698,0.8478292,1.7426513,0.04038194
2012-06-06,-0.04728518,-0.6783034,-0.83701956,0.21876854,0.32497174,-0.11655277,-0.05038289,0.8478292,1.7426513
2012-06-07,-0.28123763,-0.04728518,-0.6783034,-0.26524252,0.21876854,0.32497174,0.68797266,-0.05038289,0.8478292
2012-06-08,-0.9510911,-0.28123763,-0.04728518,0.99900514,-0.26524252,0.21876854,0.68137586,0.68797266,-0.05038289
2012-06-09,-0.96975523,-0.9510911,-0.28123763,0.6052097,0.99900514,-0.26524252,1.0560534,0.68137586,0.68797266
2012-06-10,-0.60078925,-0.96975523,-0.9510911,0.391521,0.6052097,0.99900514,0.6912248,1.0560534,0.68137586
2012-06-11,-1.1809075,-0.60078925,-0.96975523,1.986047,0.391521,0.6052097,-0.07435083,0.6912248,1.0560534
2012-06-12,-0.6279906,-1.1809075,-0.60078925,0.8175648,1.986047,0.391521,0.23572762,-0.07435083,0.6912248
2012-06-13,-1.2692782,-0.6279906,-1.1809075,0.947565,0.8175648,1.986047,1.2245705,0.23572762,-0.07435083
2012-06-14,-0.99923974,-1.2692782,-0.6279906,0.18545896,0.947565,0.8175648,1.6745124,1.2245705,0.23572762
2012-06-15,-1.081804,-0.99923974,-1.2692782,1.0858775,0.18545896,0.947565,0.6486517,1.6745124,1.2245705
2012-06-16,-0.53863007,-1.081804,-0.99923974,0.2774613,1.0858775,0.18545896,0.8068348,0.6486517,1.6745124
2012-06-17,-0.9843305,-0.53863007,-1.081804,0.77796614,0.2774613,1.0858775,0.881184,0.8068348,0.6486517
2012-06-18,-0.3925499,-0.9843305,-0.53863007,0.6742089,0.77796614,0.2774613,0.31334442,0.881184,0.8068348
2012-06-19,-0.8737216,-0.3925499,-0.9843305,0.6785542,0.6742089,0.77796614,0.96178085,0.31334442,0.881184
2012-06-20,-1.0989512,-0.8737216,-0.3925499,0.6213594,0.6785542,0.6742089,1.1619046,0.96178085,0.31334442
2012-06-21,-0.71594334,-1.0989512,-0.8737216,0.5065786,0.6213594,0.6785542,0.59473747,1.1619046,0.96178085
2012-06-22,-1.2778711,-0.71594334,-1.0989512,1.5710175,0.5065786,0.6213594,0.3217771,0.59473747,1.1619046
2012-06-23,-1.0069396,-1.2778711,-0.71594334,1.2068343,1.5710175,0.5065786,0.48040062,0.3217771,0.59473747
2012-06-24,-1.1343557,-1.0069396,-1.2778711,0.8395851,1.2068343,1.5710175,1.0254396,0.48040062,0.3217771
2012-06-25,-0.4417655,-1.1343557,-1.0069396,-0.28754294,0.8395851,1.2068343,1.1862344,1.0254396,0.48040062
2012-06-26,-0.3379028,-0.4417655,-1.1343557,0.101982705,-0.28754294,0.8395851,0.63218176,1.1862344,1.0254396
2012-06-27,-0.55582774,-0.3379028,-0.4417655,-0.11946268,0.101982705,-0.28754294,1.1787856,0.63218176,1.1862344
2012-06-28,-1.1905863,-0.55582774,-0.3379028,0.6785686,-0.11946268,0.101982705,1.3790226,1.1787856,0.63218176
2012-06-29,-0.53813565,-1.1905863,-0.55582774,-0.28700426,0.6785686,-0.11946268,1.3975586,1.3790226,1.1787856
2012-06-30,0.22787786,-0.53813565,-1.1905863,-1.3070018,-0.28700426,0.6785686,0.99893326,1.3975586,1.3790226
2012-07-01,-1.048637,0.22787786,-0.53813565,0.74628,-1.3070018,-0.28700426,0.98225236,0.99893326,1.3975586
2012-07-02,-0.13466306,-1.048637,0.22787786,-0.4718817,0.74628,-1.3070018,0.87304753,0.98225236,0.99893326
2012-07-03,-1.257376,-0.13466306,-1.048637,1.2764145,-0.4718817,0.74628,0.7469675,0.87304753,0.98225236
2012-07-04,-0.2194834,-1.257376,-0.13466306,-0.54879254,1.2764145,-0.4718817,1.057962,0.7469675,0.87304753
2012-07-05,0.13224787,-0.2194834,-1.257376,-1.2787509,-0.54879254,1.2764145,1.3945991,1.057962,0.7469675
2012-07-06,-0.72115314,0.13224787,-0.2194834,0.15612455,-1.2787509,-0.54879254,1.1346552,1.3945991,1.057962
2012-07-07,-0.67551136,-0.72115314,0.13224787,0.076153286,0.15612455,-1.2787509,1.0570132,1.1346552,1.3945991
2012-07-08,-0.98248017,-0.67551136,-0.72115314,0.54182625,0.076153286,0.15612455,1.2103716,1.0570132,1.1346552
2012-07-09,-0.26624787,-0.98248017,-0.67551136,0.1885468,0.54182625,0.076153286,0.5144845,1.2103716,1.0570132
2012-07-10,-0.5872208,-0.26624787,-0.98248017,0.20300773,0.1885468,0.54182625,0.9875369,0.5144845,1.2103716
2012-07-11,-1.3803154,-0.5872208,-0.26624787,1.7317196,0.20300773,0.1885468,0.47995716,0.9875369,0.5144845
2012-07-12,-0.64930785,-1.3803154,-0.5872208,0.66080797,1.7317196,0.20300773,0.59149534,0.47995716,0.9875369
2012-07-13,-0.36373344,-0.64930785,-1.3803154,-0.21261165,0.66080797,1.7317196,1.1871418,0.59149534,0.47995716
2012-07-14,-0.45453086,-0.36373344,-0.64930785,0.17481795,-0.21261165,0.66080797,0.70713943,1.1871418,0.59149534
2012-07-15,-0.85091555,-0.45453086,-0.36373344,0.5069087,0.17481795,-0.21261165,1.077095,0.70713943,1.1871418
2012-07-16,-1.311363,-0.85091555,-0.45453086,1.0607368,0.5069087,0.17481795,1.1360167,1.077095,0.70713943
2012-07-17,-0.83021957,-1.311363,-0.85091555,-0.45781878,1.0607368,0.5069087,1.798954,1.1360167,1.077095
2012-07-18,-0.8772111,-0.83021957,-1.311363,0.9919477,-0.45781878,1.0607368,0.47000277,1.798954,1.1360167
2012-07-19,-0.5986321,-0.8772111,-0.83021957,0.45704034,0.9919477,-0.45781878,0.6541126,0.47000277,1.798954
2012-07-20,-0.32137966,-0.5986321,-0.8772111,0.66191345,0.45704034,0.9919477,-0.03786432,0.6541126,0.47000277
2012-07-21,-1.107185,-0.32137966,-0.5986321,0.6168191,0.66191345,0.45704034,1.4028053,-0.03786432,0.6541126
2012-07-22,-1.0071921,-1.107185,-0.32137966,0.43468848,0.6168191,0.66191345,1.2616299,1.4028053,-0.03786432
2012-07-23,-0.43960145,-1.0071921,-1.107185,-0.9381033,0.43468848,0.6168191,1.8727008,1.2616299,1.4028053
2012-07-24,-0.8352736,-0.43960145,-1.0071921,0.39693728,-0.9381033,0.43468848,1.1168492,1.8727008,1.2616299
2012-07-25,-0.39051706,-0.8352736,-0.43960145,0.6183044,0.39693728,-0.9381033,0.094320655,1.1168492,1.8727008
2012-07-26,-0.85967046,-0.39051706,-0.8352736,0.5550972,0.6183044,0.39693728,0.8754954,0.094320655,1.1168492
2012-07-27,-0.88188374,-0.85967046,-0.39051706,0.12641668,0.5550972,0.6183044,1.3206375,0.8754954,0.094320655
2012-07-28,-0.21500145,-0.88188374,-0.85967046,-0.42614958,0.12641668,0.5550972,0.87356853,1.3206375,0.8754954
2012-07-29,-0.6242648,-0.21500145,-0.88188374,-0.37803072,-0.42614958,0.12641668,1.6318063,0.87356853,1.3206375
2012-07-30,-1.1576087,-0.6242648,-0.21500145,1.0665734,-0.37803072,-0.42614958,0.8108132,1.6318063,0.87356853
2012-07-31,-0.6314539,-1.1576087,-0.6242648,-0.3396673,1.0665734,-0.37803072,1.6278452,0.8108132,1.6318063
2012-08-01,-0.5118506,-0.6314539,-1.1576087,-0.23412055,-0.3396673,1.0665734,1.1673456,1.6278452,0.8108132
2012-08-02,-0.9504702,-0.5118506,-0.6314539,1.1610107,-0.23412055,-0.3396673,0.2936101,1.1673456,1.6278452
2012-08-03,-0.84611917,-0.9504702,-0.5118506,0.5667952,1.1610107,-0.23412055,0.7346674,0.2936101,1.1673456
2012-08-04,-0.9902318,-0.84611917,-0.9504702,1.2930881,0.5667952,1.1610107,0.27793145,0.7346674,0.2936101
2012-08-05,-0.8032532,-0.9902318,-0.84611917,0.016709784,1.2930881,0.5667952,1.3013761,0.27793145,0.7346674
2012-08-06,-0.37245739,-0.8032532,-0.9902318,-0.19141388,0.016709784,1.2930881,0.96359974,1.3013761,0.27793145
2012-08-07,-1.1356742,-0.37245739,-0.8032532,1.4591452,-0.19141388,0.016709784,0.41956,0.96359974,1.3013761
2012-08-08,-0.79052687,-1.1356742,-0.37245739,-0.11973671,1.4591452,-0.19141388,1.6677656,0.41956,0.96359974
2012-08-09,-0.30727777,-0.79052687,-1.1356742,-0.39235604,-0.11973671,1.4591452,1.0201756,1.6677656,0.41956
2012-08-10,-1.2636844,-0.30727777,-0.79052687,0.95035344,-0.39235604,-0.11973671,1.2361641,1.0201756,1.6677656
2012-08-11,-1.2751791,-1.2636844,-0.30727777,1.1953747,0.95035344,-0.39235604,0.8038799,1.2361641,1.0201756
2012-08-12,-0.45558602,-1.2751791,-1.2636844,0.5619408,1.1953747,0.95035344,0.20748806,0.8038799,1.2361641
2012-08-13,-0.49539867,-0.45558602,-1.2751791,0.28604236,0.5619408,1.1953747,0.58267367,0.20748806,0.8038799
2012-08-14,-1.2262422,-0.49539867,-0.45558602,0.84847444,0.28604236,0.5619408,1.2264962,0.58267367,0.20748806
2012-08-15,0.39883167,-1.2262422,-0.49539867,-0.8383211,0.84847444,0.28604236,0.45713526,1.2264962,0.58267367
2012-08-16,-0.6390334,0.39883167,-1.2262422,-0.33760712,-0.8383211,0.84847444,1.5854673,0.45713526,1.2264962
2012-08-17,-0.32361645,-0.6390334,0.39883167,-0.73570675,-0.33760712,-0.8383211,1.6394967,1.5854673,0.45713526
2012-08-18,-0.78639805,-0.32361645,-0.6390334,0.8622184,-0.73570675,-0.33760712,0.45668036,1.6394967,1.5854673
2012-08-19,-0.6987589,-0.78639805,-0.32361645,0.25751972,0.8622184,-0.73570675,0.868075,0.45668036,1.6394967
2012-08-20,-0.96041954,-0.6987589,-0.78639805,0.4675499,0.25751972,0.8622184,1.1836134,0.868075,0.45668036
2012-08-21,-0.60458684,-0.96041954,-0.6987589,0.052398916,0.4675499,0.25751972,1.1102184,1.1836134,0.868075
2012-08-22,-1.1530142,-0.60458684,-0.96041954,0.8717863,0.052398916,0.4675499,1.1940246,1.1102184,1.1836134
2012-08-23,-0.8798296,-1.1530142,-0.60458684,0.6380677,0.8717863,0.052398916,0.86617976,1.1940246,1.1102184
2012-08-24,-0.28501418,-0.8798296,-1.1530142,-0.014723534,0.6380677,0.8717863,0.46118778,0.86617976,1.1940246
2012-08-25,-0.6445686,-0.28501418,-0.8798296,0.7829142,-0.014723534,0.6380677,0.37386057,0.46118778,0.86617976
2012-08-26,-0.95025736,-0.6445686,-0.28501418,0.23883486,0.7829142,-0.014723534,1.5438478,0.37386057,0.46118778
2012-08-27,-0.3679125,-0.95025736,-0.6445686,-0.3817695,0.23883486,0.7829142,1.1787047,1.5438478,0.37386057
2012-08-28,-1.1023904,-0.3679125,-0.95025736,0.87221617,-0.3817695,0.23883486,0.8375101,1.1787047,1.5438478
2012-08-29,-0.94206953,-1.1023904,-0.3679125,0.742292,0.87221617,-0.3817695,0.78471667,0.8375101,1.1787047
2012-08-30,-0.8657386,-0.94206953,-1.1023904,0.050200403,0.742292,0.87221617,1.6228868,0.78471667,0.8375101
2012-08-31,-0.16981818,-0.8657386,-0.94206953,-0.19796483,0.050200403,0.742292,0.7649854,1.6228868,0.78471667
2012-09-01,-0.21751969,-0.16981818,-0.8657386,-0.44689643,-0.19796483,0.050200403,1.0410824,0.7649854,1.6228868
2012-09-02,-1.0268198,-0.21751969,-0.16981818,0.6426215,-0.44689643,-0.19796483,1.0978454,1.0410824,0.7649854
2012-09-03,-1.0591161,-1.0268198,-0.21751969,1.1651722,0.6426215,-0.44689643,0.643544,1.0978454,1.0410824
2012-09-04,-0.3447343,-1.0591161,-1.0268198,-0.23005973,1.1651722,0.6426215,0.9292065,0.643544,1.0978454
2012-09-05,-0.6184635,-0.3447343,-1.0591161,0.0065413704,-0.23005973,1.1651722,1.3321239,0.9292065,0.643544
2012-09-06,-0.25476605,-0.6184635,-0.3447343,-0.6625414,0.0065413704,-0.23005973,1.2805961,1.3321239,0.9292065
2012-09-07,-0.27503717,-0.25476605,-0.6184635,0.008386831,-0.6625414,0.0065413704,0.7311538,1.2805961,1.3321239
2012-09-08,-0.73825014,-0.27503717,-0.25476605,1.3151743,0.008386831,-0.6625414,-0.21899897,0.7311538,1.2805961
2012-09-09,-1.0647032,-0.73825014,-0.27503717,0.6020067,1.3151743,0.008386831,1.0441799,-0.21899897,0.7311538
2012-09-10,-1.076272,-1.0647032,-0.73825014,0.43598732,0.6020067,1.3151743,1.5182126,1.0441799,-0.21899897
2012-09-11,-1.3078078,-1.076272,-1.0647032,1.7348516,0.43598732,0.6020067,0.2674492,1.5182126,1.0441799
2012-09-12,-1.2733076,-1.3078078,-1.076272,1.6316919,1.7348516,0.43598732,0.399412,0.2674492,1.5182126
2012-09-13,-0.8877344,-1.2733076,-1.3078078,0.7092255,1.6316919,1.7348516,0.9275252,0.399412,0.2674492
2012-09-14,0.053678337,-0.8877344,-1.2733076,-0.613869,0.7092255,1.6316919,0.8191127,0.9275252,0.399412
2012-09-15,-0.6330236,0.053678337,-0.8877344,0.7219282,-0.613869,0.7092255,0.25559548,0.8191127,0.9275252
2012-09-16,-1.0313145,-0.6330236,0.053678337,0.39068162,0.7219282,-0.613869,1.4349825,0.25559548,0.8191127
2012-09-17,-1.067429,-1.0313145,-0.6330236,1.0863718,0.39068162,0.7219282,0.3261983,1.4349825,0.25559548
2012-09-18,-1.1289219,-1.067429,-1.0313145,0.48427293,1.0863718,0.39068162,1.4965616,0.3261983,1.4349825
2012-09-19,-0.78716815,-1.1289219,-1.067429,0.61317533,0.48427293,1.0863718,0.8011826,1.4965616,0.3261983
2012-09-20,-1.5088077,-0.78716815,-1.1289219,2.2912972,0.61317533,0.48427293,-0.02472848,0.8011826,1.4965616
2012-09-21,-0.935483,-1.5088077,-0.78716815,1.142819,2.2912972,0.61317533,0.46000308,-0.02472848,0.8011826
2012-09-22,-1.189744,-0.935483,-1.5088077,1.0914253,1.142819,2.2912972,0.8053727,0.46000308,-0.02472848
2012-09-23,0.16188157,-1.189744,-0.935483,-0.7981266,1.0914253,1.142819,0.7037222,0.8053727,0.46000308
2012-09-24,-0.69388324,0.16188157,-1.189744,-0.021327883,-0.7981266,1.0914253,1.5261055,0.7037222,0.8053727
2012-09-25,-0.89865685,-0.69388324,0.16188157,0.6653869,-0.021327883,-0.7981266,0.8901857,1.5261055,0.7037222
2012-09-26,-0.87708163,-0.89865685,-0.69388324,0.92521197,0.6653869,-0.021327883,0.5149556,0.8901857,1.5261055
2012-09-27,-0.7860066,-0.87708163,-0.89865685,0.5436113,0.92521197,0.6653869,0.845619,0.5149556,0.8901857
2012-09-28,-1.21739,-0.7860066,-0.87708163,0.85588664,0.5436113,0.92521197,1.2484981,0.845619,0.5149556
2012-09-29,-1.0867912,-1.21739,-0.7860066,0.96179265,0.85588664,0.5436113,1.125097,1.2484981,0.845619
2012-09-30,-1.1859561,-1.0867912,-1.21739,1.0297227,0.96179265,0.85588664,0.9531623,1.125097,1.2484981
2012-10-01,-0.6459487,-1.1859561,-1.0867912,-0.24541377,1.0297227,0.96179265,1.4769344,0.9531623,1.125097
2012-10-02,-0.6835115,-0.6459487,-1.1859561,0.35867786,-0.24541377,1.0297227,0.9053191,1.4769344,0.9531623
2012-10-03,-0.63210285,-0.6835115,-0.6459487,0.4587814,0.35867786,-0.24541377,0.71768075,0.9053191,1.4769344
2012-10-04,-1.1801636,-0.63210285,-0.6835115,0.9775243,0.4587814,0.35867786,1.104908,0.71768075,0.9053191
2012-10-05,-0.6163111,-1.1801636,-0.63210285,0.217639,0.9775243,0.4587814,1.156967,1.104908,0.71768075
2012-10-06,-0.52086514,-0.6163111,-1.1801636,0.16513382,0.217639,0.9775243,0.7699023,1.156967,1.104908
2012-10-07,-0.546257,-0.52086514,-0.6163111,-0.062191665,0.16513382,0.217639,1.1720643,0.7699023,1.156967
2012-10-08,-1.6076972,-0.546257,-0.52086514,1.255269,-0.062191665,0.16513382,1.2222817,1.1720643,0.7699023
2012-10-09,-0.7582822,-1.6076972,-0.546257,0.6993085,1.255269,-0.062191665,0.6451838,1.2222817,1.1720643
2012-10-10,-0.30142903,-0.7582822,-1.6076972,-0.79058266,0.6993085,1.255269,1.4906173,0.6451838,1.2222817
2012-10-11,-0.60386217,-0.30142903,-0.7582822,0.14041959,-0.79058266,0.6993085,0.984665,1.4906173,0.6451838
2012-10-12,-0.66723824,-0.60386217,-0.30142903,0.5342538,0.14041959,-0.79058266,0.65006495,0.984665,1.4906173
2012-10-13,-0.66109014,-0.66723824,-0.60386217,0.22675693,0.5342538,0.14041959,0.8994012,0.65006495,0.984665
2012-10-14,-1.2474643,-0.66109014,-0.66723824,0.74717,0.22675693,0.5342538,1.2453641,0.8994012,0.65006495
2012-10-15,-1.7423236,-1.2474643,-0.66109014,2.5636792,0.74717,0.22675693,-0.07405573,1.2453641,0.8994012
2012-10-16,-0.9475017,-1.7423236,-1.2474643,0.4430259,2.5636792,0.74717,1.0539242,-0.07405573,1.2453641
2012-10-17,-1.3507407,-0.9475017,-1.7423236,0.77539575,0.4430259,2.5636792,1.4664166,1.0539242,-0.07405573
2012-10-18,-0.75371015,-1.3507407,-0.9475017,-0.14384654,0.77539575,0.4430259,1.5894198,1.4664166,1.0539242
2012-10-19,-0.60703385,-0.75371015,-1.3507407,0.70567256,-0.14384654,0.77539575,0.5078208,1.5894198,1.4664166
2012-10-20,-0.8594757,-0.60703385,-0.75371015,0.2553596,0.70567256,-0.14384654,1.2895635,0.5078208,1.5894198
2012-10-21,-0.36873978,-0.8594757,-0.60703385,-0.4737796,0.2553596,0.70567256,1.2893958,1.2895635,0.5078208
2012-10-22,-0.7278761,-0.36873978,-0.8594757,-0.14555722,-0.4737796,0.2553596,1.5282143,1.2893958,1.2895635
2012-10-23,-0.9423139,-0.7278761,-0.36873978,1.2270474,-0.14555722,-0.4737796,0.40350133,1.5282143,1.2893958
2012-10-24,-0.5709822,-0.9423139,-0.7278761,-0.053057637,1.2270474,-0.14555722,1.1823903,0.40350133,1.5282143
2012-10-25,-0.9841475,-0.5709822,-0.9423139,1.0441877,-0.053057637,1.2270474,0.63548,1.1823903,0.40350133
2012-10-26,-1.2666769,-0.9841475,-0.5709822,1.1554427,1.0441877,-0.053057637,1.1398035,0.63548,1.1823903
2012-10-27,-0.96723574,-1.2666769,-0.9841475,1.02239,1.1554427,1.0441877,0.38996252,1.1398035,0.63548
2012-10-28,-0.7272806,-0.96723574,-1.2666769,0.19549043,1.02239,1.1554427,1.15509,0.38996252,1.1398035
2012-10-29,-0.8046927,-0.7272806,-0.96723574,0.5162244,0.19549043,1.02239,0.9625848,1.15509,0.38996252
2012-10-30,-1.2981246,-0.8046927,-0.7272806,1.4098414,0.5162244,0.19549043,0.80252606,0.9625848,1.15509
2012-10-31,-0.94447035,-1.2981246,-0.8046927,0.12150276,1.4098414,0.5162244,1.5167177,0.80252606,0.9625848
2012-11-01,-0.27073732,-0.94447035,-1.2981246,-0.002337724,0.12150276,1.4098414,0.6813485,1.5167177,0.80252606
2012-11-02,-0.7539879,-0.27073732,-0.94447035,0.6110797,-0.002337724,0.12150276,0.69062567,0.6813485,1.5167177
2012-11-03,-1.0194134,-0.7539879,-0.27073732,1.3665327,0.6110797,-0.002337724,0.034603227,0.69062567,0.6813485
2012-11-04,-1.1770284,-1.0194134,-0.7539879,1.4471484,1.3665327,0.6110797,0.51048625,0.034603227,0.69062567
2012-11-05,-1.1959313,-1.1770284,-1.0194134,1.1426483,1.4471484,1.3665327,0.7413428,0.51048625,0.034603227
2012-11-06,-1.1371753,-1.1959313,-1.1770284,0.591896,1.1426483,1.4471484,1.4146314,0.7413428,0.51048625
2012-11-07,-0.57274806,-1.1371753,-1.1959313,0.34602797,0.591896,1.1426483,0.69754046,1.4146314,0.7413428
2012-11-08,0.53754246,-0.57274806,-1.1371753,0.097652666,0.34602797,0.591896,-1.005217,0.69754046,1.4146314
2012-11-09,-0.37861136,0.53754246,-0.57274806,0.18885294,0.097652666,0.34602797,0.5524692,-1.005217,0.69754046
2012-11-10,-0.49869394,-0.37861136,0.53754246,0.5215273,0.18885294,0.097652666,0.4192806,0.5524692,-1.005217
2012-11-11,-1.3821597,-0.49869394,-0.37861136,1.9321134,0.5215273,0.18885294,0.15993187,0.4192806,0.5524692
2012-11-12,-0.7007123,-1.3821597,-0.49869394,0.036916096,1.9321134,0.5215273,1.3392631,0.15993187,0.4192806
2012-11-13,-0.52464676,-0.7007123,-1.3821597,0.2095302,0.036916096,1.9321134,0.7893545,1.3392631,0.15993187
2012-11-14,-0.37285998,-0.52464676,-0.7007123,0.31744605,0.2095302,0.036916096,0.500989,0.7893545,1.3392631
2012-11-15,-0.66587883,-0.37285998,-0.52464676,-0.027639495,0.31744605,0.2095302,1.371438,0.500989,0.7893545
2012-11-16,-1.0018384,-0.66587883,-0.37285998,1.0147811,-0.027639495,0.31744605,0.6818507,1.371438,0.500989
2012-11-17,-0.84446055,-1.0018384,-0.66587883,0.4697078,1.0147811,-0.027639495,1.1786921,0.6818507,1.371438
2012-11-18,-0.8490169,-0.84446055,-1.0018384,0.51981413,0.4697078,1.0147811,0.93871593,1.1786921,0.6818507
2012-11-19,-0.16674851,-0.8490169,-0.84446055,-1.0109881,0.51981413,0.4697078,1.6625161,0.93871593,1.1786921
2012-11-20,-0.46925822,-0.16674851,-0.8490169,-0.10552217,-1.0109881,0.51981413,0.9321658,1.6625161,0.93871593
2012-11-21,-0.7970244,-0.46925822,-0.16674851,-0.27156916,-0.10552217,-1.0109881,1.6414845,0.9321658,1.6625161
2012-11-22,-0.8921153,-0.7970244,-0.46925822,0.8716507,-0.27156916,-0.10552217,0.70522565,1.6414845,0.9321658
2012-11-23,-0.2666581,-0.8921153,-0.7970244,-0.8600789,0.8716507,-0.27156916,1.507781,0.70522565,1.6414845
2012-11-24,-0.83806705,-0.2666581,-0.8921153,0.14647555,-0.8600789,0.8716507,1.3288513,1.507781,0.70522565
2012-11-25,-0.524428,-0.83806705,-0.2666581,0.25315562,0.14647555,-0.8600789,0.6637771,1.3288513,1.507781
2012-11-26,-1.53275,-0.524428,-0.83806705,2.3762603,0.25315562,0.14647555,-0.097183324,0.6637771,1.3288513
2012-11-27,-1.0344049,-1.53275,-0.524428,0.6419395,2.3762603,0.25315562,1.1429144,-0.097183324,0.6637771
