Date,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD,MACD,MACD_Signal,MACD_Histo,VWAP,SPY,NDAQ,PC1,PC2
2010-06-30,1860.3071428571432,1448.0800959638934,7968.980614830069,7574.647281496736,12.756343239824249,20.93994759031959,68.6864,788925102.4963043,-955.0606091968972,-649.387802459755,-305.6728067371421,202.7598736129432,80.9104,4.9171,6.029794759651796,2.3969914715166123
2010-07-30,1653.6014285714286,1265.4187498353742,7811.980614830069,7611.980614830069,13.054146941818727,25.32645016658685,68.95067200000001,255585428.30874217,-978.1828007586846,-715.146802119541,-263.0359986391436,190.5755727816781,86.4367,5.3845,5.782145100070517,1.842794623818546
2010-08-31,1452.390714285714,1107.2002498573245,7877.980614830069,7886.313948163402,13.32831697810596,28.74320178418114,69.17625856000001,812443008.5569102,-985.0984459907552,-769.1371308937838,-215.96131509697125,182.07466510098135,82.5487,4.953,5.562471505398945,1.29980368549415
2010-09-30,1231.117857142857,970.5975498763476,8267.980614830069,7985.980614830069,6.490069945784981,31.645660799819662,69.41073338880001,1379657931.5998385,-978.9793823293772,-811.1055811809026,-167.8738011484745,173.97295017776864,89.9412,5.3734,5.290822705227771,0.8994734010652109
2010-10-29,1002.0864285714288,851.7925432261679,7955.98023950178,8033.98048972064,3.6309262130081663,29.918132964050656,69.739718721024,877895390.7558628,-963.277672824544,-841.5399995096309,-121.73767331491308,169.20430969868778,93.3772,5.838,5.11577295073518,0.4874736312242471
2010-11-30,770.4207142857143,748.8442041293456,7967.980239501781,8063.98036461121,2.5919126245381108,29.212320829839285,70.03392434660353,1318450776.9813647,-939.9886676817312,-861.229733144051,-78.75893453768015,164.8538376444337,93.3772,5.9376,4.881166627432866,0.08862505210946071
2010-12-31,541.6428571428572,659.6796435787662,8010.98023950178,7978.313572835114,2.634964670947369,28.70023363233635,70.30924585967145,1732022707.3245137,-910.9958725677698,-871.1829610287948,-39.81291153897496,161.37981685773053,99.6189,6.5626,4.577310262505158,-0.2535968032835428
2011-01-31,307.98214285714283,582.622357768264,8174.98023950178,8051.313572835115,0.6257716491935668,29.817298944259846,70.54146094247803,2162652869.925727,-877.7681741443782,-872.5000036519116,-5.268170492466652,158.12592706402907,101.94,6.77,4.304044346875619,-0.5844584628377
2011-02-28,79.50214285714286,516.5767100658288,8727.98023950178,8304.646906168447,0.8076918345000763,31.87340193285281,70.80023172362847,2657355870.630697,-841.2908813722693,-866.2581791959832,24.96729782371392,155.62559863203217,105.4812,7.9121,3.9304842847775396,-0.8595891741812715
2011-03-31,80.01642857142858,458.8504820570517,8359.427751695357,8420.79607689964,57.94351279788172,46.82734734559015,71.1372270891559,2182581819.776473,-803.4156134582552,-853.6896660484376,50.274052590182464,152.24880448048347,105.4924,7.1461,3.042142812162238,-1.71585627737015
2011-04-29,80.24285714285715,408.7770844494448,8326.427751695357,8471.278580964166,53.778307508939214,59.97976202278988,71.46668254737278,1658316859.409489,-764.6118495545886,-835.8741027496678,71.26225319507921,149.90045870814703,108.5477,7.5001,2.8049804924995825,-1.9471720036511975
2011-05-31,80.08571428571429,364.8161398561855,7903.427751695356,8196.427751695357,47.55772646536412,53.05210478162392,71.71914889642532,1157616453.3119545,-725.8339507747405,-813.8660723546824,88.03212157994187,147.61497515759527,107.3304,7.0576,2.90069900924772,-1.9517568776169205
2011-06-30,80.11357142857143,326.4926545420274,7735.427751695357,7988.427751695358,50.45936395759717,52.5347983122536,71.93476591849682,605044919.2992256,-687.3148112660308,-788.5558201369522,101.2410088709214,144.4914795004522,105.5178,6.9967,2.7980090467514187,-2.0732929421648976
2011-07-29,80.37214285714285,292.8496339364238,7413.141352549889,7683.998951980201,54.614992350841405,53.28086653899894,72.07387060012688,145149939.96629953,-649.5602169356623,-760.7566994966943,111.19648256103198,141.98981285201347,103.407,6.6566,2.692714453749666,-2.217087527380993
2011-08-31,79.89428571428572,263.5363494115673,7296.853831598864,7481.807645281372,39.29600000000001,37.79240637609261,66.51,-404634065.3731551,-612.6713442616053,-731.1396284496766,118.46828418807128,136.57003233110606,97.7221,6.5515,3.054623836274272,-2.0361382194201614
2011-09-30,79.38857142857144,237.870169490025,7101.069506726459,7270.354896958405,38.81163084702907,28.223397714424337,65.35,-1001942502.0325204,-576.9441494968985,-700.300532659121,123.35638316222251,132.7186062180911,90.9354,6.3994,3.156031678396599,-2.0070823772385045
2011-10-31,79.32285714285715,216.5354802246884,7783.069506726458,7393.664281683928,48.78306878306878,29.75774096296968,65.52879999999999,-321182218.19678664,-541.8338499006536,-668.6071961074275,126.77334620677392,129.868059275568,100.8608,6.9276,2.7900817683711514,-2.037428455327756
2011-11-30,79.04285714285713,198.16541619472991,7873.069506726459,7585.736173393126,44.36781609195402,28.55345719645767,65.82982399999999,472842892.9400392,-508.0792408164087,-636.5016050492237,128.42236423281503,127.88042558099995,100.4509,7.2595,2.7249681742161935,-1.9606719175768514
2011-12-30,78.80999999999999,181.9166940354326,7627.069506726458,7761.06950672646,45.22554188635032,28.406038397935063,66.09342751999999,-320564640.63392365,-476.0394845160298,-604.409180942585,128.36969642655515,126.25991724225062,101.4996,6.7783,2.6877535936122148,-1.9950073123001322
2012-01-31,78.71642857142857,168.1104681640416,7834.069506726458,7778.06950672646,48.18509282349682,34.054624184001526,66.3495589696,488800616.40666807,-445.347031750593,-572.5967511041866,127.2497193535936,125.09847253359504,106.2066,6.8474,2.4450343463189013,-2.0363130088426353
2012-02-29,78.59785714285715,156.15573907550274,7842.069506726458,7767.736173393125,47.67767207610522,39.70116729510389,66.624091790208,1247706070.370337,-416.21867665800767,-541.3211362149509,125.10245955694324,123.9489662091331,110.8165,7.2844,2.249392467679032,-2.0435553772180812
2012-03-30,78.55499999999999,146.1549738654357,8112.069506726459,7929.402840059793,49.18478260869566,39.97761821051715,66.90140995440383,2041977870.487852,-388.4386984326714,-510.7446486584951,122.30595022582366,122.85727663700364,114.38,7.1627,2.102533397721157,-2.001571062976353
