Date,adjusted_close,volume,direction,Symbol,volatility
2007-01-05,71.56,67700,0,BRK-B,
2007-01-12,73.356,63500,1,BRK-B,
2007-01-19,73.12,49300,1,BRK-B,
2007-01-26,70.91,80600,0,BRK-B,1.0159999999999911
2007-02-02,72.64,83000,0,BRK-B,0.987000000000009
2007-02-09,72.7,65100,1,BRK-B,1.970000000000006
2007-02-16,72.4,77500,1,BRK-B,0.8350000000000009
2007-02-23,71.24,49100,1,BRK-B,0.17999999999999972
2007-03-02,71.238,139700,0,BRK-B,0.4300000000000068
2007-03-09,72.92,56300,1,BRK-B,0.5790000000000077
2007-03-16,70.64,62700,0,BRK-B,0.8419999999999987
2007-03-23,72.01,65000,0,BRK-B,1.9810000000000016
2007-03-30,72.8,49100,1,BRK-B,1.8250000000000028
2007-04-05,72.52,32600,0,BRK-B,0.29000000000000625
2007-04-13,73.1964,46500,1,BRK-B,0.5349999999999966
2007-04-20,72.56,63500,0,BRK-B,0.47820000000000107
2007-04-27,72.59,59600,0,BRK-B,0.6563999999999979
2007-05-04,72.62,56800,0,BRK-B,0.33319999999999794
2007-05-11,73.36,79500,1,BRK-B,0.0
2007-05-18,72.086,73900,0,BRK-B,0.3549999999999969
2007-05-25,73.2,55800,1,BRK-B,1.006999999999998
2007-06-01,72.7,42000,1,BRK-B,1.1940000000000026
2007-06-08,72.24,71000,0,BRK-B,0.8070000000000022
2007-06-15,72.439,48400,1,BRK-B,0.01999999999999602
2007-06-22,71.56,57000,0,BRK-B,0.329500000000003
2007-06-29,72.1,44000,0,BRK-B,0.5389999999999944
2007-07-06,74.098,32500,1,BRK-B,0.7094999999999914
2007-07-13,73.55,46300,1,BRK-B,0.7290000000000063
2007-07-20,72.85,58200,1,BRK-B,1.2730000000000032
2007-07-27,72.3,80300,1,BRK-B,0.07600000000000051
2007-08-03,71.98,62100,0,BRK-B,0.07500000000000284
2007-08-10,72.5,113400,0,BRK-B,0.11500000000000199
2007-08-17,78.96,102800,0,BRK-B,0.4199999999999946
2007-08-24,79.9,86300,1,BRK-B,2.969999999999999
2007-08-31,77.8,78800,0,BRK-B,2.759999999999991
2007-09-07,79.59,46800,0,BRK-B,1.5200000000000102
2007-09-14,79.919,56400,1,BRK-B,1.9450000000000074
2007-09-21,77.8,89700,0,BRK-B,0.7305000000000064
2007-09-28,79.04,83100,0,BRK-B,1.2239999999999966
2007-10-05,80.58,81200,0,BRK-B,1.6795000000000044
2007-10-12,84.678,108500,0,BRK-B,0.14999999999999147
2007-10-19,84.86,102200,1,BRK-B,1.2790000000000035
2007-10-26,84.66,66600,0,BRK-B,1.9579999999999984
2007-11-02,88.04,88000,0,BRK-B,0.1910000000000025
2007-11-09,88.66,172500,0,BRK-B,1.7900000000000063
2007-11-16,90.878,145000,1,BRK-B,1.3800000000000097
2007-11-23,89.5,85900,0,BRK-B,0.7990000000000066
2007-11-30,93.8,117200,0,BRK-B,1.7980000000000018
2007-12-07,99.0,150900,1,BRK-B,2.8389999999999986
2007-12-14,95.08,137500,1,BRK-B,0.45000000000000284
2007-12-21,89.5,147200,0,BRK-B,4.560000000000002
2007-12-28,93.7,70100,1,BRK-B,0.8299999999999983
2008-01-04,91.0,105700,1,BRK-B,4.890000000000001
2008-01-11,87.54,118900,0,BRK-B,3.450000000000003
2008-01-18,88.1,113300,0,BRK-B,0.37999999999999545
2008-01-25,92.6,152800,1,BRK-B,2.009999999999991
2008-02-01,90.46,107500,0,BRK-B,1.970000000000006
2008-02-08,91.84,71800,0,BRK-B,3.3200000000000003
2008-02-15,95.9,142000,1,BRK-B,1.7600000000000051
2008-02-22,92.96,54300,0,BRK-B,1.3399999999999963
2008-02-29,93.49,69200,1,BRK-B,3.500000000000007
2008-03-07,89.24,121700,1,BRK-B,1.7350000000000065
2008-03-14,86.36,105800,0,BRK-B,2.3900000000000006
2008-03-20,86.96,97200,0,BRK-B,0.6850000000000023
2008-03-28,89.04,103800,1,BRK-B,1.7399999999999949
2008-04-04,87.38,124300,1,BRK-B,0.7400000000000091
2008-04-11,87.08,76800,1,BRK-B,1.8700000000000117
2008-04-18,85.76,93700,1,BRK-B,0.6800000000000068
2008-04-25,84.6,75700,0,BRK-B,0.509999999999998
2008-05-02,88.96,98800,1,BRK-B,0.07999999999999119
2008-05-09,83.58,152600,1,BRK-B,2.760000000000005
2008-05-16,81.538,173900,0,BRK-B,4.869999999999997
2008-05-23,82.6,130300,0,BRK-B,1.668999999999997
2008-05-30,89.96,331300,1,BRK-B,1.5519999999999996
2008-06-06,85.72,148700,1,BRK-B,3.149000000000001
2008-06-13,84.94,106100,1,BRK-B,5.799999999999997
2008-06-20,83.08,91500,1,BRK-B,1.7299999999999969
2008-06-27,80.33,101400,1,BRK-B,0.5399999999999991
2008-07-03,77.9,110500,0,BRK-B,0.4450000000000003
2008-07-11,78.18,110300,0,BRK-B,0.1600000000000037
2008-07-18,78.28,2152000,1,BRK-B,1.3549999999999969
2008-07-25,75.4,141300,0,BRK-B,0.09000000000000341
2008-08-01,77.74,131800,1,BRK-B,1.4899999999999949
2008-08-08,76.96,117900,0,BRK-B,2.6099999999999923
