Date,adjusted_close,volume,direction,direction2,Symbol,volatility
2007-01-31,1.8835,130435300,0,0,AMZN,
2007-02-28,1.957,157975400,0,0,AMZN,
2007-03-30,1.9895,142153100,0,0,AMZN,
2007-04-30,3.0665,315622753,0,0,AMZN,
2007-05-31,3.457,330242400,1,0,AMZN,
2007-06-29,3.4205,238788700,0,0,AMZN,
2007-07-31,3.927,264827800,0,0,AMZN,
2007-08-31,3.9955,175514000,0,0,AMZN,
2007-09-28,4.6575,122273200,1,0,AMZN,
2007-10-31,4.4575,231988500,0,1,AMZN,
2007-11-30,4.528,180196500,0,0,AMZN,
2007-12-31,4.632,127062200,1,1,AMZN,
2008-01-31,3.885,288335400,1,1,AMZN,
2008-02-29,3.2235,211217800,0,1,AMZN,
2008-03-31,3.565,192685600,0,0,AMZN,
2008-04-30,3.9315,197849400,0,0,AMZN,
2008-05-30,4.081,152573200,1,1,AMZN,
2008-06-30,3.6665,152905700,0,1,AMZN,
2008-07-31,3.817,215813300,0,0,AMZN,
2008-08-29,4.0405,149044400,1,1,AMZN,
2008-09-30,3.638,192463400,1,1,AMZN,
2008-10-31,2.862,332074700,1,1,AMZN,
2008-11-28,2.135,228051500,0,1,AMZN,
2008-12-31,2.564,206194300,0,0,AMZN,
2009-01-30,2.941,204072300,0,0,AMZN,
2009-02-27,3.2395,186780200,0,0,AMZN,
2009-03-31,3.672,227672300,0,0,AMZN,
2009-04-30,4.026,185032000,1,0,AMZN,
2009-05-29,3.8995,137603400,0,0,AMZN,
2009-06-30,4.183,152085400,0,0,AMZN,
2009-07-31,4.288,175461400,1,1,AMZN,
2009-08-31,4.0595,112622900,0,0,AMZN,
2009-09-30,4.668,128121800,0,0,AMZN,
2009-10-30,5.9405,268616400,0,0,AMZN,
2009-11-30,6.7955,160305100,1,0,AMZN,
2009-12-31,6.726,207471100,1,1,AMZN,
2010-01-29,6.2705,230861000,1,1,AMZN,
2010-02-26,5.92,210145800,0,0,AMZN,
2010-03-31,6.7885,158042600,0,0,AMZN,
2010-04-30,6.855,173025100,1,1,AMZN,
2010-05-28,6.273,140909900,1,1,AMZN,
2010-06-30,5.463,133378500,0,1,AMZN,
2010-07-30,5.8945,175326200,0,0,AMZN,
2010-08-31,6.2415,113419800,0,0,AMZN,
2010-09-30,7.853,134321000,0,0,AMZN,
2010-10-29,8.2615,142883500,0,0,AMZN,
2010-11-30,8.77,131011400,0,0,AMZN,
2010-12-31,9.0,93661700,1,1,AMZN,
2011-01-31,8.482,113611300,0,1,AMZN,
2011-02-28,8.6645,95776400,0,0,AMZN,
2011-03-31,9.0065,118979100,0,0,AMZN,
2011-04-29,9.7905,116749400,0,0,AMZN,
2011-05-31,9.8345,106274500,0,0,AMZN,
2011-06-30,10.2245,95563700,0,0,AMZN,
2011-07-29,11.126,92808500,1,0,AMZN,
2011-08-31,10.7615,155194700,0,1,AMZN,
2011-09-30,10.8115,143623300,1,1,AMZN,
2011-10-31,10.6755,159214400,1,1,AMZN,
2011-11-30,9.6145,136588100,1,1,AMZN,
2011-12-30,8.655,125595200,0,0,AMZN,
2012-01-31,9.722,110536900,1,0,AMZN,
2012-02-29,8.9845,146580400,0,0,AMZN,
2012-03-30,10.1255,112975100,0,0,AMZN,
2012-04-30,11.595,110535400,1,0,AMZN,
2012-05-31,10.6455,92774300,0,1,AMZN,
2012-06-29,11.4175,65745600,0,0,AMZN,
2012-07-31,11.665,77340200,0,0,AMZN,
2012-08-31,12.4135,60192400,0,0,AMZN,
2012-09-28,12.716,63570500,1,1,AMZN,
2012-10-31,11.6447,81568500,0,1,AMZN,
2012-11-30,12.6025,67213600,1,0,AMZN,
2012-12-31,12.5435,60871200,0,0,AMZN,
2013-01-31,13.275,84226400,1,0,AMZN,
2013-02-28,13.2135,68661700,0,0,AMZN,
2013-03-28,13.3245,58505700,1,1,AMZN,
2013-04-30,12.6905,76916200,0,0,AMZN,
2013-05-31,13.46,59050500,0,0,AMZN,
2013-06-28,13.8845,58575800,0,0,AMZN,
2013-07-31,15.061,67536900,1,0,AMZN,
2013-08-30,14.049,43773900,0,0,AMZN,
2013-09-30,15.632,43468800,0,0,AMZN,
2013-10-31,18.2015,77295400,0,0,AMZN,
2013-11-29,19.681,54207700,0,0,AMZN,
2013-12-31,19.9395,55686700,1,1,AMZN,
2014-01-31,17.9345,81011900,0,1,AMZN,
2014-02-28,18.105,83009000,1,1,AMZN,
2014-03-31,16.8182,75253500,1,1,AMZN,
2014-04-30,15.2065,138278700,0,1,AMZN,
2014-05-30,15.6275,78579200,0,0,AMZN,
2014-06-30,16.239,76493200,1,0,AMZN,
2014-07-31,15.6495,99337300,0,0,AMZN,
