Date,SMA,EMA,STOCH_k,STOCK_d,RSI,MFI,SAR,AD,MACD,MACD_Signal,MACD_Histo,VWAP,SPY,NDAQ,PC1,PC2
2012-04-27,116.43,116.02858468258492,12348.11176702086,12252.420603488034,85.24892440073756,88.06467236055929,89.9813187240955,11308295232.314903,7.809725829321707,7.422307188355031,0.3874186409666755,73.7744062795198,114.0389,6.9525,-0.45222038905856166,-1.2515606997861453
2012-05-04,117.62571428571428,116.26344005824026,11775.150870406187,12073.4305254446,72.14285714285717,82.17164976231452,90.6658923496136,10628941508.51191,7.273638587825033,7.392573468249032,-0.1189348804239989,73.95207324900099,111.2852,6.546,-0.6832499582042347,-1.3905375204282386
2012-05-11,118.40357142857144,116.48431471714156,11786.501814411611,11969.92148394622,67.04225352112678,75.01114334630765,91.35957450262131,11309303525.728077,6.781107118415093,7.270280198282245,-0.4891730798671521,74.04519444414596,110.1561,6.4602,-0.7924210162795445,-1.5004389052914917
2012-05-18,118.31357142857142,115.9717394215227,11255.546757164404,11605.733147327404,47.92490118577074,65.43518836203148,91.9221830125689,10650348521.481194,5.896746484337058,6.995573455493209,-1.098826971156151,74.15943744270902,105.3879,6.0814,-1.1513773005303125,-1.6998040699984782
2012-05-25,118.625,116.42484083198634,11928.24513618677,11656.764569254265,56.05892162312396,64.77565621308229,92.45093935231752,11320412827.88635,5.673538050408837,6.731166374476334,-1.0576283240674975,74.2589084462899,107.3049,6.1007,-1.023613531919008,-1.6782333691145714
2012-06-01,118.24714285714286,115.8681953877215,11216.652428429745,11466.814773926972,43.48040423958589,58.11431588474723,93.02192056527116,10668043168.72256,4.866026735503155,6.358138446681699,-1.492111711178544,74.35581163329967,104.1044,5.9127,-1.2965958788369836,-1.7945818805325284
2012-06-08,118.27714285714283,115.96310266935863,11649.652428429745,11598.183331015418,50.48253676470589,57.80303667115535,93.58048215396576,11328281205.81277,4.523320984673859,5.991174954280131,-1.4678539696062725,74.43281632014265,108.1172,6.1173,-1.1854390924913338,-1.7351953556957818
2012-06-15,118.365,116.28802231344416,11831.652428429745,11565.985761763077,51.38732235506429,63.54373789152616,94.06887251088644,12003273151.393547,4.348456695737241,5.662631302571554,-1.314174606834313,74.51501637113148,109.5211,5.9765,-1.1177589330298185,-1.6332724865860953
2012-06-22,118.9557142857143,117.4429526716516,12486.652428429745,11989.31909509641,58.20599325262949,64.39795272447668,94.55749506066871,12699310596.974323,4.684406820408114,5.466986406138866,-0.782579585730752,74.64034979073328,108.9659,6.0572,-0.9458181792820992,-1.629903226419854
2012-06-29,119.30214285714284,118.26789231543138,12354.652428429745,12224.31909509641,54.88812739367062,57.81830807171227,95.16534515945534,11989442892.932009,4.788932908735347,5.331375706658163,-0.5424427979228152,74.74479128790568,111.1213,6.3076,-0.9920484365704338,-1.7152055240997375
